z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
0.3,x1 = 0.3,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.5787082926375275,0.4212917073624725,0.4480742916331456,0.5519257083668544,0.3454785393875678,0.6545214606124321,0.40485155200146894,0.5951484479985312,0.98205,0.24381,0.99221,0.92997,0.2473,0.22612,0.99365,0.2478,0.96599,0.027660000000000018,0.23838,0.009419999999999984,0.00477933089331839,0.004734866662179961,37760
-0.0,x1 = -0.0,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.8327269421073993,0.16727305789260075,0.4256716245852535,0.5743283754147466,0.40065968114291695,0.599340318857083,0.4214878003218171,0.578512199678183,0.65143,0.13929,0.984,0.97134,0.24448,0.24013,0.99365,0.2478,0.98188,0.011770000000000058,0.24375,0.004049999999999998,0.002037653712576741,0.0020267282220347224,37790
-1.7,x1 = -1.7,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.7778921553180962,0.2221078446819038,0.4278542099750412,0.5721457900249588,0.44485695523753155,0.5551430447624685,0.4316306530789684,0.5683693469210316,0.764,0.17278,0.98493,0.99121,0.24479,0.24696,0.99365,0.2478,0.98632,0.007330000000000059,0.24527,0.0025300000000000045,0.0009365801166786904,0.0009334512424966669,37820
3.8,x1 = 3.8,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.10976673117117533,0.8902332688288246,0.4758698622569037,0.5241301377430962,0.41831951863577893,0.5816804813642211,0.42463663173284766,0.5753633682671523,0.49921,0.09772,0.99832,0.98066,0.24942,0.24333,0.99365,0.2478,0.9826,0.011050000000000004,0.244,0.003799999999999998,0.0016500479522408087,0.0016422867358608859,37850
-1.9,x1 = -1.9,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.7918119756773343,0.2081880243226657,0.41895199611641915,0.5810480038835808,0.44502147785358137,0.5549785221464186,0.42437935001439475,0.5756206499856051,0.738,0.16485,0.98096,0.99126,0.24343,0.24698,0.99365,0.2478,0.9831,0.01055000000000006,0.24417,0.0036299999999999943,0.0016801662487616192,0.0016721747619033375,37880
-0.7,x1 = -0.7,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.7072938554158942,0.2927061445841058,0.41636673015360726,0.5836332698463927,0.4088740292558752,0.5911259707441249,0.41417357056131027,0.5858264294386898,0.87219,0.20703,0.97972,0.97591,0.24301,0.2417,0.99365,0.2478,0.9786,0.015050000000000008,0.24263,0.00516999999999998,0.0030984805963247125,0.0030767969549716848,37910
1.0,x1 = 1.0,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.3849698733904471,0.6150301266095529,0.6302721452112142,0.3697278547887856,0.24255896874439395,0.7574410312556061,0.3918168612006338,0.6081831387993661,0.96148,0.23677,0.95046,0.79927,0.23303,0.18372,0.99365,0.2478,0.85747,0.13618000000000008,0.2027,0.0451,0.007759121430434293,0.007658675358557965,37940
-3.7,x1 = -3.7,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.8856348825190814,0.1143651174809188,0.415966801435777,0.584033198564223,0.47233813035262334,0.5276618696473767,0.42241371508990777,0.5775862849100925,0.51294,0.10129,0.97953,0.99779,0.24294,0.24923,0.99365,0.2478,0.98162,0.012029999999999985,0.24366,0.004140000000000005,0.0019193805498097134,0.001909466215591453,37970
0.1,x1 = 0.1,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.634629387004156,0.36537061299584406,0.451396066634819,0.548603933365181,0.3719490352863954,0.6280509647136046,0.42236845609034546,0.5776315439096547,0.94705,0.23187,0.99317,0.95216,0.24764,0.2336,0.99365,0.2478,0.97819,0.01546000000000003,0.24251,0.005289999999999989,0.0019250784608995514,0.001915116319795733,38000
-1.5,x1 = -1.5,1.4,x1 = 1.4,0.45310670995650143,0.5468932900434986,0.7070484629921039,0.292951537007896,0.43100443060961957,0.5689955693903804,0.43401636753038797,0.5659836324696119,0.4318867821599295,0.5681132178400704,0.8725,0.20713,0.98622,0.9874,0.24524,0.24565,0.99365,0.2478,0.98657,0.007080000000000086,0.24536,0.0024399999999999977,0.000914293604616815,0.0009112824563517197,38030
