note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 3,3,1,-0.20000000000000007,0,3,,,,,,,,,,,,,,,
action = 4,4,0,0.7999999999999999,1,3,,,,,,,,,,,,,,,
action = 4,4,1,-0.20000000000000007,2,3,,,,,,,,,,,,,,,
action = 2,2,0,0.7999999999999999,3,3,,,,,,,,,,,,,,,
action = 4,4,1,-0.20000000000000007,4,3,,,,,,,,,,,,,,,
action = 3,3,0,0.7999999999999999,5,3,0.45031,0.46279,0.49371,0.53027,0.52464,0.4975238687741524,0.49861809032565196,0.499959998399872,0.4990791520390328,0.49938962744534454,2.937929343870762,2.9558804516282597,2.99350999199936,3.0256657601951638,3.021588137226723
action = 2,2,1,-0.20000000000000007,6,3,0.40761,0.41422,0.47565,0.44563,0.433,0.49138579548049616,0.492585018042571,0.49940965148863514,0.49703118614429015,0.4954896568042566,2.8645389774024808,2.8771450902128546,2.9726982574431755,2.9307859307214508,2.9104482840212826
action = 2,2,0,0.7999999999999999,7,3,0.45026,0.4626,0.46884,0.4444,0.40556,0.4975238687741524,0.4985980344927164,0.49902905727021546,0.49690039243293016,0.4909989816690051,2.937879343870762,2.955590172463582,2.9639852863510776,2.928901962164651,2.8605549083450255
action = 2,2,1,-0.20000000000000007,8,3,0.42572,0.43182,0.47527,0.43835,0.37921,0.4944491884915982,0.49532817404222024,0.49938962744534454,0.4961854492022111,0.48519068416448397,2.897965942457991,2.9084608702111012,2.9722181372267227,2.919277246011055,2.80516342082242
action = 3,3,0,0.7999999999999999,9,3,0.46508,0.48406,0.42773,0.5143,0.40989,0.49877850795718937,0.4997499374687305,0.4947524633592035,0.499799959983992,0.49181297258205786,2.9589725397859468,2.9828096873436523,2.901492316796017,3.01329979991996,2.868954862910289
action = 4,4,1,-0.20000000000000007,10,3,0.42572,0.41475,0.39303,0.44282,0.45683,0.4944491884915982,0.4926763643610276,0.4884260435316692,0.49671923659145717,0.49813652747013043,2.897965942457991,2.878131821805138,2.835160217658346,2.9264161829572855,2.9475126373506524
action = 3,3,1,-0.20000000000000007,11,3,0.46269,0.46889,0.48771,0.50708,0.46732,0.498608062510024,0.49902905727021546,0.49984997749324744,0.49994999749975,0.49892885264334036,2.9557303125501195,2.9640352863510775,2.986959887466237,3.00682998749875,2.961964263216702
action = 3,3,1,-0.20000000000000007,12,3,0.47592,0.48826,0.48866,0.52318,0.47639,0.4994196632092093,0.4998599803945101,0.4998699830956046,0.4994597080846462,0.4994396860482755,2.9730183160460464,2.9875599019725505,2.9880099154780226,3.020478540423231,2.9735884302413775
action = 4,4,0,0.7999999999999999,13,3,0.56129,0.60254,0.57808,0.59659,0.59615,0.49622575507524797,0.4893771551676682,0.49386232899462984,0.490581287861655,0.4906730072054097,3.0424187753762397,3.049425775838341,3.0473916449731493,3.049496439308275,3.0495150360270484
action = 1,1,1,-0.20000000000000007,14,3,0.48132,0.50619,0.46918,0.48794,0.49395,0.4996498774141749,0.499959998399872,0.4990490957811666,0.49984997749324744,0.499959998399872,2.9795693870708746,3.00598999199936,2.964425478905833,2.9871898874662373,2.9937499919993598
action = 0,0,0,0.7999999999999999,15,3,0.5495,0.53721,0.48132,0.4827,0.48756,0.49754396790635497,0.49861809032565196,0.4996498774141749,0.4996999099459595,0.49984997749324744,3.037219839531775,3.0303004516282597,2.9795693870708746,2.9811995497297974,2.9868098874662374
action = 3,3,0,0.7999999999999999,16,3,0.45021,0.50624,0.47508,0.51853,0.48752,0.49751381890355567,0.499959998399872,0.49937961512260387,0.49965988432132513,0.4998399743918047,2.9377790945177784,3.00603999199936,2.9719780756130194,3.0168294216066256,2.9867198719590236
action = 3,3,1,-0.20000000000000007,17,3,0.46274,0.46884,0.44411,0.48147,0.46274,0.498608062510024,0.49902905727021546,0.49687020437937307,0.49965988432132513,0.498608062510024,2.95578031255012,2.9639852863510776,2.928461021896865,2.9797694216066253,2.95578031255012
action = 3,3,1,-0.20000000000000007,18,3,0.42633,0.49977,0.46349,0.49981,0.43649,0.49454019048000536,0.5,0.4986682263790225,0.5,0.4959536268644479,2.899030952400027,2.99977,2.9568311318951124,2.99981,2.9162581343222396
action = 1,1,0,0.7999999999999999,19,3,0.40429,0.54827,0.5,0.51263,0.48771,0.4907545211202847,0.49766454565299306,0.5,0.4998399743918047,0.49984997749324744,2.8580626056014236,3.0365927282649654,3.0,3.0118298719590237,2.986959887466237
action = 3,3,0,0.7999999999999999,20,3,0.4199,0.48132,0.47508,0.49381,0.47597,0.49353824573177707,0.4996498774141749,0.49937961512260387,0.499959998399872,0.4994196632092093,2.8875912286588856,2.9795693870708746,2.9719780756130194,2.9936099919993597,2.9730683160460467
