z_x1,z_x2,z_note,x_x1,x_x2,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
-0.43,1.84,x1 = -0.43; x2 = 1.84,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.9002236111331131,0.09977638886688693,0.7274803850333196,0.2725196149666803,0.6996994286312421,0.3003005713687579,0.7247085015242519,0.275291498475748,0.46829,0.08982,0.84506,0.88166,0.19825,0.21012,0.8136,0.18823,0.84871,-0.035109999999999975,0.19943,-0.011199999999999988,0.0014486573766180517,0.0014770109835197873,151840
-1.14,0.62,x1 = -1.14; x2 = 0.62,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.9111933998946602,0.08880660010533974,0.7276653926443089,0.27233460735569115,0.6909159518831277,0.3090840481168723,0.7244017997545358,0.2755982002454642,0.43247,0.08092,0.84479,0.89211,0.19817,0.21355,0.8136,0.18823,0.84899,-0.03539000000000003,0.19954,-0.011309999999999987,0.0014854965499428302,0.0015149195339710028,151870
2.38,0.35,x1 = 2.38; x2 = 0.35,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.18942932732462972,0.8105706726753702,0.8335759894184376,0.1664240105815625,0.5427833432640913,0.4572166567359087,0.5978679986160581,0.4021320013839418,0.70028,0.15355,0.64946,0.99471,0.13873,0.24817,0.8136,0.18823,0.92931,-0.11570999999999998,0.22744,-0.039209999999999995,0.05016918097486607,0.054415465384335227,151900
-0.81,0.65,x1 = -0.81; x2 = 0.65,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.9751869739636747,0.024813026036325295,0.7265524874047936,0.2734475125952064,0.6640161871533816,0.33598381284661827,0.7250007725584399,0.27499922744156013,0.16767,0.0242,0.84637,0.92092,0.19867,0.2231,0.8136,0.18823,0.84822,-0.034619999999999984,0.19928,-0.011050000000000004,0.0014139667273502313,0.0014413248167463241,151930
1.0,0.23,x1 = 1.0; x2 = 0.23,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.863303472655671,0.136696527344329,0.8105884220755641,0.18941157792443591,0.481887429145741,0.518112570854259,0.7656561378074245,0.23434386219257558,0.57552,0.11801,0.70024,0.99905,0.15353,0.24967,0.8136,0.18823,0.74109,0.07250999999999996,0.16667,0.021559999999999996,0.0008043584935407827,0.0007916130512109557,151960
1.25,0.81,x1 = 1.25; x2 = 0.81,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.8452944173416033,0.15470558265839682,0.8399212402965011,0.16007875970349872,0.3825431997447131,0.617456800255287,0.769162304037781,0.23083769596221898,0.62149,0.13077,0.6345,0.95982,0.13445,0.2362,0.8136,0.18823,0.68483,0.12876999999999994,0.15019,0.03804000000000002,0.0011753339081935765,0.0011526675477562566,151990
0.43,0.82,x1 = 0.43; x2 = 0.82,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.9780132793683194,0.02198672063168059,0.726206656523727,0.2737933434762732,0.6404386953792486,0.3595613046207515,0.7243209003228944,0.2756790996771057,0.15245,0.0215,0.84686,0.94232,0.19883,0.23028,0.8136,0.18823,0.84896,-0.03536000000000006,0.19952,-0.011289999999999994,0.0014952879997825914,0.0015249973045085678,152020
1.09,0.62,x1 = 1.09; x2 = 0.62,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.8815088075470955,0.11849119245290449,0.8345651138964012,0.1654348861035987,0.4056828617368528,0.5943171382631471,0.783746344416129,0.21625365558387083,0.52501,0.10445,0.64715,0.97418,0.13807,0.2411,0.8136,0.18823,0.6859,0.12770000000000004,0.15028,0.03795000000000001,0.003527274425686934,0.0034060996444982353,152050
-0.23,-0.28,x1 = -0.23; x2 = -0.28,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.5026606316284563,0.4973393683715438,0.6999513485021635,0.3000486514978364,0.7571817101357696,0.24281828986423046,0.7284142604086963,0.27158573959130383,0.99998,0.24999,0.88135,0.7997,0.21002,0.18386,0.8136,0.18823,0.84074,-0.027140000000000053,0.19701,-0.008779999999999982,0.0010389816603431565,0.0010563375970495635,152080
-0.06,0.95,x1 = -0.06; x2 = 0.95,1.7,0.5,x1 = 1.7; x2 = 0.5,0.7485269140730798,0.25147308592692014,0.9220924007363575,0.07790759926364245,0.7429328036070539,0.2570671963929461,0.6805644418493086,0.31943555815069147,0.7380738342725016,0.2619261657274984,0.39476,0.07184,0.82229,0.90377,0.19098,0.2174,0.8136,0.18823,0.82864,-0.015040000000000053,0.19304,-0.004809999999999981,0.00028508948585734446,0.00028763453440461793,152110
