b0,b1
-0.6354278326034546,"[0.45661309361457825, -0.8765352368354797]"
-0.8042040467262268,"[0.5429782867431641, -0.9116111397743225]"
-0.8244017362594604,"[0.7931995391845703, -0.861051082611084]"
-0.8184917569160461,"[0.8180773854255676, -0.8500319719314575]"
-0.650323212146759,"[0.05751139670610428, -0.912648618221283]"
-0.48835623264312744,"[0.34108656644821167, -0.9115409851074219]"
-0.8525967597961426,"[0.40241360664367676, -0.9088219404220581]"
-0.8781144618988037,"[0.757087767124176, -0.8642686009407043]"
-0.875008761882782,"[0.48712050914764404, -0.9085251688957214]"
-0.7908868789672852,"[0.41974812746047974, -0.8869559168815613]"
-0.8065693378448486,"[0.5444296598434448, -0.8958951234817505]"
-0.7579216957092285,"[0.18814009428024292, -0.8625762462615967]"
-0.7308136820793152,"[0.3763691782951355, -0.8561431169509888]"
-0.8270345330238342,"[0.4538315236568451, -0.8573587536811829]"
-0.8551335334777832,"[0.3648122251033783, -0.8652793169021606]"
-0.43738704919815063,"[0.14640533924102783, -0.8643810153007507]"
-0.48321622610092163,"[0.08522607386112213, -0.8487933874130249]"
-0.7695400714874268,"[-0.02608437091112137, -0.9182158708572388]"
-0.7866394519805908,"[-0.14379748702049255, -0.8649842739105225]"
-0.6317094564437866,"[-0.1291457563638687, -0.9050108194351196]"
-0.7666897177696228,"[0.4218789041042328, -0.9130370020866394]"
-0.4817950129508972,"[0.19218578934669495, -0.8929778933525085]"
-0.5202258825302124,"[0.4836614429950714, -0.8785175085067749]"
-0.42398563027381897,"[0.1550319343805313, -0.9078476428985596]"
0.006196482107043266,"[0.08578657358884811, -0.88103848695755]"
0.09447193890810013,"[-0.2564028799533844, -0.9390110373497009]"
-0.16391541063785553,"[0.10402417927980423, -0.9351805448532104]"
-0.7950471043586731,"[0.7227697968482971, -0.9001356959342957]"
-0.14661982655525208,"[0.3859700858592987, -0.9142897129058838]"
0.21533159911632538,"[0.2214829921722412, -0.954551637172699]"
-0.15494276583194733,"[-0.271091490983963, -0.9364217519760132]"
-0.20969536900520325,"[0.42615360021591187, -0.6623143553733826]"
0.11717069149017334,"[0.011326324194669724, -0.9465135335922241]"
0.06782294064760208,"[0.8183199763298035, -0.9001942276954651]"
-0.2769140899181366,"[0.9000637531280518, -0.7747411727905273]"
-0.6950278878211975,"[0.9299433827400208, -0.8396934270858765]"
-0.03715332970023155,"[0.44102054834365845, -0.9346007108688354]"
0.5078517198562622,"[0.27070924639701843, -0.9542911648750305]"
-0.8160954713821411,"[0.8987807631492615, -0.910429835319519]"
-0.7850143313407898,"[0.8605269193649292, -0.8834901452064514]"
0.14334267377853394,"[0.5502545237541199, -0.9257215857505798]"
-0.8662465810775757,"[0.7432801723480225, -0.8675188422203064]"
-0.7253066301345825,"[0.9257840514183044, -0.8535913825035095]"
-0.638446569442749,"[0.8771251440048218, -0.8352225422859192]"
-0.8123540282249451,"[0.8771790862083435, -0.8418306708335876]"
-0.8426058888435364,"[0.6759884357452393, -0.7883215546607971]"
-0.7453698515892029,"[0.7706363201141357, -0.8819636702537537]"
-0.7193387746810913,"[0.8978942632675171, -0.7778782248497009]"
-0.4837225675582886,"[0.9310256838798523, -0.8751624226570129]"
-0.6095272302627563,"[0.9307117462158203, -0.8191275000572205]"
