x1,x2,label
-0.18,0.13,1
0.85,1.54,0
1.54,-0.49,1
0.06,0.02,1
0.59,-0.01,1
0.24,1.11,0
0.21,1.21,0
1.61,0.94,0
-0.4,-0.01,1
0.36,1.01,0
0.46,-0.18,1
-0.47,-0.48,1
-0.4,1.53,0
0.67,-0.2,1
-0.04,-0.11,1
1.13,-0.42,1
0.01,-0.66,1
0.2,-0.2,1
0.37,0.47,0
0.7,0.51,0
-0.33,1.59,0
-0.2,1.23,0
0.49,-0.51,1
0.73,-0.21,1
0.41,0.64,0
-0.1,0.63,1
0.44,0.86,0
-0.29,1.01,0
0.51,-0.47,1
0.12,1.38,0
0.12,-0.03,1
0.69,0.13,0
0.76,0.35,0
-0.44,0.76,1
-0.23,1.02,0
0.61,0.89,0
1.33,-0.36,1
0.42,1.01,0
0.33,-0.3,1
-0.04,1.48,0
0.26,0.6,0
-0.51,-0.08,1
1.55,0.17,0
0.43,0.75,0
1.59,-0.64,1
0.63,0.92,0
-0.66,-0.5,1
-0.47,0.47,1
1.54,-0.42,1
1.53,0.03,0
