x1,x2,label
0.03,0.96,0
0.62,0.02,0
0.01,0.06,1
-0.63,-0.36,0
-0.13,0.4,0
0.08,-0.03,0
-0.74,0.83,0
-0.47,0.63,0
0.59,-0.79,0
0.48,-0.23,1
0.36,-0.86,1
0.03,0.29,1
0.62,-0.52,1
-0.5,-0.44,0
0.2,-0.4,1
0.08,1.04,0
-0.37,-0.17,1
-0.13,-0.68,1
-0.27,-0.63,0
0.24,-1.15,0
-0.18,-0.43,1
-0.48,-0.62,1
-0.65,-0.14,1
-0.19,-0.89,0
0.03,1.0,0
0.65,-0.45,0
1.05,0.12,0
0.28,0.38,0
-0.56,-0.31,0
-0.17,-0.65,1
-0.61,-0.02,0
0.24,-0.61,0
-0.2,0.2,1
-0.29,-0.58,1
0.71,1.0,0
0.15,-0.09,1
0.78,0.08,1
0.29,-0.39,0
-0.42,-0.02,1
-0.32,0.32,1
0.34,-0.37,0
0.29,0.02,1
-0.17,-0.4,1
-0.47,-0.16,0
-0.18,-0.13,0
0.09,-0.54,1
1.02,-0.49,0
0.06,0.57,1
0.2,-0.24,1
0.24,1.0,0
