x1,x2,label
-1.07,1.55,1
0.67,-0.83,1
0.61,-0.28,1
0.38,1.39,0
0.54,0.08,0
-0.27,-0.37,1
0.76,-0.78,1
0.27,1.04,0
-0.31,-0.17,1
-0.36,-0.45,1
-1.08,-1.04,1
0.15,-0.86,1
-0.07,0.59,1
-0.44,0.89,1
-0.62,-0.27,1
-0.13,0.09,1
-0.25,1.16,0
-0.31,-1.33,1
-0.48,-0.01,1
0.66,-1.33,1
0.27,-0.16,0
-0.4,-1.25,1
1.41,-0.29,0
0.29,-1.12,1
1.33,0.09,0
0.51,1.44,0
0.34,0.03,1
1.37,-0.32,1
0.24,-0.69,1
0.29,-0.54,1
0.56,-0.05,1
-1.12,-0.84,1
0.74,0.43,0
-1.39,0.39,1
1.24,0.02,1
-0.17,-0.42,1
-0.78,0.4,1
-0.12,0.12,1
0.67,0.45,0
1.3,0.14,1
0.46,-1.07,1
-0.8,1.17,1
0.51,1.17,0
0.18,-0.35,1
-0.53,0.54,1
-1.41,-0.67,1
0.3,-0.57,1
1.07,0.42,0
0.7,0.05,0
-0.08,0.04,1
