x1,x2,label
0.14,0.09,1
-0.01,0.53,0
0.52,-0.73,1
0.83,0.77,0
0.59,-0.16,1
-0.42,-0.05,1
1.01,0.87,0
1.21,-0.45,1
0.07,1.16,0
0.36,0.87,0
0.03,0.59,1
0.51,-0.47,0
-0.02,-0.29,1
-0.65,-0.19,1
0.28,-0.39,1
0.33,0.12,1
0.1,-0.39,1
1.05,1.15,0
-0.37,-0.43,1
0.85,0.83,0
0.61,-0.3,1
0.93,-0.15,0
0.37,0.24,1
-0.22,0.57,0
1.37,1.04,0
0.78,-0.55,1
0.09,1.24,0
0.83,-0.1,1
0.2,0.81,0
-0.1,-0.05,1
0.56,-0.14,0
-0.58,0.11,0
-0.08,0.07,0
-0.43,0.4,0
0.44,-0.49,0
0.02,-0.32,1
0.22,-0.09,1
0.74,-0.78,0
0.53,-0.74,0
0.35,0.33,1
0.3,1.01,0
0.08,0.22,1
1.56,-0.08,0
-0.28,-0.65,1
0.74,0.43,0
0.16,-0.34,1
0.42,-0.31,1
0.61,-0.15,0
0.65,-0.45,0
1.15,-0.3,1
