x1,x2,label
0.31,0.69,0
0.76,0.38,0
1.43,-0.62,0
-0.52,0.43,0
0.24,-0.19,1
-0.15,0.42,0
-0.12,0.35,1
0.26,0.61,0
0.65,1.26,0
0.11,1.01,0
1.22,-0.19,0
-0.44,-0.15,1
0.03,0.8,1
0.62,0.02,0
0.01,0.06,1
-0.63,-0.36,0
-0.13,0.4,1
0.08,-0.03,1
-0.19,0.83,0
-0.07,0.63,1
0.59,-0.27,0
1.48,-0.23,1
0.36,-0.18,1
0.03,0.29,1
0.62,-0.33,1
-0.5,-0.44,0
0.2,-0.4,1
0.22,1.04,0
-0.37,-0.17,1
-0.13,-0.35,1
-0.27,-0.63,0
0.24,-0.15,1
-0.18,-0.43,1
-0.09,-0.47,1
-0.18,-0.14,1
0.19,-0.39,0
0.03,0.82,1
0.65,-0.45,0
1.05,0.12,0
0.28,0.38,0
-0.56,-0.31,0
0.17,-0.65,1
-0.61,-0.02,0
0.24,-0.61,0
-0.2,0.2,1
-0.29,-0.58,1
0.71,1.09,0
0.15,-0.09,1
0.78,0.08,1
0.29,-0.39,0
