x1,x2,label
-0.08,0.41,1
-0.43,0.4,0
0.97,0.49,0
0.02,0.07,1
0.22,0.09,1
0.74,-0.78,1
0.53,-0.08,1
0.35,0.33,0
0.3,1.01,0
0.08,0.22,1
1.56,-0.08,1
-0.08,0.41,1
0.74,0.43,0
0.2,-0.34,0
0.88,-0.31,1
0.14,-0.15,1
0.65,-0.45,1
1.15,-0.3,1
1.03,0.32,0
0.45,-0.24,1
-0.28,-0.07,1
0.92,0.45,0
-0.16,0.92,0
0.22,0.09,1
-0.48,0.45,0
0.96,0.49,0
-0.1,0.77,0
-0.16,0.13,0
1.05,0.08,1
1.35,-0.06,1
0.22,0.09,1
0.73,-0.83,1
0.42,0.73,0
0.03,-0.07,1
-0.16,0.13,0
0.08,0.22,1
-0.07,0.43,1
0.16,-0.14,1
0.02,0.11,1
0.38,0.39,0
0.54,0.08,0
-0.27,-0.18,1
0.76,0.61,0
0.27,1.04,0
0.31,0.93,0
-0.36,0.45,0
-0.08,0.41,1
0.86,-0.22,1
-0.07,0.43,1
-0.44,0.1,1
