x1,x2,label
-0.85,-0.92,0
0.92,0.45,0
-0.79,0.66,0
0.22,-1.06,1
-0.48,0.45,0
0.96,0.49,0
-0.1,0.77,1
-0.16,-0.13,0
1.05,0.08,1
-1.35,-0.57,1
-0.22,-0.35,0
-0.73,-1.02,1
0.42,0.73,0
-0.03,-0.07,0
-0.19,-0.66,1
0.08,0.17,0
-1.07,0.55,1
0.67,-0.83,1
0.61,-0.28,1
0.38,1.11,0
0.54,0.08,0
-0.27,-0.37,0
0.76,-0.78,1
0.27,1.04,0
-0.31,-0.17,0
-0.36,-0.45,0
-1.08,-0.85,1
-0.86,-0.86,1
-0.07,0.59,1
-0.44,0.1,1
-0.62,-0.27,1
-0.13,0.09,0
-0.25,1.16,0
-0.31,-1.33,1
-0.48,-0.01,0
0.66,-1.13,1
0.27,-0.16,0
-0.92,-1.25,1
-1.08,-0.52,0
0.29,-1.12,1
-1.33,0.09,1
0.51,1.21,0
0.34,0.6,1
0.37,-0.32,1
0.24,-0.69,1
0.29,-0.54,0
0.56,-0.05,1
-0.12,-0.84,1
0.74,0.43,0
-1.39,0.39,1
