x1,x2,label
-0.4,1.53,0
0.67,-0.2,0
-0.04,-0.11,0
-0.13,-0.91,1
0.01,-0.65,0
-0.2,-0.2,0
-0.37,0.47,0
0.7,0.51,0
-0.33,0.59,1
-0.2,1.7,0
0.49,-0.91,0
-0.24,-0.21,1
0.96,0.64,1
-0.1,0.63,1
0.96,0.14,1
-0.29,1.01,1
0.51,-0.65,0
0.12,1.1,0
0.12,-0.03,1
0.69,0.13,0
0.76,0.35,1
-0.44,0.76,0
-0.23,1.02,0
0.61,0.89,0
0.33,-0.36,1
-0.42,1.01,0
0.33,-0.8,0
-0.04,1.48,0
0.26,0.97,0
-0.59,-0.08,0
0.55,0.17,0
0.43,0.51,1
0.59,-0.64,1
0.63,0.92,1
-0.66,-0.5,1
-0.47,0.47,1
0.54,-0.94,0
1.53,0.03,0
0.2,-0.56,1
-0.17,0.43,0
0.37,-0.93,0
-0.04,-0.39,1
0.62,1.05,0
0.96,0.15,1
0.71,1.02,0
0.12,-0.46,0
0.36,1.38,0
-0.43,-0.61,0
0.14,-0.36,0
-0.21,-0.34,0
