x1,x2,label
1.05,0.08,1
0.89,0.39,0
1.42,-0.02,1
0.98,0.32,1
1.34,0.37,0
0.29,0.79,0
-0.17,-0.4,1
-0.79,1.16,0
-0.18,0.95,0
0.85,0.54,1
1.54,-0.04,0
0.99,0.57,1
0.59,-0.01,1
0.24,1.11,1
0.21,1.21,0
1.61,0.94,1
-0.4,-0.01,1
0.88,1.01,1
0.46,-0.18,1
-0.47,-0.48,1
-0.4,1.03,0
0.67,-0.03,0
-0.32,-0.11,1
-0.13,-0.42,1
0.01,-0.66,0
-0.2,-0.2,1
-0.37,0.47,0
0.7,0.51,1
-0.33,0.59,1
-0.2,1.23,0
0.49,-0.51,0
0.73,-0.21,1
0.41,0.94,1
-0.1,0.63,1
0.96,0.86,1
-0.29,1.01,0
1.21,-0.47,0
0.12,1.1,0
0.12,-0.78,1
0.69,0.13,0
0.76,0.35,1
-0.44,0.76,0
-0.23,1.02,0
0.61,0.89,1
1.33,-0.36,1
-0.42,1.01,0
0.33,-0.3,1
-0.04,1.22,0
0.26,0.97,0
-0.59,-0.08,0
