z_x1,z_x2,z_note,x_x1,x_x2,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
-1.1,-0.65,x1 = -1.1; x2 = -0.65,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.7437190328399997,0.25628096716000043,0.9354991114832352,0.06450088851676486,0.09326665415663807,0.906733345843362,0.7196509627460312,0.280349037253969,0.82108,0.1906,0.34506,0.44728,0.06034,0.08457,0.89552,0.21467,0.37126,0.52426,0.06655,0.14812,0.0024359189645905797,0.002386051015480055,77320
-1.07,-0.74,x1 = -1.07; x2 = -0.74,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.7262461898773227,0.2737538101226774,0.9407031614594358,0.05929683854056417,0.0974590010824922,0.9025409989175079,0.7098618596925494,0.29013814030745055,0.8468,0.19881,0.32465,0.46089,0.05578,0.08796,0.89552,0.21467,0.36195,0.53357,0.06459,0.15008,0.0011482852743299986,0.00113253442211049,77350
-1.13,-0.78,x1 = -1.13; x2 = -0.78,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.7210069887503113,0.27899301124968867,0.9622336288923539,0.0377663711076464,0.0718094196431939,0.928190580356806,0.7138114974643078,0.28618850253569234,0.85408,0.20116,0.23196,0.37264,0.03634,0.06665,0.89552,0.21467,0.27121,0.6243099999999999,0.0448,0.16987,0.0016081318725341652,0.0015817675267648795,77380
-1.03,-0.69,x1 = -1.03; x2 = -0.69,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.7468101969393721,0.25318980306062794,0.9205338172177517,0.0794661827822482,0.1124177702217926,0.8875822297782074,0.7159270744287117,0.28407292557128827,0.81629,0.18908,0.4003,0.50717,0.07315,0.09978,0.89552,0.21467,0.42736,0.46815999999999997,0.07989,0.13478,0.0018874609549994065,0.0018537600833116244,77410
-1.17,-0.78,x1 = -1.17; x2 = -0.78,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.752467247088483,0.24753275291151722,0.9566884752887029,0.043311524711297025,0.08389275936055687,0.9161072406394432,0.7406429489956307,0.2593570510043696,0.80734,0.18626,0.25727,0.41575,0.04144,0.07685,0.89552,0.21467,0.2965,0.59902,0.05021,0.16446,0.006941714701245438,0.006689382933440131,77440
-1.15,-0.76,x1 = -1.15; x2 = -0.76,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.723781483429067,0.2762185165709331,0.9599041324703499,0.04009586752965011,0.07359613089360215,0.926403869106398,0.7150894510498725,0.2849105489501277,0.85025,0.19992,0.24273,0.3792,0.03849,0.06818,0.89552,0.21467,0.28043,0.6150899999999999,0.04669,0.16798,0.0017740900773059003,0.0017434434651321974,77470
-1.09,-0.76,x1 = -1.09; x2 = -0.76,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.7851320185809056,0.2148679814190943,0.9379761977333049,0.06202380226669524,0.11028266872141641,0.8897173312785835,0.7601313599208738,0.23986864007912623,0.75069,0.1687,0.33543,0.50077,0.05818,0.09812,0.89552,0.21467,0.37096,0.5245599999999999,0.06676,0.14790999999999999,0.013448641753863316,0.012736965554362517,77500
-0.93,-0.65,x1 = -0.93; x2 = -0.65,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.786220235974008,0.21377976402599203,0.8574296715384839,0.1425703284615159,0.1715141949929809,0.8284858050070192,0.7107948228208105,0.2892051771791895,0.74865,0.16808,0.59093,0.66116,0.12224,0.1421,0.89552,0.21467,0.60594,0.28957999999999995,0.12649,0.08818000000000001,0.0012497199170513444,0.0012317945129073221,77530
-1.11,-0.8,x1 = -1.11; x2 = -0.8,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.6687530170760052,0.33124698292399485,0.9270051293306019,0.0729948706693982,0.08107923051159284,0.918920769488407,0.6467947275695367,0.3532052724304634,0.9162,0.22152,0.377,0.40597,0.06767,0.07451,0.89552,0.21467,0.3866,0.50892,0.06994,0.14473,0.003780461085326259,0.0038596533152285006,77560
-1.01,-0.66,x1 = -1.01; x2 = -0.66,-1.1,-0.7,x1 = -1.1; x2 = -0.7,0.6879574230926551,0.3120425769073449,0.7371142890581801,0.2628857109418199,0.9077627647231497,0.0922372352768503,0.11965679352386849,0.8803432064761314,0.7005809661869332,0.2994190338130667,0.83107,0.19378,0.44389,0.52837,0.08373,0.10534,0.89552,0.21467,0.4661,0.42941999999999997,0.08941,0.12525999999999998,0.00037686136908006776,0.00037396919178208504,77590
