z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
8.6,x1 = 8.6,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.03270932574216552,0.9672906742578344,0.4758811833167539,0.5241188166832461,0.041993267307929745,0.9580067326920704,0.05618544848825172,0.9438145515117483,0.2078,0.03164,0.99832,0.25136,0.24942,0.04023,0.33322,0.05769,0.27579,0.05743000000000004,0.04707,0.010619999999999997,0.0002552174647506176,0.00024815706664351074,57540
8.2,x1 = 8.2,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.03204520357394165,0.9679547964260584,0.43912668063332455,0.5608733193666755,0.041534397503771664,0.9584656024962284,0.054275323156086436,0.9457246768439137,0.20455,0.03102,0.98928,0.24928,0.24629,0.03981,0.33322,0.05769,0.27299,0.060230000000000006,0.04643,0.01126,0.0004835779195206521,0.0004651249696158736,57570
11.6,x1 = 11.6,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.0666065219364808,0.9333934780635191,0.6153998124412856,0.3846001875587144,0.03061352759735701,0.9693864724026431,0.06956410810696725,0.9304358918930328,0.35313,0.06217,0.96123,0.19746,0.23668,0.02968,0.33322,0.05769,0.24833,0.08489000000000002,0.04347,0.014219999999999997,0.000526349300796332,0.0005469415898760807,57600
6.4,x1 = 6.4,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.035533013669620306,0.9644669863303796,0.24814883381587144,0.7518511661841285,0.05954274675914338,0.9404572532408567,0.0662444894287037,0.9337555105712964,0.22142,0.03427,0.80833,0.32563,0.18657,0.056,0.33322,0.05769,0.34278,-0.009559999999999957,0.06064,-0.0029500000000000012,0.00018910308383797512,0.00019355497347861312,57630
11.0,x1 = 11.0,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.0679182306289793,0.9320817693710206,0.6908757705888762,0.3091242294111238,0.02754443219376817,0.9724555678062318,0.07259672301831661,0.9274032769816832,0.35811,0.06331,0.89216,0.18192,0.21357,0.02679,0.33322,0.05769,0.23016,0.10306000000000001,0.03948,0.018209999999999997,0.000967680714667081,0.0010188269735403113,57660
2.2,x1 = 2.2,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.6279285113134546,0.3720714886865454,0.0590535892242847,0.9409464107757153,0.06459568836123114,0.9354043116387689,0.06111564630061678,0.9388843536993832,0.95225,0.23363,0.32368,0.34542,0.05557,0.06042,0.33322,0.05769,0.33177,0.0014500000000000068,0.05737,0.00032000000000000084,1.0487020601678888e-06,1.0468525875855905e-06,57690
10.4,x1 = 10.4,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.059420294414258376,0.9405797055857417,0.656333464661492,0.34366653533850805,0.03234289249807028,0.9676571075019297,0.06942059600774234,0.9305794039922577,0.32514,0.05589,0.92828,0.20601,0.22556,0.0313,0.33322,0.05769,0.24893,0.08429,0.04284,0.014849999999999995,0.0005085288740630644,0.0005280876260797644,57720
14.1,x1 = 14.1,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.08496163179700804,0.915038368202992,0.44629562342084883,0.5537043765791512,0.03603098302439052,0.9639690169756093,0.07088773634108633,0.9291122636589135,0.41942,0.07774,0.99166,0.22379,0.24712,0.03473,0.33322,0.05769,0.28903,0.04419000000000001,0.05278,0.004909999999999998,0.0007039576282749059,0.000735757628394158,57750
14.7,x1 = 14.7,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.07848885457907792,0.9215111454209222,0.40470065392880833,0.5952993460711917,0.03696696634120827,0.9630330336587916,0.06582996227009949,0.9341700377299005,0.39683,0.07233,0.97363,0.22821,0.24092,0.0356,0.33322,0.05769,0.28672,0.04650000000000004,0.05172,0.005969999999999996,0.00015836003559264924,0.000161773344316914,57780
14.0,x1 = 14.0,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.08717513983842438,0.9128248601615757,0.5318525252779867,0.46814747472201335,0.03163760765860847,0.9683623923413915,0.0752439130513437,0.9247560869486564,0.42697,0.07958,0.99707,0.20254,0.24899,0.03064,0.33322,0.05769,0.2718,0.06142000000000003,0.04967,0.00802,0.0014491754816803228,0.0015426093828122787,57810
9.2,x1 = 9.2,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.034068755317881796,0.9659312446821182,0.5334918991069273,0.4665081008930727,0.036879164339848655,0.9631208356601514,0.053798142088372386,0.9462018579116276,0.2144,0.03291,0.99676,0.2278,0.24888,0.03552,0.33322,0.05769,0.254,0.07922000000000001,0.04279,0.014899999999999997,0.0005529052940447315,0.0005303335425657571,57840
5.8,x1 = 5.8,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.04296065895962353,0.9570393410403764,0.22313710302991557,0.7768628969700845,0.056741094828625806,0.9432589051713742,0.06388957698920412,0.9361104230107957,0.25571,0.04112,0.76585,0.31437,0.17335,0.05352,0.33322,0.05769,0.33377,-0.0005499999999999949,0.05867,-0.0009800000000000017,4.982421606662636e-05,5.042795345914933e-05,57870
17.8,x1 = 17.8,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.0815882594436578,0.9184117405563423,0.37785173964636426,0.6221482603536356,0.03744305066206293,0.962556949337937,0.06521640309578952,0.9347835969042105,0.40775,0.07493,0.95651,0.23044,0.23508,0.03604,0.33322,0.05769,0.28968,0.04354000000000002,0.05228,0.005409999999999998,0.00011767750485370708,0.00011986556074145395,57900
9.9,x1 = 9.9,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.03584226978764942,0.9641577302123505,0.5730637699663186,0.4269362300336813,0.03797686464880094,0.9620231353511992,0.057155593869029825,0.9428444061309703,0.22289,0.03456,0.98454,0.23294,0.24466,0.03653,0.33322,0.05769,0.25988,0.07334000000000002,0.04399,0.013699999999999997,0.00016822285579615615,0.00016444863705733677,57930
11.1,x1 = 11.1,10.0,x1 = 10.0,0.06146286813177201,0.938537131868228,0.06697086218111184,0.9330291378188882,0.6176656068771474,0.3823343931228526,0.029691270359481957,0.9703087296405182,0.06906841861643721,0.9309315813835629,0.35452,0.06249,0.95967,0.19284,0.23615,0.02881,0.33322,0.05769,0.2442,0.08902000000000002,0.0427,0.014989999999999996,0.00046600774524979075,0.00048317256368917653,57960
