x1,x2,label
-0.86,-0.1,1
0.34,-0.15,0
0.61,0.51,0
1.06,0.5,0
0.39,-0.03,1
-1.02,-0.75,0
1.17,0.91,0
-0.04,0.14,1
-1.65,0.07,0
-0.67,0.09,0
-0.1,0.98,0
-0.7,1.04,0
0.9,0.56,0
-0.62,0.31,0
-0.62,2.32,0
-0.77,1.71,0
1.17,0.48,0
0.87,1.41,0
0.11,-0.12,1
0.53,0.44,0
0.48,0.87,0
0.11,-0.08,1
0.22,-0.25,1
0.07,0.67,1
0.91,0.38,0
0.5,-0.1,1
-1.83,0.1,1
-0.08,0.64,0
0.05,1.21,0
0.03,0.43,0
0.94,0.71,0
0.97,0.97,0
-0.2,1.52,0
-1.42,-0.3,0
0.97,0.36,0
0.33,0.25,1
-0.77,0.18,0
1.39,0.14,0
-1.76,-0.99,1
0.15,0.06,1
1.0,-0.54,0
0.3,-0.12,0
0.5,-0.62,1
-0.67,0.17,0
0.46,-0.7,0
0.51,0.34,0
-0.77,1.09,0
0.42,0.38,1
0.12,-0.08,1
0.21,-0.25,1
