x1,x2,label
0.87,0.7,0
0.84,0.28,0
0.16,0.32,1
0.06,-0.14,1
1.61,-0.33,1
0.85,1.02,0
0.74,-0.23,0
0.54,0.01,0
0.27,0.76,0
0.12,0.44,0
0.63,0.17,0
0.27,0.68,0
0.36,1.12,0
0.23,-0.15,1
0.9,-0.65,0
0.36,-0.11,1
0.73,1.07,0
1.95,-0.12,1
0.04,-0.39,1
0.23,0.88,0
-0.38,0.82,0
0.07,0.77,0
1.01,0.13,0
0.54,0.27,0
0.69,0.95,0
2.2,0.32,1
0.7,-0.18,1
0.37,0.23,1
0.42,1.06,0
0.94,0.2,0
1.03,0.92,0
1.01,0.97,0
0.86,-0.1,1
0.34,-0.15,0
0.61,0.51,0
1.06,0.58,0
0.39,-0.03,1
-0.72,-0.25,0
1.17,0.91,0
0.04,0.14,1
-0.65,0.07,0
0.67,0.09,0
0.1,0.98,0
-0.7,1.04,0
0.9,0.56,0
-0.62,0.31,0
-0.62,0.32,0
-0.77,1.11,0
1.17,0.48,0
0.87,1.01,0
