note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,1,-0.4,0,4,,,,,,,,,,,,,,,
action = 3,3,0,0.6,1,4,,,,,,,,,,,,,,,
action = 2,2,0,0.6,2,4,,,,,,,,,,,,,,,
action = 1,1,1,-0.4,3,4,,,,,,,,,,,,,,,
action = 1,1,1,-0.4,4,4,,,,,,,,,,,,,,,
action = 0,0,1,-0.4,5,4,0.51239,0.72185,0.46339,0.44507,0.64687,0.14057026712644463,0.0,0.07803845206050668,0.04012480529547776,0.03674234614174767,1.9180926712644464,0.72185,1.2437745206050668,0.8463180529547776,1.0142934614174766
action = 4,4,0,0.6,6,4,0.56489,0.60957,0.4512,0.45278,0.59393,0.12393546707863734,0.11657615536635269,0.03577708763999664,0.0,0.15890248582070704,1.8042446707863733,1.7753315536635268,0.8089708763999663,0.45278,2.1829548582070704
action = 1,1,0,0.6,7,4,0.68053,0.66778,0.61114,0.59439,0.62025,0.0,0.09011104260855048,0.044384682042344296,0.0,0.04207136793592526,0.68053,1.5688904260855048,1.054986820423443,0.59439,1.0409636793592525
action = 3,3,1,-0.4,8,4,0.65643,0.67861,0.67281,0.69185,0.65993,0.0,0.0,0.0,0.0,0.0,0.65643,0.67861,0.67281,0.69185,0.65993
action = 1,1,1,-0.4,9,4,0.5739,0.60709,0.57813,0.57837,0.57767,0.0,0.0,0.0,0.0,0.0,0.5739,0.60709,0.57813,0.57837,0.57767
action = 3,3,0,0.6,10,4,0.55574,0.57371,0.52492,0.52497,0.53116,0.050199601592044535,0.05138093031466052,0.019235384061671346,0.05735852159879995,0.01,1.0577360159204452,1.0875193031466053,0.7172738406167135,1.0985552159879997,0.6311599999999999
action = 1,1,1,-0.4,11,4,0.56185,0.56129,0.50624,0.50014,0.51244,0.057965506984757754,0.07402702209328699,0.04505552130427524,0.03924283374069717,0.03577708763999664,1.1415050698475775,1.3015602209328698,0.9567952130427524,0.8925683374069717,0.8702108763999664
action = 1,1,0,0.6,12,4,0.60182,0.61632,0.52449,0.52492,0.52478,0.027386127875258306,0.05049752469181039,0.04827007354458868,0.023021728866442676,0.0322490309931942,0.8756812787525831,1.121295246918104,1.0071907354458869,0.7551372886644268,0.8472703099319421
action = 0,0,1,-0.4,13,4,0.549,0.57428,0.49995,0.49376,0.52478,0.1212023102090055,0.10392304845413264,0.0950263121456368,0.07810249675906655,0.08792041856133306,1.7610231020900549,1.6135104845413264,1.4502131214563678,1.2747849675906655,1.4039841856133306
action = 0,0,0,0.6,14,4,0.67218,0.63141,0.583,0.59448,0.5995,0.0,0.0,0.0,0.0,0.0,0.67218,0.63141,0.583,0.59448,0.5995
action = 2,2,1,-0.4,15,4,0.56794,0.58829,0.52602,0.54842,0.5617,0.0,0.0,0.019748417658131498,0.0,0.0,0.56794,0.58829,0.723504176581315,0.54842,0.5617
action = 2,2,0,0.6,16,4,0.50653,0.54895,0.53073,0.50596,0.5061,0.042544094772365294,0.026457513110645904,0.042190046219457975,0.0170293863659264,0.03577708763999664,0.931970947723653,0.8135251311064591,0.9526304621945798,0.676253863659264,0.8638708763999664
action = 1,1,0,0.6,17,4,0.4817,0.53707,0.52464,0.51244,0.48147,0.03885871845545089,0.061318838867023565,0.027202941017470887,0.027018512172212593,0.024899799195977464,0.8702871845545089,1.1502583886702356,0.7966694101747089,0.782625121722126,0.7304679919597746
action = 0,0,0,0.6,18,4,0.50624,0.53097,0.48752,0.47508,0.47527,0.026457513110645904,0.023021728866442676,0.021447610589527218,0.01224744871391589,0.0,0.770815131106459,0.7611872886644269,0.7019961058952722,0.5975544871391589,0.47527
action = 1,1,0,0.6,19,4,0.46307,0.48742,0.46344,0.46302,0.45655,0.0,0.057965506984757754,0.013038404810405298,0.0,0.0,0.46307,1.0670750698475775,0.593824048104053,0.46302,0.45655
action = 0,0,0,0.6,20,4,0.48152,0.5,0.49361,0.48766,0.46908,0.047116875957558986,0.03146426544510455,0.03741657386773942,0.03834057902536163,0.0396232255123179,0.9526887595755898,0.8146426544510454,0.8677757386773941,0.8710657902536163,0.865312255123179
