z_x1,z_x2,z_note,x_x1,x_x2,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
0.92,0.04,x1 = 0.92; x2 = 0.04,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.7657402354097325,0.23425976459026732,0.44567049486250526,0.5543295051374948,0.4844437624854647,0.5155562375145353,0.4547535114082551,0.5452464885917447,0.78536,0.17938,0.99147,0.9993,0.24705,0.24976,0.96876,0.23925,0.9933,-0.024540000000000006,0.24768,-0.00843000000000002,0.006951167522398084,0.007034405087950675,74560
0.59,0.04,x1 = 0.59; x2 = 0.04,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.632192245110722,0.36780775488927797,0.45498485455009224,0.5450151454499077,0.478740078485069,0.521259921514931,0.46372221013250814,0.5362777898674919,0.94897,0.23253,0.99415,0.9987,0.24797,0.24955,0.96876,0.23925,0.99582,-0.027060000000000084,0.24855,-0.009300000000000003,0.009223426093915639,0.009343015723561984,74590
1.47,0.16,x1 = 1.47; x2 = 0.16,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.6000318305191119,0.39996816948088804,0.4485625104545089,0.551437489545491,0.4727325254545251,0.5272674745454748,0.458229747110391,0.5417702528896089,0.97093,0.23999,0.99235,0.99785,0.24735,0.24926,0.96876,0.23925,0.99455,-0.02579000000000009,0.24811,-0.008860000000000007,0.00779423580236531,0.007890767868956268,74620
0.48,0.21,x1 = 0.48; x2 = 0.21,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.6689783849869511,0.331021615013049,0.4492032862336379,0.5507967137663621,0.4815606420541922,0.5184393579458078,0.4599142704149097,0.5400857295850904,0.91597,0.22145,0.99254,0.99902,0.24742,0.24966,0.96876,0.23925,0.99469,-0.02593000000000001,0.24816,-0.008910000000000001,0.008219918266809664,0.008323259026532005,74650
-0.21,0.32,x1 = -0.21; x2 = 0.32,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.3350795874770479,0.664920412522952,0.4876188362827304,0.5123811637172695,0.4575703495374787,0.5424296504625212,0.4676389840803872,0.5323610159196127,0.92003,0.2228,0.99956,0.9948,0.24985,0.2482,0.96876,0.23925,0.99639,-0.027630000000000043,0.24875,-0.009500000000000008,0.010315252650144824,0.010452750085702511,74680
1.01,0.27,x1 = 1.01; x2 = 0.27,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.7507199846167543,0.24928001538324587,0.4454736039845967,0.5545263960154033,0.46933250128181675,0.5306674987181832,0.45142115026987506,0.548578849730125,0.81013,0.18714,0.9914,0.99728,0.24703,0.24906,0.96876,0.23925,0.99287,-0.024110000000000076,0.24754,-0.00829000000000002,0.00618776906876789,0.00625923711702648,74710
-0.48,0.25,x1 = -0.48; x2 = 0.25,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.4246054101349085,0.5753945898650916,0.4878362647180886,0.5121637352819114,0.4393755815429068,0.5606244184570933,0.45995224979792276,0.5400477502020774,0.98354,0.24432,0.99957,0.98937,0.24985,0.24632,0.96876,0.23925,0.9937,-0.024940000000000073,0.24782,-0.008570000000000022,0.008229644726173338,0.008333141712293553,74740
0.09,0.39,x1 = 0.09; x2 = 0.39,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.2629225391576232,0.7370774608423767,0.4632344821449485,0.5367655178550516,0.4523745547622465,0.5476254452377535,0.4552298744447738,0.544770125555226,0.83112,0.19379,0.9961,0.99345,0.24865,0.24773,0.96876,0.23925,0.99415,-0.025390000000000024,0.24797,-0.008720000000000006,0.007063877317208693,0.007148875744606868,74770
1.1,-0.0,x1 = 1.1; x2 = -0.0,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.4616033920887904,0.5383966079112096,0.469101115260503,0.5308988847394969,0.43953504128915244,0.5604649587108474,0.45318284132507597,0.5468171586749239,0.99574,0.24853,0.99724,0.98943,0.24905,0.24634,0.96876,0.23925,0.99304,-0.02428000000000008,0.24759,-0.008340000000000014,0.006585885249026507,0.006663455418719724,74800
0.42,0.39,x1 = 0.42; x2 = 0.39,0.1,-1.1,x1 = 0.1; x2 = -1.1,0.396319785114963,0.603680214885037,0.6628807401671486,0.3371192598328514,0.44578793381526155,0.5542120661847385,0.4816083421914251,0.5183916578085749,0.45786368337394423,0.5421363166260558,0.92204,0.22347,0.9915,0.99902,0.24706,0.24966,0.96876,0.23925,0.99404,-0.02528000000000008,0.24794,-0.008690000000000003,0.007703210997923926,0.007798294842518816,74830
