action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
2,1,-0.4,action = 2,0,2,,,,,,,,,,,,,,,
4,1,-0.4,action = 4,1,2,,,,,,,,,,,,,,,
4,1,-0.4,action = 4,2,2,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,3,2,,,,,,,,,,,,,,,
0,1,-0.4,action = 0,4,2,,,,,,,,,,,,,,,
3,1,-0.4,action = 3,5,2,0.96513,0.9711,0.97381,0.96176,0.97801,2.5372597960917744,2.5372597960917744,2.5372597960917744,100000.0,1.7941180927044762,6.039649592183549,6.045619592183549,6.048329592183549,200000.96176,4.566246185408953
3,1,-0.4,action = 3,6,2,0.97467,0.97852,0.97866,0.98213,0.98216,2.6771190125301016,2.6771190125301016,2.6771190125301016,2.6771190125301016,1.8930137402964102,6.328908025060203,6.332758025060203,6.332898025060203,6.336368025060203,4.768187480592821
2,1,-0.4,action = 2,7,2,0.97769,0.98488,0.98515,0.98585,0.98771,2.7899037188751956,2.7899037188751956,2.7899037188751956,1.9727647703429902,1.9727647703429902,6.557497437750391,6.564687437750392,6.564957437750391,4.93137954068598,4.933239540685981
1,0,0.6,action = 1,8,2,0.98384,0.98859,0.98873,0.99049,0.99116,2.8840393530410506,2.8840393530410506,2.0393288820217856,2.0393288820217856,2.0393288820217856,6.751918706082101,6.756668706082102,5.067387764043572,5.069147764043572,5.069817764043571
0,0,0.6,action = 0,9,2,0.70378,0.65104,0.72869,0.75473,0.75389,2.9645927918081205,2.0962889072206927,2.0962889072206927,2.0962889072206927,2.0962889072206927,6.632965583616241,4.8436178144413855,4.921267814441386,4.947307814441386,4.946467814441386
4,0,0.6,action = 4,10,2,0.58707,0.60093,0.68214,0.7011,0.7246,2.1459606613944,2.1459606613944,2.1459606613944,2.1459606613944,2.1459606613944,4.878991322788799,4.8928513227887995,4.974061322788799,4.9930213227888,5.016521322788799
2,1,-0.4,action = 2,11,2,0.5434,0.53693,0.59103,0.55592,0.55435,2.189923872367235,2.189923872367235,2.189923872367235,2.189923872367235,1.7880668443287278,4.9232477447344705,4.91677774473447,4.97087774473447,4.93576774473447,4.130483688657455
3,1,-0.4,action = 3,12,2,0.52099,0.50624,0.56784,0.55846,0.51511,2.2293022340260973,2.2293022340260973,1.8202191687792049,2.2293022340260973,1.8202191687792049,4.979594468052195,4.964844468052195,4.20827833755841,5.017064468052195,4.155548337558409
1,1,-0.4,action = 1,13,2,0.52609,0.53388,0.58727,0.59512,0.53664,2.26492230894522,2.26492230894522,1.8493028623993581,1.8493028623993581,1.8493028623993581,5.05593461789044,5.06372461789044,4.285875724798716,4.293725724798716,4.235245724798716
0,1,-0.4,action = 0,14,2,0.58207,0.57212,0.6151,0.62224,0.61981,2.2974090338442505,1.87582818430929,1.87582818430929,1.87582818430929,1.87582818430929,5.176888067688501,4.32377636861858,4.36675636861858,4.37389636861858,4.37146636861858
3,0,0.6,action = 3,15,2,0.57739,0.58418,0.6196,0.63955,0.61692,1.9001898762310732,1.9001898762310732,1.9001898762310732,1.9001898762310732,1.9001898762310732,4.377769752462147,4.384559752462146,4.4199797524621465,4.439929752462146,4.417299752462147
2,0,0.6,action = 2,16,2,0.5967,0.60289,0.64723,0.61956,0.61303,1.9226993109716628,1.9226993109716628,1.9226993109716628,1.6651071409327702,1.9226993109716628,4.442098621943326,4.448288621943326,4.492628621943325,3.9497742818655404,4.458428621943326
4,0,0.6,action = 4,17,2,0.56156,0.57371,0.58559,0.58559,0.59131,1.943606235855818,1.943606235855818,1.683213076541578,1.683213076541578,1.943606235855818,4.448772471711636,4.460922471711636,3.9520161530831563,3.9520161530831563,4.478522471711636
1,1,-0.4,action = 1,18,2,0.54941,0.55565,0.5556,0.56175,0.54303,1.963113894931809,1.963113894931809,1.7001072119089533,1.7001072119089533,1.7001072119089533,4.475637789863618,4.481877789863618,3.9558144238179067,3.9619644238179066,3.9432444238179065
0,0,0.6,action = 0,19,2,0.56199,0.56175,0.58047,0.57414,0.5436,1.9813898032786847,1.7159346194093164,1.7159346194093164,1.7159346194093164,1.7159346194093164,4.52476960655737,3.9936192388186327,4.012339238818633,4.006009238818633,3.975469238818633
2,0,0.6,action = 2,20,2,0.58643,0.56818,0.59253,0.58619,0.58024,1.7308162190833638,1.7308162190833638,1.7308162190833638,1.7308162190833638,1.7308162190833638,4.048062438166728,4.0298124381667275,4.054162438166728,4.047822438166728,4.0418724381667275
3,1,-0.4,action = 3,21,2,0.55589,0.55574,0.5617,0.58619,0.54979,1.744853812339692,1.744853812339692,1.5606450842368293,1.744853812339692,1.744853812339692,4.045597624679384,4.045447624679384,3.682990168473659,4.075897624679384,4.039497624679384
4,1,-0.4,action = 4,22,2,0.55579,0.56199,0.56827,0.58024,0.56208,1.7581338759524265,1.7581338759524265,1.5725231371997739,1.5725231371997739,1.7581338759524265,4.072057751904853,4.078257751904853,3.713316274399548,3.7252862743995476,4.078347751904853
1,1,-0.4,action = 1,23,2,0.55589,0.57414,0.57992,0.59221,0.59167,1.770730464303703,1.770730464303703,1.5837898711516651,1.5837898711516651,1.5837898711516651,4.097350928607406,4.115600928607406,3.7474997423033303,3.7597897423033304,3.7592497423033304
