x1,x2,label
-0.65,0.07,1
-0.67,0.09,1
-0.1,0.98,0
-0.7,1.04,0
0.9,0.56,0
-0.62,0.31,1
-0.62,0.32,1
-0.77,0.71,0
1.17,0.08,0
0.87,1.01,0
0.11,-0.12,1
0.53,0.94,0
0.48,0.87,0
0.11,-0.08,1
0.22,-0.25,1
0.07,0.67,0
0.91,0.38,0
0.5,0.9,0
-0.83,0.9,1
-0.08,0.64,0
0.05,1.21,0
0.03,0.43,0
0.94,0.71,0
0.97,0.97,0
-0.2,1.02,0
-0.42,1.08,0
0.97,0.36,0
0.31,0.25,0
-0.77,0.18,1
1.39,0.04,0
-1.26,-0.19,1
0.15,0.06,1
1.0,-0.54,0
0.3,-0.12,1
0.5,-0.62,1
-0.67,0.17,1
0.46,0.9,0
0.51,0.34,0
-0.77,1.09,0
0.42,0.38,0
0.13,-0.08,1
0.21,-0.25,1
1.39,0.14,0
0.25,-0.03,1
0.31,0.87,0
-0.37,0.62,1
0.83,0.06,0
-0.7,0.21,1
0.34,-0.15,1
-0.05,1.07,0
