action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
4,0,0.6,action = 4,0,4,,,,,,,,,,,,,,,
3,1,-0.4,action = 3,1,4,,,,,,,,,,,,,,,
3,0,0.6,action = 3,2,4,,,,,,,,,,,,,,,
4,1,-0.4,action = 4,3,4,,,,,,,,,,,,,,,
2,1,-0.4,action = 2,4,4,,,,,,,,,,,,,,,
2,0,0.6,action = 2,5,4,0.51868,0.54208,0.54757,0.49376,0.49891,0.4996498774141749,0.49822685596021415,0.497734869182379,0.499959998399872,0.5,3.016929387070874,3.033214279801071,3.036244345911895,2.99355999199936,2.99891
2,1,-0.4,action = 2,6,4,0.50847,0.51372,0.52252,0.47508,0.51997,0.4999299950993139,0.49980996388627547,0.4994897396343592,0.49937961512260387,0.49959983987187184,3.0081199754965695,3.0127698194313774,3.0199686981717964,2.9719780756130194,3.017969199359359
1,1,-0.4,action = 1,7,4,0.51868,0.52492,0.5,0.48137,0.5,0.4996498774141749,0.49937961512260387,0.5,0.4996498774141749,0.5,3.016929387070874,3.0218180756130195,3.0,2.9796193870708745,3.0
0,0,0.6,action = 0,8,4,0.53065,0.51858,0.50014,0.50043,0.5007,0.49905911473491793,0.4996498774141749,0.5,0.5,0.5,3.0259455736745897,3.0168293870708744,3.00014,3.00043,3.0007
2,0,0.6,action = 2,9,4,0.47513,0.51248,0.51248,0.50624,0.5,0.49937961512260387,0.4998399743918047,0.4998399743918047,0.499959998399872,0.5,2.9720280756130193,3.0116798719590236,3.0116798719590236,3.00603999199936,3.0
4,1,-0.4,action = 4,10,4,0.427,0.44481,0.4444,0.4512,0.45683,0.4946412841645954,0.49694064031833823,0.49690039243293016,0.4976143084759521,0.49813652747013043,2.900206420822977,2.929513201591691,2.928901962164651,2.9392715423797604,2.9475126373506524
4,1,-0.4,action = 4,11,4,0.46279,0.49376,0.49376,0.48752,0.50624,0.49861809032565196,0.499959998399872,0.499959998399872,0.4998399743918047,0.499959998399872,2.9558804516282597,2.99355999199936,2.99355999199936,2.9867198719590236,3.00603999199936
4,1,-0.4,action = 4,12,4,0.48142,0.51248,0.49376,0.51244,0.5374,0.4996498774141749,0.4998399743918047,0.499959998399872,0.49984997749324744,0.4985980344927164,2.9796693870708744,3.0116798719590236,2.99355999199936,3.011689887466237,3.0303901724635818
1,0,0.6,action = 1,13,4,0.54345,0.58033,0.54969,0.56208,0.61614,0.498106414333323,0.4935078520145348,0.4975238687741524,0.4961350622562368,0.48632293797434645,3.033982071666615,3.047869260072674,3.037309343870762,3.042755311281184,3.0477546898717325
4,1,-0.4,action = 4,14,4,0.46889,0.51248,0.51868,0.53735,0.59807,0.49902905727021546,0.4998399743918047,0.4996498774141749,0.4985980344927164,0.490285631035624,2.9640352863510775,3.0116798719590236,3.016929387070874,3.030340172463582,3.04949815517812
4,0,0.6,action = 4,15,4,0.48752,0.52497,0.53116,0.54979,0.62133,0.4998399743918047,0.49937961512260387,0.49902905727021546,0.49751381890355567,0.48505669771687515,2.9867198719590236,3.0218680756130194,3.0263052863510773,3.037359094517778,3.046613488584376
4,0,0.6,action = 4,16,4,0.49381,0.51248,0.52492,0.52492,0.56184,0.499959998399872,0.4998399743918047,0.49937961512260387,0.49937961512260387,0.4961652950378533,2.9936099919993597,3.0116798719590236,3.0218180756130195,3.0218180756130195,3.0426664751892667
4,0,0.6,action = 4,17,4,0.45678,0.50005,0.48752,0.49381,0.52487,0.4981264899601305,0.5,0.4998399743918047,0.499959998399872,0.49937961512260387,2.9474124498006526,3.00005,2.9867198719590236,2.9936099919993597,3.021768075613019
