action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
3,1,-0.4,action = 3,0,3,,,,,,,,,,,,,,,
4,1,-0.4,action = 4,1,3,,,,,,,,,,,,,,,
4,0,0.6,action = 4,2,3,,,,,,,,,,,,,,,
2,1,-0.4,action = 2,3,3,,,,,,,,,,,,,,,
4,0,0.6,action = 4,4,3,,,,,,,,,,,,,,,
3,0,0.6,action = 3,5,3,0.55546,0.56734,0.5729,0.57908,0.46622,0.4969104547099004,0.4954492910480345,0.4946615004222584,0.49371044145328746,0.49885869742844013,3.040012273549502,3.0445864552401725,3.046207502111292,3.047632207266437,2.9605134871422005
2,0,0.6,action = 2,6,3,0.47527,0.46918,0.50624,0.43825,0.42076,0.49938962744534454,0.4990490957811666,0.499959998399872,0.4961753722223625,0.4936800583373811,2.9722181372267227,2.964425478905833,3.00603999199936,2.9191268611118124,2.8891602916869057
2,1,-0.4,action = 2,7,3,0.3624,0.3742,0.38463,0.3667,0.36223,0.48069741002006655,0.48392148123430107,0.4865079649913247,0.4819024797612064,0.4806453994370486,2.765887050100333,2.7938074061715055,2.8171698249566237,2.776212398806032,2.7654569971852427
4,0,0.6,action = 4,8,3,0.46307,0.46903,0.47551,0.47455,0.48413,0.49863814535191747,0.49903907662626984,0.4993996395673509,0.4993495769498558,0.4997499374687305,2.9562607267595875,2.964225383131349,2.9725081978367545,2.971297884749279,2.9828796873436523
2,1,-0.4,action = 2,9,3,0.45031,0.45655,0.48756,0.45655,0.42596,0.4975238687741524,0.498106414333323,0.49984997749324744,0.498106414333323,0.49448963588734596,2.937929343870762,2.947082071666615,2.9868098874662374,2.947082071666615,2.89840817943673
2,0,0.6,action = 2,10,3,0.51863,0.51239,0.5668,0.48752,0.46279,0.4996498774141749,0.49984997749324744,0.495519928963508,0.4998399743918047,0.49861809032565196,3.0168793870708743,3.011639887466237,3.04439964481754,2.9867198719590236,2.9558804516282597
0,0,0.6,action = 0,11,3,0.50605,0.48752,0.5,0.48132,0.43816,0.499959998399872,0.4998399743918047,0.5,0.4996498774141749,0.4961652950378533,3.00584999199936,2.9867198719590236,3.0,2.9795693870708746,2.9189864751892665
2,1,-0.4,action = 2,12,3,0.3653,0.38517,0.40935,0.40132,0.37907,0.4815184316306075,0.4866312772520895,0.491711297409364,0.49016323811563023,0.48515976749932593,2.7728921581530375,2.8183263862604475,2.86790648704682,2.8521361905781513,2.8048688374966297
2,1,-0.4,action = 2,13,3,0.46917,0.48109,0.54621,0.49366,0.47522,0.4990490957811666,0.49963987030660395,0.4978554006938159,0.499959998399872,0.49938962744534454,2.964415478905833,2.9792893515330197,3.0354870034690795,2.9934599919993596,2.9721681372267224
2,0,0.6,action = 2,14,3,0.47179,0.50388,0.54621,0.51103,0.48778,0.4991993589739474,0.499979999599984,0.4978554006938159,0.49987998559654295,0.49984997749324744,2.967786794869737,3.0037799979999202,3.0354870034690795,3.0104299279827145,2.987029887466237
2,1,-0.4,action = 2,15,3,0.40866,0.42642,0.49366,0.45683,0.41468,0.4915892594432877,0.49456041087009783,0.499959998399872,0.49813652747013043,0.49266621560646917,2.866606297216438,2.8992220543504894,2.9934599919993596,2.9475126373506524,2.8780110780323462
2,1,-0.4,action = 2,16,3,0.44481,0.47522,0.54331,0.48147,0.4566,0.49694064031833823,0.49938962744534454,0.49811645224786544,0.49965988432132513,0.49811645224786544,2.929513201591691,2.9721681372267224,3.0338922612393273,2.9797694216066253,2.9471822612393273
2,0,0.6,action = 2,17,3,0.46354,0.47522,0.55505,0.51244,0.45674,0.4986682263790225,0.49938962744534454,0.496960763038693,0.49984997749324744,0.4981264899601305,2.9568811318951123,2.9721681372267224,3.039853815193465,3.011689887466237,2.9473724498006524
2,1,-0.4,action = 2,18,3,0.46265,0.47513,0.59659,0.52492,0.47508,0.4985980344927164,0.49937961512260387,0.490581287861655,0.49937961512260387,0.49937961512260387,2.955640172463582,2.9720280756130193,3.049496439308275,3.0218180756130195,2.9719780756130194
2,1,-0.4,action = 2,19,3,0.43953,0.47592,0.61464,0.56083,0.51739,0.49632650543770074,0.4994196632092093,0.4866826481394215,0.4962862077471023,0.4996999099459595,2.9211625271885038,2.9730183160460464,3.0480532406971075,3.0422610387355116,3.0158895497297973
2,1,-0.4,action = 2,20,3,0.45379,0.48826,0.61264,0.53651,0.47636,0.4978554006938159,0.4998599803945101,0.48714474235077193,0.4986682263790225,0.4994396860482755,2.94306700346908,2.9875599019725505,3.0483637117538596,3.0298511318951125,2.973558430241378
2,1,-0.4,action = 2,21,3,0.40934,0.46334,0.62125,0.48771,0.46889,0.491711297409364,0.49865819957161034,0.4850773134253962,0.49984997749324744,0.49902905727021546,2.8678964870468198,2.956630997858052,3.046636567126981,2.986959887466237,2.9640352863510775
2,0,0.6,action = 2,22,3,0.45078,0.48142,0.63495,0.49877,0.48147,0.4975741150823664,0.4996498774141749,0.4814457394141109,0.5,0.49965988432132513,2.938650575411832,2.9796693870708744,3.0421786970705544,2.99877,2.9797694216066253
2,0,0.6,action = 2,23,3,0.45106,0.5234,0.63658,0.54598,0.53562,0.49760426043192196,0.4994496971667918,0.4809885653526495,0.49788552901244276,0.49872838299018035,2.93908130215961,3.020648485833959,3.0415228267632473,3.035407645062214,3.0292619149509017
2,0,0.6,action = 2,24,3,0.43343,0.48295,0.64375,0.51853,0.49813,0.4955501992734944,0.49970991585118657,0.4788945604201409,0.49965988432132513,0.5,2.911180996367472,2.9814995792559325,3.0382228021007043,3.0168294216066256,2.99813
2,0,0.6,action = 2,25,3,0.42756,0.46857,0.60677,0.48565,0.46302,0.4947221442385614,0.4990090179545857,0.4884669896727925,0.4997899558814683,0.49862811793961237,2.9011707211928073,2.9636150897729285,3.0491049483639627,2.9845997794073416,2.9561605896980616
