action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
4,1,-0.4,action = 4,0,4,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,1,4,,,,,,,,,,,,,,,
0,0,0.6,action = 0,2,4,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,3,4,,,,,,,,,,,,,,,
2,1,-0.4,action = 2,4,4,,,,,,,,,,,,,,,
3,0,0.6,action = 3,5,4,0.44623,0.78205,0.78185,0.70288,0.77721,0.49710159927322706,0.4128559070668603,0.4129891039724898,0.4569901530667811,0.41611296543126364,1.440433198546454,1.6077618141337207,1.6078282079449795,1.616860306133562,1.6094359308625272
4,1,-0.4,action = 4,6,4,0.42146,0.71779,0.6838,0.45914,0.72918,0.49379145395601975,0.45007777105740293,0.4649946236248329,0.4983272017460014,0.4443872185380673,1.4090429079120395,1.617945542114806,1.6137892472496658,1.455794403492003,1.6179544370761345
4,1,-0.4,action = 4,7,4,0.32903,0.67683,0.6263,0.35804,0.70247,0.46986168177454096,0.46768579195866106,0.48378714327687544,0.47942674101472477,0.4571651780264984,1.268753363549082,1.6122015839173223,1.593874286553751,1.3168934820294496,1.6168003560529969
1,1,-0.4,action = 1,8,4,0.31351,0.74831,0.69722,0.33292,0.8392,0.4639180962195805,0.4339815664288058,0.4594562003064057,0.47125364720074053,0.3673418026851831,1.2413461924391611,1.6162731328576116,1.6161324006128113,1.275427294401481,1.5738836053703662
2,0,0.6,action = 2,9,4,0.33356,0.85461,0.76901,0.30537,0.87952,0.47148700936505133,0.35249113464029136,0.4214617420359765,0.46056487056656853,0.32553033652794944,1.2765340187301026,1.5595922692805826,1.611933484071953,1.226499741133137,1.5305806730558988
4,1,-0.4,action = 4,10,4,0.39691,0.69886,0.5006,0.40552,0.74473,0.489254534981537,0.4587591960931138,0.5,0.4909887982428927,0.43601605475028093,1.375419069963074,1.6163783921862276,1.5006,1.3874975964857854,1.616762109500562
1,0,0.6,action = 1,11,4,0.40433,0.78923,0.54326,0.39789,0.83792,0.4907647094076753,0.40784801090602363,0.4981264899601305,0.48945888489228595,0.3685240833378464,1.3858594188153506,1.6049260218120471,1.539512979920261,1.376807769784572,1.574968166675693
4,0,0.6,action = 4,12,4,0.45669,0.61632,0.52478,0.46504,0.74961,0.49811645224786544,0.4862818112987571,0.49938962744534454,0.49877850795718937,0.433232039443068,1.4529229044957308,1.588883622597514,1.523559254890689,1.4625970159143789,1.616074078886136
4,1,-0.4,action = 4,13,4,0.4946,0.57977,0.52515,0.47389,0.58968,0.499969999099946,0.4935990275517163,0.49936960259911695,0.4993195369700649,0.49189429758841485,1.494539998199892,1.5669680551034326,1.523889205198234,1.4725290739401298,1.5734685951768297
4,0,0.6,action = 4,14,4,0.48771,0.58024,0.53102,0.46269,0.65481,0.49984997749324744,0.49351798346159587,0.49903907662626984,0.498608062510024,0.47542612465029727,1.4874099549864948,1.5672759669231917,1.5290981532525398,1.459906125020048,1.6056622493005945
4,0,0.6,action = 4,15,4,0.47597,0.54927,0.4939,0.44017,0.55546,0.4994196632092093,0.4975640662266519,0.499959998399872,0.49640709100495334,0.4969104547099004,1.4748093264184186,1.5443981324533038,1.4938199967997439,1.4329841820099067,1.5492809094198008
4,0,0.6,action = 4,16,4,0.47597,0.5434,0.50014,0.47036,0.55519,0.4994196632092093,0.49811645224786544,0.5,0.49911922423405014,0.49694064031833823,1.4748093264184186,1.5396329044957309,1.50014,1.4685984484681003,1.5490712806366764
4,1,-0.4,action = 4,17,4,0.45729,0.51253,0.47551,0.41653,0.51868,0.49817667548772293,0.4998399743918047,0.4993996395673509,0.49298072984651237,0.4996498774141749,1.4536433509754458,1.5122099487836094,1.4743092791347019,1.4024914596930247,1.5179797548283498
