x1,x2,label
0.91,0.38,0
0.55,0.8,0
-1.13,0.1,1
-0.08,0.64,0
-0.05,1.21,0
-0.03,0.43,0
0.94,0.71,0
1.97,-0.97,1
-0.2,1.52,0
-1.42,-0.3,0
0.97,0.36,0
0.33,0.25,0
-0.77,0.18,0
1.39,0.14,0
-1.26,-0.99,0
0.15,0.06,1
1.0,-0.54,0
0.33,1.23,0
0.5,-0.62,1
-0.67,0.17,0
0.46,-0.7,0
0.51,0.34,0
-0.78,1.09,0
0.42,0.38,0
0.13,-0.38,0
0.21,-0.78,1
1.39,0.74,0
0.25,-0.43,1
0.31,0.87,0
-0.37,0.62,0
1.83,0.06,0
-0.73,-0.1,0
0.35,-0.15,1
-0.09,1.37,0
0.65,-0.01,0
-0.76,0.12,0
0.39,-0.76,1
0.06,1.31,0
0.36,-0.1,0
-0.8,0.39,0
0.75,-0.17,0
1.04,0.82,0
1.73,-0.24,1
-0.5,0.51,1
0.13,-0.06,1
-0.67,0.26,0
-0.46,0.46,0
1.8,-0.13,1
0.17,-0.14,1
1.92,-0.5,1
