x1,x2,label
1.0,-0.54,0
0.33,1.23,0
0.5,-0.62,1
-0.67,0.17,0
0.46,-0.7,0
0.51,0.34,0
-0.78,1.09,0
0.42,0.38,1
0.13,-0.38,1
0.21,-0.78,1
1.39,-0.74,0
0.25,-0.43,1
0.31,1.27,1
-0.37,0.62,1
1.83,0.06,1
-0.73,-0.1,0
0.35,-0.15,1
-0.07,1.37,0
0.65,-0.01,0
-0.76,0.12,0
0.09,-0.76,1
0.06,1.31,0
0.36,-0.1,0
-0.8,0.39,0
0.75,-0.17,0
1.04,0.82,0
1.73,-0.24,1
-0.5,0.51,1
0.13,-0.06,1
-0.67,0.26,0
-0.46,0.46,1
1.8,-0.13,1
0.17,-0.14,1
1.12,-0.4,1
1.02,-0.3,0
0.64,1.18,1
-0.11,0.24,0
0.63,0.18,0
1.2,-0.09,0
1.09,-0.11,0
0.09,0.88,0
-0.2,0.09,1
1.35,0.83,0
0.27,-0.31,1
0.29,-0.35,1
0.17,-0.3,1
-0.68,-0.4,0
0.21,-0.71,1
-0.3,0.48,1
1.6,-0.21,1
