x1,x2,label
-0.77,0.18,0
1.39,0.14,0
-1.26,-0.99,0
0.15,0.96,0
1.0,-0.54,0
0.33,1.03,0
0.5,-0.62,1
-0.67,0.17,0
0.46,-0.7,0
0.51,0.34,0
-0.78,1.09,0
0.42,0.38,0
0.13,-0.38,1
0.21,-0.78,1
1.39,-0.74,0
0.25,-0.43,1
0.31,0.87,0
-0.37,0.62,1
1.83,0.06,1
-0.73,-0.1,0
0.35,-0.15,1
-0.07,1.07,0
0.65,-0.01,0
-0.76,0.12,0
0.89,-0.76,1
0.06,1.21,0
0.36,-0.1,0
-0.8,0.36,0
0.75,-0.17,0
1.04,0.82,0
1.73,-0.24,1
-0.5,0.51,1
0.13,-0.06,1
-0.67,0.26,0
-0.46,0.46,1
1.8,-0.13,1
0.17,-0.84,1
1.02,-0.5,1
1.02,-0.38,0
0.44,0.85,0
-0.19,0.24,1
0.63,-0.18,0
1.2,-0.09,0
1.09,-0.11,0
0.09,0.88,0
-0.2,0.09,1
1.35,0.88,0
0.27,-0.31,1
0.29,-0.3,1
-0.71,0.53,0
