x1,x2,label
0.09,0.91,0
0.94,1.09,0
1.31,-0.28,0
1.26,-1.03,1
-0.61,0.82,0
0.29,1.6,0
1.38,0.33,1
1.69,-0.69,0
0.24,-0.65,0
1.75,-0.72,1
0.09,-0.56,1
0.49,1.18,0
1.21,-0.89,1
0.5,-0.04,1
-2.01,0.61,0
-0.44,-0.61,0
1.89,-0.86,1
-0.58,-0.05,0
1.21,1.29,0
-0.9,0.92,0
0.21,0.21,1
0.37,-0.75,0
1.42,-0.79,1
-0.89,1.18,0
0.21,0.46,1
-1.01,-0.2,0
0.4,1.23,0
-2.4,-0.19,0
-0.44,-0.61,0
1.18,0.02,0
0.21,0.85,0
0.05,1.19,0
-0.46,0.39,0
1.49,0.77,0
-1.02,0.27,0
1.11,1.68,0
0.83,1.16,0
2.57,-0.34,1
0.48,0.21,0
-0.16,-1.01,0
1.07,0.98,0
2.26,1.05,0
2.07,0.46,1
-0.1,0.94,0
0.57,-0.17,1
-1.3,-0.63,0
0.67,-0.35,0
0.33,0.69,0
1.14,0.38,1
0.59,-1.03,0
