note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 2,2,0,0.7,0,2,,,,,,,,,,,,,,,
action = 2,2,1,-0.30000000000000004,1,2,,,,,,,,,,,,,,,
action = 3,3,1,-0.30000000000000004,2,2,,,,,,,,,,,,,,,
action = 4,4,0,0.7,3,2,,,,,,,,,,,,,,,
action = 0,0,0,0.7,4,2,,,,,,,,,,,,,,,
action = 3,3,1,-0.30000000000000004,5,2,0.30302,0.36177,0.37425,0.42724,0.34257,0.4595650117230423,0.48051014557447175,0.48393181337870317,0.49468171585373966,0.4745734927279441,2.600845058615212,2.7643207278723585,2.793909066893516,2.9006485792686982,2.71543746363972
action = 3,3,0,0.7,6,2,0.35004,0.40835,0.4389,0.53678,0.41475,0.47698008344164644,0.4915282290977803,0.49625598233169943,0.49864817256257943,0.4926763643610276,2.7349404172082323,2.8659911454889015,2.9201799116584968,3.030020862812897,2.878131821805138
action = 3,3,1,-0.30000000000000004,7,2,0.47608,0.52001,0.55345,0.59182,0.55001,0.4994296747290854,0.49959983987187184,0.4971317732754566,0.49149771108317486,0.49749371855331,2.973228373645427,3.0180091993593594,3.0391088663772834,3.049308555415874,3.0374785927665497
action = 3,3,0,0.7,8,2,0.42601,0.48756,0.49376,0.57305,0.47499,0.49448963588734596,0.49984997749324744,0.499959998399872,0.494631175725914,0.49936960259911695,2.89845817943673,2.9868098874662374,2.99355999199936,3.0462058786295696,2.9718380129955846
action = 3,3,1,-0.30000000000000004,9,2,0.44416,0.48771,0.51229,0.54256,0.51844,0.49687020437937307,0.49984997749324744,0.49984997749324744,0.4981867119865804,0.49965988432132513,2.9285110218968655,2.986959887466237,3.0115398874662374,3.033493559932902,3.0167394216066254
action = 2,2,1,-0.30000000000000004,10,2,0.43792,0.49376,0.52492,0.52449,0.44495,0.4961350622562368,0.499959998399872,0.49937961512260387,0.4993996395673509,0.496960763038693,2.918595311281184,2.99355999199936,3.0218180756130195,3.0214881978367547,2.929753815193465
action = 2,2,1,-0.30000000000000004,11,2,0.4505,0.53027,0.5973,0.5668,0.46889,0.49754396790635497,0.4990791520390328,0.49043857923291473,0.495519928963508,0.49902905727021546,2.938219839531775,3.0256657601951638,3.049492896164574,3.04439964481754,2.9640352863510775
action = 2,2,0,0.7,12,2,0.46307,0.52478,0.59817,0.5909,0.4878,0.49863814535191747,0.49938962744534454,0.49026523433749614,0.49167062145302115,0.49984997749324744,2.9562607267595875,3.021728137226723,3.0494961716874807,3.049253107265106,2.9870498874662372
action = 3,3,0,0.7,13,2,0.42415,0.45255,0.50624,0.53721,0.45105,0.4942165517260627,0.49774491458979264,0.499959998399872,0.49861809032565196,0.4975942121849891,2.8952327586303137,2.9412745729489633,3.00603999199936,3.0303004516282597,2.9390210609249454
action = 2,2,1,-0.30000000000000004,14,2,0.43857,0.48771,0.51868,0.50014,0.48142,0.49621567891391744,0.49984997749324744,0.4996498774141749,0.5,0.4996498774141749,2.9196483945695872,2.986959887466237,3.016929387070874,3.00014,2.9796693870708744
action = 2,2,1,-0.30000000000000004,15,2,0.48756,0.51797,0.5948,0.55476,0.52984,0.49984997749324744,0.49967989753441155,0.4909276932502382,0.4969909455915671,0.49910920648691703,2.9868098874662374,3.016369487672058,3.049438466251191,3.0397147279578354,3.0253860324345854
action = 2,2,1,-0.30000000000000004,16,2,0.43929,0.48009,0.58805,0.55974,0.46875,0.49629628247650615,0.49959983987187184,0.4921889880929885,0.4964171632810453,0.49901903771299144,2.920771412382531,2.9780891993593595,3.0489949404649423,3.0418258164052268,2.963845188564957
action = 3,3,0,0.7,17,2,0.44454,0.5,0.63131,0.57414,0.45669,0.4969104547099004,0.5,0.4824520701582697,0.4944694126030446,0.49811645224786544,2.929092273549502,3.0,3.0435703507913483,3.0464870630152228,2.9472722612393274
action = 2,2,1,-0.30000000000000004,18,2,0.39058,0.45725,0.62545,0.52463,0.42901,0.48788318273947506,0.49816663878666145,0.4840041322137653,0.49938962744534454,0.4949343390794379,2.8299959136973754,2.948083193933307,3.0454706610688262,3.0215781372267227,2.9036816953971893
action = 3,3,1,-0.30000000000000004,19,2,0.47537,0.53927,0.75199,0.61846,0.47488,0.49938962744534454,0.49845762106722774,0.43185645763378366,0.4857674340669617,0.49936960259911695,2.9723181372267224,3.031558105336139,2.9112722881689184,3.047297170334809,2.9717280129955848
action = 3,3,0,0.7,20,2,0.45265,0.54317,0.69287,0.59676,0.44655,0.4977549597944756,0.49813652747013043,0.4613025037868318,0.4905507109361885,0.4971317732754566,2.9414247989723776,3.0338526373506522,2.999382518934159,3.049513554680942,2.932208866377283
action = 2,2,1,-0.30000000000000004,21,2,0.47597,0.49404,0.60867,0.53678,0.45173,0.4994196632092093,0.499959998399872,0.48804712887179247,0.49864817256257943,0.49766454565299306,2.9730683160460467,2.99383999199936,3.048905644358962,3.030020862812897,2.9400527282649653
action = 2,2,0,0.7,22,2,0.4383,0.46903,0.65068,0.53116,0.42586,0.4961753722223625,0.49903907662626984,0.4767494100678049,0.49902905727021546,0.4944694126030446,2.9191768611118123,2.964225383131349,3.0344270503390245,3.0263052863510773,2.898207063015223
