note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,1,-0.4,0,4,,,,,,,,,,,,,,,
action = 0,0,1,-0.4,1,4,,,,,,,,,,,,,,,
action = 0,0,0,0.6,2,4,,,,,,,,,,,,,,,
action = 1,1,0,0.6,3,4,,,,,,,,,,,,,,,
action = 0,0,0,0.6,4,4,,,,,,,,,,,,,,,
action = 4,4,1,-0.4,5,4,0.33292,0.40894,0.40803,0.44416,0.48132,0.09273618495495704,0.12660963628413122,0.07791020472312982,0.11004544515789828,0.16631295800387894,0.7966009247747852,1.0419881814206562,0.7975810236156491,0.9943872257894915,1.3128847900193947
action = 4,4,1,-0.4,6,4,0.47251,0.32367,0.38996,0.44402,0.67784,0.16413409152275465,0.04795831523312719,0.12751470503436066,0.1464581851587681,0.16997058569058354,1.2931804576137733,0.563461576165636,1.0275335251718034,1.1763109257938404,1.5276929284529177
action = 4,4,0,0.6,7,4,0.381,0.29499,0.38453,0.45683,0.79706,0.0957078889120432,0.113754120804479,0.17163915637173238,0.17242389625571045,0.10821275340735029,0.859539444560216,0.863760604022395,1.242725781858662,1.3189494812785523,1.3381237670367514
action = 3,3,0,0.6,8,4,0.41567,0.37384,0.39223,0.42901,0.55364,0.04074309757492672,0.0,0.0,0.06107372593840988,0.03162277660168379,0.6193854878746337,0.37384,0.39223,0.7343786296920494,0.7117538830084189
action = 0,0,0,0.6,9,4,0.41976,0.37216,0.36616,0.38368,0.53027,0.08905054744357274,0.08372574275573791,0.0,0.0,0.05099019513592785,0.8650127372178638,0.7907887137786895,0.36616,0.38368,0.7852209756796393
action = 4,4,1,-0.4,10,4,0.34584,0.32368,0.35202,0.39341,0.48362,0.0,0.0,0.0,0.0,0.03301514803843836,0.34584,0.32368,0.35202,0.39341,0.6486957401921918
action = 3,3,0,0.6,11,4,0.42944,0.37597,0.40225,0.41468,0.56142,0.09465727652959385,0.10990905331227269,0.057706152185014035,0.10936178491593852,0.05495452665613634,0.9027263826479692,0.9255152665613634,0.6907807609250702,0.9614889245796927,0.8361926332806817
action = 4,4,1,-0.4,12,4,0.40183,0.33496,0.362,0.32058,0.52596,0.0282842712474619,0.06434283176858165,0.032557641192199414,0.10310189135025603,0.08111719916269299,0.5432513562373096,0.6566741588429081,0.5247882059609971,0.8360894567512801,0.9315459958134649
action = 4,4,0,0.6,13,4,0.39031,0.33356,0.32963,0.31799,0.61269,0.0658027355054484,0.11335784048754634,0.0,0.0,0.1370766209096212,0.719323677527242,0.9003492024377318,0.32963,0.31799,1.298073104548106
action = 0,0,1,-0.4,14,4,0.3916,0.31351,0.31278,0.34652,0.6167,0.06700746227100382,0.0,0.0,0.05253570214625479,0.0,0.7266373113550191,0.31351,0.31278,0.609198510731274,0.6167
