note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 2,2,1,-0.4,0,2,,,,,,,,,,,,,,,
action = 2,2,1,-0.4,1,2,,,,,,,,,,,,,,,
action = 2,2,1,-0.4,2,2,,,,,,,,,,,,,,,
action = 1,1,1,-0.4,3,2,,,,,,,,,,,,,,,
action = 4,4,1,-0.4,4,2,,,,,,,,,,,,,,,
action = 0,0,1,-0.4,5,2,0.85941,0.94047,0.94616,0.94709,0.95925,0.1688786546606764,0.026457513110645904,0.0483735464897913,0.0,0.0,1.7038032733033819,1.0727575655532295,1.1880277324489565,0.94709,0.95925
action = 0,0,0,0.6,6,2,0.91899,0.94483,0.95651,0.95249,0.95553,0.12227019260637484,0.027018512172212593,0.0,0.0,0.0,1.530340963031874,1.079922560861063,0.95651,0.95249,0.95553
action = 2,2,0,0.6,7,2,0.69063,0.7958,0.86321,0.82028,0.84038,0.0,0.0,0.0,0.0,0.0,0.69063,0.7958,0.86321,0.82028,0.84038
action = 1,1,0,0.6,8,2,0.56179,0.59817,0.65434,0.62806,0.63317,0.0,0.06826419266350404,0.0,0.0,0.0,0.56179,0.9394909633175201,0.65434,0.62806,0.63317
action = 0,0,0,0.6,9,2,0.49423,0.53102,0.55546,0.56734,0.55532,0.06935416353759881,0.045934736311423405,0.0,0.0,0.027386127875258306,0.8410008176879941,0.760693681557117,0.55546,0.56734,0.6922506393762915
action = 4,4,1,-0.4,10,2,0.40341,0.44495,0.47594,0.4878,0.5122,0.02345207879911715,0.04230839160261236,0.06534523701081817,0.054405882034941774,0.07536577472566709,0.5206703939955857,0.6564919580130618,0.8026661850540908,0.759829410174709,0.8890288736283354
action = 4,4,0,0.6,11,2,0.47522,0.51779,0.54965,0.58,0.59817,0.060909769331364244,0.05029910535983717,0.053197744313081545,0.0535723809439155,0.1070980858839223,0.7797688466568212,0.7692855267991858,0.8156387215654077,0.8478619047195775,1.1336604294196115
action = 1,1,1,-0.4,12,2,0.46279,0.5,0.50014,0.48202,0.51244,0.06473020933072904,0.06403124237432849,0.04898979485566356,0.048887626246321265,0.046151923036857306,0.7864410466536451,0.8201562118716424,0.7450889742783178,0.7264581312316063,0.7431996151842866
action = 2,2,0,0.6,13,2,0.48132,0.5,0.5,0.50624,0.5,0.0322490309931942,0.04358898943540673,0.09944847912361456,0.0906642156531451,0.07848566748139434,0.642565154965971,0.7179449471770336,0.9972423956180727,0.9595610782657256,0.8924283374069717
action = 1,1,1,-0.4,14,2,0.51092,0.51868,0.57414,0.55865,0.55093,0.03209361307176243,0.03209361307176243,0.0,0.0,0.0,0.6713880653588122,0.6791480653588122,0.57414,0.55865,0.55093
action = 0,0,0,0.6,15,2,0.50624,0.5434,0.53102,0.58047,0.51258,0.05099019513592785,0.0,0.02258317958127243,0.0,0.03754996671103718,0.7611909756796393,0.5434,0.6439358979063622,0.58047,0.700329833555186
action = 0,0,0,0.6,16,2,0.42901,0.46396,0.48826,0.51244,0.45811,0.07835815209663893,0.06572670690061994,0.03754996671103718,0.060249481325568274,0.022135943621178655,0.8208007604831946,0.7925935345030997,0.6760098335551858,0.8136874066278414,0.5687897181058933
action = 3,3,1,-0.4,17,2,0.36669,0.43435,0.47128,0.48958,0.47128,0.0,0.0,0.0,0.07422937423958254,0.05059644256269407,0.36669,0.43435,0.47128,0.8607268711979127,0.7242622128134704
action = 0,0,0,0.6,18,2,0.39574,0.49347,0.49338,0.5618,0.52478,0.11273863579093017,0.049497474683058325,0.03885871845545089,0.042426406871192854,0.057879184513951125,0.9594331789546509,0.7409573734152917,0.6876735922772544,0.7739320343559642,0.8141759225697556
action = 3,3,1,-0.4,19,2,0.31785,0.45526,0.46769,0.51909,0.48376,0.0,0.0,0.011401754250991379,0.05890670590009257,0.046475800154489,0.31785,0.45526,0.5246987712549569,0.8136235295004629,0.7161390007724451
action = 4,4,0,0.6,20,2,0.3796,0.55565,0.53735,0.59197,0.53111,0.09246621004453465,0.0,0.03885871845545089,0.02,0.06899275324264137,0.8419310502226732,0.55565,0.7316435922772544,0.69197,0.8760737662132068
action = 3,3,0,0.6,21,2,0.34829,0.4939,0.51853,0.56748,0.50005,0.0,0.030166206257996712,0.019493588689617928,0.0658027355054484,0.06418722614352486,0.34829,0.6447310312899835,0.6159979434480897,0.8964936775272421,0.8209861307176243
action = 2,2,1,-0.4,22,2,0.38368,0.49381,0.50605,0.55523,0.54203,0.0,0.028982753492378877,0.028635642126552705,0.0,0.0,0.38368,0.6387237674618944,0.6492282106327636,0.55523,0.54203
action = 3,3,1,-0.4,23,2,0.38508,0.46903,0.47513,0.49376,0.47551,0.0,0.0,0.0031622776601683794,0.04049691346263317,0.0,0.38508,0.46903,0.4909413883008419,0.6962445673131659,0.47551
action = 0,0,0,0.6,24,2,0.39818,0.4993,0.5122,0.55546,0.50639,0.11882760622010359,0.05291502622129181,0.04538722287164087,0.0,0.035637059362410926,0.992318031100518,0.7638751311064591,0.7391361143582044,0.55546,0.6845752968120546
action = 3,3,0,0.6,25,2,0.31809,0.52086,0.5082,0.51417,0.49437,0.0,0.0291547594742265,0.02588435821108957,0.04230839160261236,0.03911521443121589,0.31809,0.6666337973711325,0.6376217910554478,0.7257119580130618,0.6899460721560795
action = 4,4,1,-0.4,26,2,0.36279,0.45379,0.47929,0.47209,0.50005,0.079435508432942,0.030166206257996712,0.041352146256270664,0.022803508501982758,0.05779273310719956,0.7599675421647101,0.6046210312899836,0.6860507312813533,0.5861075425099138,0.7890136655359978
action = 0,0,0,0.6,27,2,0.40457,0.54271,0.52449,0.53693,0.51868,0.0760920495189872,0.0,0.03193743884534263,0.0,0.030822070014844882,0.785030247594936,0.54271,0.6841771942267132,0.53693,0.6727903500742245
action = 3,3,0,0.6,28,2,0.3467,0.52478,0.52492,0.51853,0.5183,0.0,0.021213203435596427,0.040620192023179805,0.053851648071345036,0.040620192023179805,0.3467,0.6308460171779822,0.7280209601158991,0.7877882403567252,0.721400960115899
action = 2,2,1,-0.4,29,2,0.3797,0.5,0.53032,0.51784,0.51234,0.0,0.04301162633521313,0.05486346689738081,0.0478539444560216,0.029664793948382652,0.3797,0.7150581316760657,0.804637334486904,0.757109722280108,0.6606639697419132
action = 0,0,0,0.6,30,2,0.391,0.55364,0.5759,0.55727,0.52144,0.09628083921528728,0.007071067811865475,0.0,0.0,0.045607017003965515,0.8724041960764364,0.5889953390593274,0.5759,0.55727,0.7494750850198276
action = 4,4,0,0.6,31,2,0.33429,0.56494,0.55546,0.54298,0.53579,0.0,0.0,0.0,0.0,0.0382099463490856,0.33429,0.56494,0.55546,0.54298,0.726839731745428
action = 2,2,0,0.6,32,2,0.34566,0.5061,0.5,0.48752,0.47508,0.04753945729601885,0.030166206257996712,0.04,0.029832867780352594,0.011401754250991379,0.5833572864800942,0.6569310312899835,0.7,0.636684338901763,0.5320887712549569
action = 2,2,1,-0.4,33,2,0.34375,0.48752,0.51229,0.49376,0.48127,0.0,0.017320508075688773,0.026267851073127395,0.027568097504180444,0.015491933384829668,0.34375,0.5741225403784439,0.643629255365637,0.6316004875209023,0.5587296669241483
action = 0,0,0,0.6,34,2,0.34108,0.51784,0.52403,0.53673,0.51716,0.07681145747868608,0.031144823004794875,0.011832159566199232,0.0,0.03911521443121589,0.7251372873934303,0.6735641150239744,0.5831907978309961,0.53673,0.7127360721560794
action = 0,0,1,-0.4,35,2,0.30486,0.51853,0.53111,0.49376,0.46889,0.10094552986635912,0.0232379000772445,0.01414213562373095,0.035071355833500364,0.0322490309931942,0.8095876493317956,0.6347195003862225,0.6018206781186547,0.6691167791675018,0.630135154965971
action = 1,1,0,0.6,36,2,0.32709,0.51248,0.50624,0.48127,0.47513,0.0,0.028809720581775868,0.027202941017470887,0.019748417658131498,0.0,0.32709,0.6565286029088794,0.6422547050873545,0.5800120882906574,0.47513
action = 4,4,1,-0.4,37,2,0.35024,0.47522,0.48752,0.46903,0.49366,0.0,0.019493588689617928,0.018973665961010275,0.0,0.030822070014844882,0.35024,0.5726879434480896,0.5823883298050514,0.46903,0.6477703500742245
action = 0,0,0,0.6,38,2,0.37772,0.48127,0.47522,0.49376,0.49376,0.052153619241621194,0.013038404810405298,0.0,0.018439088914585774,0.026267851073127395,0.638488096208106,0.5464620240520265,0.47522,0.5859554445729288,0.6250992553656369
action = 2,2,1,-0.4,39,2,0.35543,0.48752,0.50624,0.48756,0.48752,0.0,0.01816590212458495,0.03885871845545089,0.010488088481701515,0.023021728866442676,0.35543,0.5783495106229247,0.7005335922772544,0.5400004424085075,0.6026286443322134
action = 4,4,1,-0.4,40,2,0.38089,0.51244,0.54979,0.51248,0.51868,0.048682645778552344,0.02428991560298224,0.043243496620879306,0.0403732584763727,0.054497706373754846,0.6243032288927617,0.6338895780149112,0.7660074831043966,0.7143462923818635,0.7911685318687742
action = 2,2,1,-0.4,41,2,0.35581,0.51873,0.53735,0.52492,0.57414,0.06730527468185536,0.03714835124201342,0.042426406871192854,0.020248456731316585,0.0324037034920393,0.6923363734092769,0.7044717562100671,0.7494820343559643,0.626162283656583,0.7361585174601964
action = 2,2,0,0.6,42,2,0.33843,0.51844,0.57982,0.50624,0.57437,0.030983866769659335,0.0354964786985977,0.0403732584763727,0.035637059362410926,0.0,0.4933493338482967,0.6959223934929886,0.7816862923818635,0.6844252968120547,0.57437
action = 4,4,1,-0.4,43,2,0.36081,0.50619,0.54979,0.51868,0.5495,0.0,0.0161245154965971,0.0,0.0,0.055946402922797456,0.36081,0.5868125774829855,0.54979,0.51868,0.8292320146139873
action = 2,2,0,0.6,44,2,0.34886,0.48132,0.53726,0.51244,0.58024,0.0670820393249937,0.01224744871391589,0.051575187832910506,0.007071067811865475,0.027018512172212593,0.6842701966249685,0.5425572435695795,0.7951359391645525,0.5477953390593274,0.715332560861063
action = 4,4,0,0.6,45,2,0.35022,0.48175,0.54941,0.50624,0.58588,0.0,0.007745966692414834,0.0,0.030822070014844882,0.05059644256269407,0.35022,0.5204798334620742,0.54941,0.6603503500742245,0.8388622128134703
action = 1,1,0,0.6,46,2,0.36105,0.48756,0.53097,0.51873,0.58643,0.03714835124201342,0.03860051813123756,0.0,0.0,0.0,0.546791756210067,0.6805625906561878,0.53097,0.51873,0.58643
action = 1,1,1,-0.4,47,2,0.36638,0.44402,0.53111,0.48752,0.53698,0.04012480529547776,0.03209361307176243,0.0,0.01341640786499874,0.0,0.5670040264773888,0.6044880653588122,0.53111,0.5546020393249937,0.53698
action = 0,0,0,0.6,48,2,0.3551,0.46274,0.50619,0.48132,0.53698,0.06782329983125268,0.02345207879911715,0.022803508501982758,0.0,0.0,0.6942164991562634,0.5800003939955858,0.6202075425099138,0.48132,0.53698
action = 1,1,0,0.6,49,2,0.31601,0.46307,0.52487,0.50014,0.53683,0.055677643628300216,0.05639148871948674,0.02428991560298224,0.038987177379235856,0.0161245154965971,0.5943982181415011,0.7450274435974337,0.6463195780149111,0.6950758868961793,0.6174525774829855
action = 4,4,1,-0.4,50,2,0.29554,0.40803,0.50619,0.48756,0.52473,0.0,0.0,0.034785054261852175,0.009486832980505138,0.052057660339281484,0.29554,0.40803,0.6801152713092609,0.5349941649025257,0.7850183016964074
action = 0,0,1,-0.4,51,2,0.35503,0.48752,0.53097,0.52492,0.56794,0.08837420438114281,0.04012480529547776,0.0,0.0,0.0,0.796901021905714,0.6881440264773888,0.53097,0.52492,0.56794
action = 3,3,1,-0.4,52,2,0.3602,0.4564,0.52492,0.50005,0.56143,0.0,0.0,0.010488088481701515,0.0161245154965971,0.0,0.3602,0.4564,0.5773604424085076,0.5806725774829855,0.56143
action = 0,0,0,0.6,53,2,0.38368,0.46884,0.51873,0.51868,0.51853,0.10044899203078148,0.03911521443121589,0.012649110640673518,0.019493588689617928,0.04764451699828638,0.8859249601539074,0.6644160721560795,0.5819755532033676,0.6161479434480897,0.7567525849914319
action = 2,2,1,-0.4,54,2,0.32709,0.46898,0.52492,0.52492,0.56185,0.0,0.027386127875258306,0.023021728866442676,0.019748417658131498,0.0,0.32709,0.6059106393762915,0.6400286443322134,0.6236620882906575,0.56185
action = 3,3,1,-0.4,55,2,0.33773,0.46898,0.5434,0.51868,0.53731,0.0,0.0,0.0,0.02,0.0,0.33773,0.46898,0.5434,0.61868,0.53731
action = 0,0,0,0.6,56,2,0.35549,0.49381,0.53735,0.5374,0.5436,0.08324662155306965,0.01673320053068151,0.0,0.04171330722922842,0.025099800796022267,0.7717231077653482,0.5774760026534076,0.53735,0.7459665361461421,0.6690990039801112
action = 1,1,0,0.6,57,2,0.31726,0.47508,0.52492,0.56199,0.5617,0.034641016151377546,0.05049752469181039,0.019748417658131498,0.0,0.0,0.4904650807568877,0.727567623459052,0.6236620882906575,0.56199,0.5617
action = 2,2,1,-0.4,58,2,0.30486,0.42596,0.52492,0.53721,0.54941,0.0,0.0,0.02,0.0,0.0,0.30486,0.42596,0.62492,0.53721,0.54941
action = 0,0,0,0.6,59,2,0.35442,0.43196,0.5436,0.53721,0.54331,0.12128478882366082,0.0,0.015165750888103102,0.021447610589527218,0.04195235392680606,0.9608439441183041,0.43196,0.6194287544405155,0.6444480529476361,0.7530717696340303
action = 3,3,0,0.6,60,2,0.29639,0.45035,0.54969,0.53735,0.56794,0.0,0.018973665961010275,0.0,0.024083189157584593,0.0,0.29639,0.5452183298050514,0.54969,0.6577659457879229,0.56794
action = 4,4,1,-0.4,61,2,0.30567,0.45031,0.53111,0.51868,0.54345,0.0,0.043931765272977596,0.0,0.0,0.03286335345030997,0.30567,0.669968826364888,0.53111,0.51868,0.7077667672515499
action = 2,2,0,0.6,62,2,0.28437,0.44402,0.51868,0.51248,0.56818,0.05029910535983717,0.0,0.039370039370059055,0.024083189157584593,0.0,0.5358655267991859,0.44402,0.7155301968502953,0.632895945787923,0.56818
action = 1,1,1,-0.4,63,2,0.28971,0.4566,0.52492,0.51868,0.55589,0.0,0.0396232255123179,0.0,0.0,0.0,0.28971,0.6547161275615895,0.52492,0.51868,0.55589
action = 1,1,0,0.6,64,2,0.32258,0.46884,0.49381,0.5,0.54941,0.06625707509390978,0.04415880433163923,0.0372827037646145,0.026457513110645904,0.0216794833886788,0.6538653754695489,0.6896340216581962,0.6802235188230725,0.6322875655532295,0.657807416943394
action = 2,2,1,-0.4,65,2,0.30144,0.43182,0.53721,0.51868,0.54941,0.05,0.0,0.02588435821108957,0.00447213595499958,0.0,0.5514399999999999,0.43182,0.6666317910554478,0.5410406797749979,0.54941
action = 3,3,0,0.6,66,2,0.28998,0.43815,0.56138,0.50019,0.55546,0.0,0.0,0.0,0.030822070014844882,0.0,0.28998,0.43815,0.56138,0.6543003500742244,0.55546
action = 2,2,0,0.6,67,2,0.32815,0.46884,0.53116,0.5,0.54969,0.07816648898345122,0.0,0.03974921382870358,0.01414213562373095,0.032557641192199414,0.7189824449172562,0.46884,0.7299060691435179,0.5707106781186547,0.7124782059609971
action = 4,4,1,-0.4,68,2,0.29554,0.47513,0.5436,0.5,0.56208,0.0,0.010488088481701515,0.0,0.019748417658131498,0.011401754250991379,0.29554,0.5275704424085076,0.5436,0.5987420882906574,0.6190887712549569
