note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,1,-0.30000000000000004,0,4,,,,,,,,,,,,,,,
action = 3,3,0,0.7,1,4,,,,,,,,,,,,,,,
action = 2,2,0,0.7,2,4,,,,,,,,,,,,,,,
action = 1,1,1,-0.30000000000000004,3,4,,,,,,,,,,,,,,,
action = 1,1,1,-0.30000000000000004,4,4,,,,,,,,,,,,,,,
action = 1,1,1,-0.30000000000000004,5,4,0.46238,0.70702,0.4505,0.48202,0.66971,0.09746794344808964,0.0,0.06395310782127793,0.103053384223906,0.0,0.6573158868961793,0.70702,0.5784062156425559,0.6881267684478121,0.66971
action = 1,1,1,-0.30000000000000004,6,4,0.40789,0.67619,0.38421,0.42811,0.62904,0.0,0.21661024906499693,0.0,0.08820430828479978,0.18635986692418516,0.40789,1.1094104981299937,0.38421,0.6045186165695995,1.0017597338483704
action = 4,4,1,-0.30000000000000004,7,4,0.41343,0.80647,0.32237,0.37279,0.68722,0.12099586769803339,0.0291547594742265,0.0,0.10634848376916335,0.18889150324988152,0.6554217353960667,0.8647795189484531,0.32237,0.5854869675383267,1.065003006499763
action = 4,4,0,0.7,8,4,0.41953,0.85546,0.27115,0.31777,0.81225,0.2750272713750402,0.09391485505499117,0.1725108692227826,0.2656689669494727,0.1848512915832616,0.9695845427500804,1.0432897101099823,0.6161717384455652,0.8491079338989453,1.1819525831665232
action = 1,1,1,-0.30000000000000004,9,4,0.42076,0.79086,0.41389,0.36806,0.57189,0.14567086187704115,0.0,0.1044030650891055,0.08348652585896721,0.054037024344425186,0.7121017237540823,0.79086,0.622696130178211,0.5350330517179345,0.6799640486888504
action = 1,1,0,0.7,10,4,0.39605,0.79967,0.39789,0.36099,0.56123,0.22090722034374521,0.05504543577809154,0.1785777141750896,0.17609656441850308,0.11189280584559491,0.8378644406874904,0.9097608715561831,0.7550454283501793,0.7131831288370061,0.7850156116911898
action = 4,4,0,0.7,11,4,0.40292,0.60794,0.40761,0.41389,0.50028,0.07745966692414834,0.0,0.0,0.0,0.084970583144992,0.5578393338482966,0.60794,0.40761,0.41389,0.670221166289984
action = 1,1,0,0.7,12,4,0.40151,0.50728,0.41357,0.41352,0.44774,0.12308533625091171,0.08590692637965812,0.06212889826803627,0.061806148561449774,0.0,0.6476806725018234,0.6790938527593162,0.5378277965360725,0.5371322971228996,0.44774
