z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
5.3,x1 = 5.3,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.10854541104126318,0.891454588958737,0.24351193986855532,0.7564880601314445,0.12079388472171435,0.8792061152782857,0.13411436645981262,0.8658856335401877,0.49551,0.09676,0.80083,0.53164,0.18421,0.1062,0.5049,0.09919,0.56086,-0.05596000000000001,0.11467,-0.015479999999999994,0.0022829324299686246,0.0024060473555394674,61680
-0.6,x1 = -0.6,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.7348272070882633,0.26517279291173657,0.10636176994712505,0.8936382300528749,0.12637835552696264,0.8736216444730374,0.11166962384988738,0.8883303761501125,0.83445,0.19486,0.48884,0.54742,0.09505,0.11041,0.5049,0.09919,0.50437,0.0005300000000000304,0.09912,7.000000000000062e-05,4.0186757352529375e-10,4.018762163581082e-10,61710
-0.4,x1 = -0.4,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.7053975961724918,0.29460240382750824,0.1038459592778385,0.8961540407221614,0.12991414058315828,0.8700858594168418,0.11152570815379702,0.888474291846203,0.87459,0.20781,0.48107,0.5572,0.09306,0.11304,0.5049,0.09919,0.5035,0.0014000000000000679,0.09895,0.0002400000000000041,9.191333144058429e-08,9.188093146579135e-08,61740
0.2,x1 = 0.2,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.7437087566993436,0.2562912433006565,0.10747412430195744,0.8925258756980424,0.13979732150619523,0.8602026784938047,0.11575827670088384,0.884241723299116,0.8211,0.19061,0.49225,0.58371,0.09592,0.12025,0.5049,0.09919,0.51569,-0.010789999999999966,0.10216,-0.0029700000000000004,8.287324491936237e-05,8.374564586246299e-05,61770
3.4,x1 = 3.4,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.22648224982447557,0.7735177501755244,0.15587946324863627,0.8441205367513636,0.10863690835359521,0.8913630916464049,0.11933650847368041,0.8806634915263196,0.77183,0.17519,0.62436,0.49579,0.13158,0.09683,0.5049,0.09919,0.52491,-0.020009999999999972,0.1047,-0.005510000000000001,0.00028568101783369836,0.0002912386807479954,61800
-1.6,x1 = -1.6,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.7901198158946277,0.2098801841053724,0.10233028440017329,0.8976697155998267,0.14367750527193598,0.856322494728064,0.11100824672898435,0.8889917532710157,0.74125,0.16583,0.47634,0.59379,0.09186,0.12303,0.5049,0.09919,0.50099,0.003909999999999969,0.0984,0.000789999999999999,2.1531083697476014e-06,2.149432509928272e-06,61830
-0.1,x1 = -0.1,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.71227297603818,0.28772702396181987,0.10902576191603061,0.8909742380839694,0.13779202100964047,0.8622079789903596,0.1173025920355496,0.8826974079644503,0.86577,0.20494,0.49697,0.57843,0.09714,0.11881,0.5049,0.09919,0.52041,-0.015510000000000024,0.10338,-0.004189999999999999,0.00015590039143184662,0.00015814682396260004,61860
-7.9,x1 = -7.9,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.9069936869079538,0.09300631309204635,0.11158465057132458,0.8884153494286753,0.15297743248368006,0.8470225675163199,0.11543444060561593,0.8845655593943841,0.44643,0.08436,0.50468,0.61724,0.09913,0.12958,0.5049,0.09919,0.51515,-0.010249999999999981,0.10196,-0.0027699999999999947,7.040682998596479e-05,7.109026830763631e-05,61890
-4.1,x1 = -4.1,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.8435436601386647,0.15645633986133523,0.10424255729691367,0.8957574427030863,0.16507961892517423,0.8349203810748257,0.11376090128718978,0.8862390987128101,0.62576,0.13198,0.4823,0.64632,0.09338,0.13783,0.5049,0.09919,0.50796,-0.0030599999999999516,0.10033,-0.0011400000000000021,2.1993553670310653e-05,2.2113134529839346e-05,61920
0.9,x1 = 0.9,11.8,x1 = 11.8,0.1116606947844074,0.8883393052155928,0.27714003920358754,0.7228599607964123,0.13494654360322983,0.8650534563967701,0.10813468156254014,0.89186531843746,0.11556532205961806,0.8844346779403819,0.85152,0.20033,0.57085,0.49426,0.11674,0.09644,0.5049,0.09919,0.51549,-0.010589999999999988,0.10207,-0.0028799999999999937,7.532537577094583e-05,7.608153863240341e-05,61950
