action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
2,0,0.6,action = 2,0,2,,,,,,,,,,,,,,,
2,1,-0.4,action = 2,1,2,,,,,,,,,,,,,,,
3,1,-0.4,action = 3,2,2,,,,,,,,,,,,,,,
4,0,0.6,action = 4,3,2,,,,,,,,,,,,,,,
0,0,0.6,action = 0,4,2,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,5,2,0.31357,0.36177,0.36249,0.4209,0.33105,0.2537259796091775,100000.0,0.17941180927044764,0.2537259796091775,0.2537259796091775,0.36431519592183553,20000.36177,0.39837236185408953,0.4716451959218355,0.38179519592183553
1,0,0.6,action = 1,6,2,0.38718,0.50046,0.43925,0.48903,0.41539,0.2677119012530102,0.2677119012530102,0.18930137402964103,0.2677119012530102,0.2677119012530102,0.44072238025060206,0.554002380250602,0.47711027480592816,0.5425723802506021,0.468932380250602
3,0,0.6,action = 3,7,2,0.48725,0.52001,0.52167,0.56887,0.51392,0.2789903718875196,0.19727647703429904,0.19727647703429904,0.2789903718875196,0.2789903718875196,0.5430480743775039,0.5594652954068597,0.5611252954068597,0.6246680743775039,0.569718074377504
4,0,0.6,action = 4,8,2,0.43196,0.43801,0.451,0.4565,0.45021,0.2884039353041051,0.20393288820217859,0.20393288820217859,0.20393288820217859,0.2884039353041051,0.48964078706082104,0.4787965776404357,0.49178657764043576,0.4972865776404357,0.507890787060821
1,1,-0.4,action = 1,9,2,0.41413,0.4383,0.4261,0.42615,0.36733,0.29645927918081205,0.20962889072206928,0.20962889072206928,0.20962889072206928,0.20962889072206928,0.4734218558361624,0.48022577814441386,0.4680257781444138,0.4680757781444138,0.40925577814441383
1,0,0.6,action = 1,10,2,0.41399,0.46889,0.45683,0.41967,0.38731,0.30348390846128054,0.17521710029697393,0.21459606613944,0.21459606613944,0.21459606613944,0.47468678169225614,0.5039334200593948,0.499749213227888,0.462589213227888,0.430229213227888
2,1,-0.4,action = 2,11,2,0.39104,0.39697,0.43876,0.42586,0.36906,0.3097012298383996,0.15485119560646524,0.21899238723672354,0.21899238723672354,0.21899238723672354,0.45298024596767994,0.42794023912129303,0.4825584774473447,0.46965847744734474,0.4128584774473447
