action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
4,1,-0.4,action = 4,0,4,,,,,,,,,,,,,,,
3,0,0.6,action = 3,1,4,,,,,,,,,,,,,,,
2,0,0.6,action = 2,2,4,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,3,4,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,4,4,,,,,,,,,,,,,,,
0,1,-0.4,action = 0,5,4,0.56725,0.76598,0.33523,0.36987,0.69388,100000.0,0.17941180927044764,0.2537259796091775,0.2537259796091775,0.2537259796091775,20000.56725,0.8018623618540895,0.3859751959218355,0.4206151959218355,0.7446251959218355
4,0,0.6,action = 4,6,4,0.63612,0.64914,0.39095,0.41728,0.67003,0.2677119012530102,0.18930137402964103,0.2677119012530102,0.2677119012530102,0.2677119012530102,0.6896623802506021,0.6870002748059283,0.44449238025060206,0.470822380250602,0.723572380250602
0,0,0.6,action = 0,7,4,0.66042,0.66768,0.54484,0.52867,0.59656,0.2789903718875196,0.19727647703429904,0.2789903718875196,0.2789903718875196,0.19727647703429904,0.716218074377504,0.7071352954068598,0.6006380743775039,0.5844680743775039,0.6360152954068597
1,1,-0.4,action = 1,8,4,0.61273,0.66163,0.56884,0.56869,0.59667,0.20393288820217859,0.20393288820217859,0.2884039353041051,0.2884039353041051,0.20393288820217859,0.6535165776404357,0.7024165776404357,0.626520787060821,0.626370787060821,0.6374565776404357
1,1,-0.4,action = 1,9,4,0.62375,0.68608,0.46889,0.42691,0.54317,0.20962889072206928,0.17116141517210037,0.29645927918081205,0.29645927918081205,0.20962889072206928,0.6656757781444139,0.7203122830344201,0.5281818558361624,0.48620185583616243,0.5850957781444139
1,0,0.6,action = 1,10,4,0.58411,0.69267,0.41413,0.3914,0.48137,0.21459606613944,0.15174252326047913,0.30348390846128054,0.30348390846128054,0.21459606613944,0.6270292132278881,0.7230185046520958,0.4748267816922561,0.45209678169225614,0.524289213227888
0,1,-0.4,action = 0,11,4,0.54203,0.54827,0.45684,0.45102,0.50472,0.21899238723672354,0.1385031545349756,0.3097012298383996,0.3097012298383996,0.21899238723672354,0.5858284774473447,0.5759706309069952,0.5187802459676799,0.5129602459676799,0.5485184774473446
0,0,0.6,action = 0,12,4,0.54965,0.55546,0.46889,0.45035,0.49376,0.1820219168779205,0.14099366453808174,0.3152701572283676,0.3152701572283676,0.22293022340260973,0.586054383375584,0.5836587329076163,0.5319440314456735,0.5134040314456735,0.5383460446805219
1,1,-0.4,action = 1,13,4,0.51853,0.53102,0.47503,0.47503,0.51244,0.16015439254370062,0.14324647926069475,0.32030758393921643,0.32030758393921643,0.226492230894522,0.5505608785087401,0.559669295852139,0.5390915167878433,0.5390915167878433,0.5577384461789044
1,0,0.6,action = 1,14,4,0.62161,0.65453,0.55245,0.5,0.61356,0.16245155376260423,0.1326411934806003,0.3249018891484545,0.3249018891484545,0.22974090338442507,0.6541003107525208,0.68105823869612,0.6174303778296909,0.5649803778296909,0.659508180676885
1,1,-0.4,action = 1,15,4,0.58892,0.62004,0.51825,0.46317,0.56415,0.16456133905002213,0.12439674622443404,0.3291214439000292,0.3291214439000292,0.23272458662199424,0.6218322678100044,0.6449193492448868,0.5840742887800058,0.5289942887800059,0.6106949173243988
1,0,0.6,action = 1,16,4,0.51914,0.58418,0.45726,0.43322,0.50619,0.16651071409327703,0.11774092866349005,0.333020179366345,0.333020179366345,0.23548141580029133,0.5524421428186554,0.607728185732698,0.523864035873269,0.499824035873269,0.5532862831600583
1,0,0.6,action = 1,17,4,0.5129,0.54193,0.44519,0.42141,0.48142,0.16832130765415781,0.11221428302918952,0.3366413529087651,0.3366413529087651,0.2380419785693408,0.5465642615308316,0.5643728566058379,0.512518270581753,0.488738270581753,0.5290283957138682
1,0,0.6,action = 1,18,4,0.51868,0.54345,0.44486,0.45064,0.48756,0.17001072119089533,0.1075243017652716,0.3400201673117417,0.3400201673117417,0.2404311671189754,0.5526821442381791,0.5649548603530543,0.5128640334623483,0.5186440334623483,0.535646233423795
0,0,0.6,action = 0,19,4,0.51853,0.53073,0.45688,0.43853,0.48147,0.17159346194093164,0.10347483317048056,0.34318563694135507,0.34318563694135507,0.24266949775549276,0.5528486923881863,0.5514249666340961,0.525517127388271,0.507167127388271,0.5300038995510986
0,0,0.6,action = 0,20,4,0.5,0.50619,0.42656,0.439,0.47522,0.15480894759932778,0.10437222810975395,0.3461619457150555,0.3461619457150555,0.24477407113366875,0.5309617895198655,0.5270644456219509,0.4957923891430111,0.508232389143011,0.5241748142267337
1,1,-0.4,action = 1,21,4,0.46884,0.51244,0.45035,0.40803,0.4444,0.14246677656042753,0.10521872750657457,0.34896945383821176,0.34896945383821176,0.2467592841287779,0.4973333553120855,0.5334837455013149,0.5201438907676423,0.47782389076764237,0.4937518568257556
1,1,-0.4,action = 1,22,4,0.50624,0.53027,0.439,0.42032,0.45697,0.14355108966565366,0.10150599124340316,0.35162545660079186,0.35162545660079186,0.24863736638821307,0.5349502179331308,0.5505711982486806,0.5093250913201584,0.49064509132015843,0.5066974732776426
1,1,-0.4,action = 1,23,4,0.53584,0.57309,0.45683,0.43206,0.46302,0.1445795972262146,0.09822253860122357,0.3541447648236826,0.3541447648236826,0.25041879077004014,0.564755919445243,0.5927345077202447,0.5276589529647365,0.5028889529647366,0.513103758154008
1,0,0.6,action = 1,24,4,0.53082,0.58483,0.48742,0.43844,0.51201,0.1455575151752825,0.09528980698466454,0.35654015482845375,0.35654015482845375,0.2521125915204651,0.5599315030350565,0.6038879613969329,0.5587280309656908,0.5097480309656908,0.562432518304093
1,1,-0.4,action = 1,25,4,0.49376,0.54969,0.43816,0.40844,0.45655,0.1464893729953155,0.09264806065899656,0.3588227214896981,0.3588227214896981,0.25372661392016205,0.523057874599063,0.5682196121317993,0.5099245442979397,0.4802045442979397,0.5072953227840324
1,1,-0.4,action = 1,26,4,0.5001,0.579,0.45105,0.42694,0.48742,0.14737912805345801,0.09025096262246207,0.36100215829725496,0.36100215829725496,0.25526771231866535,0.5295758256106916,0.5970501925244924,0.523250431659451,0.499140431659451,0.5384735424637331
1,1,-0.4,action = 1,27,4,0.51797,0.61706,0.48633,0.45566,0.509,0.14823025721158825,0.08806194246802714,0.36308698175314685,0.36308698175314685,0.2567419088073622,0.5476160514423177,0.6346723884936055,0.5589473963506294,0.5282773963506294,0.5603483817614725
1,1,-0.4,action = 1,28,4,0.53651,0.62963,0.46918,0.42695,0.47527,0.14904583090468687,0.08605169840084512,0.36508471282502747,0.36508471282502747,0.258154521526777,0.5663191661809375,0.6468403396801691,0.5421969425650055,0.4999669425650055,0.5269009043053554
1,1,-0.4,action = 1,29,4,0.50619,0.64259,0.44577,0.42121,0.50619,0.14982857355071075,0.08419643770094644,0.3670020249189315,0.3670020249189315,0.2595102692993673,0.5361557147101422,0.6594292875401893,0.5191704049837863,0.4946104049837863,0.5580920538598735
1,0,0.6,action = 1,30,4,0.49376,0.64997,0.45035,0.3901,0.45168,0.15058091319972133,0.08247661100050506,0.36884486549379836,0.36884486549379836,0.26081335762419366,0.5238761826399443,0.666465322200101,0.5241189730987597,0.4638689730987597,0.5038426715248387
1,0,0.6,action = 1,31,4,0.5061,0.58578,0.42618,0.3956,0.45021,0.15130502263491186,0.0808759846543892,0.37061855673759764,0.37061855673759764,0.2620675498658685,0.5363610045269823,0.6019551969308778,0.5003037113475195,0.46972371134751956,0.5026235099731737
1,1,-0.4,action = 1,32,4,0.53073,0.58643,0.46269,0.42624,0.49986,0.15200285362634589,0.07938094948315476,0.37232787947116014,0.37232787947116014,0.2632762265836722,0.5611305707252692,0.602306189896631,0.537155575894232,0.500705575894232,0.5525152453167345
