z_x1,z_x2,z_note,x_x1,x_x2,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
-1.71,1.38,x1 = -1.71; x2 = 1.38,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.551913956078794,0.44808604392120593,0.7391564134227968,0.2608435865772031,0.33827750273301455,0.6617224972669854,0.5595281682403698,0.44047183175963006,0.99221,0.2473,0.82802,0.92316,0.1928,0.22385,0.97693,0.24205,0.87065,0.10627999999999993,0.20671,0.03533999999999998,0.001792788629589627,0.001803606263414182,8320
-1.89,0.93,x1 = -1.89; x2 = 0.93,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.47330311734008335,0.5266968826599165,0.7084093803420407,0.2915906196579594,0.4569206773325047,0.5430793226674953,0.5759510644427324,0.4240489355572675,0.99794,0.24929,0.87077,0.99464,0.20657,0.24814,0.97693,0.24205,0.93601,0.040919999999999956,0.22846,0.013589999999999991,0.0003590301057325371,0.0003601064962815946,8350
-1.12,1.26,x1 = -1.12; x2 = 1.26,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.5874922398280468,0.41250776017195323,0.7334848178001766,0.2665151821998233,0.31920675567462947,0.6807932443253705,0.5625919023043898,0.43740809769561007,0.9778,0.24235,0.83642,0.90352,0.19548,0.21731,0.97693,0.24205,0.8641,0.11282999999999999,0.20449,0.03755999999999998,0.0014430300254091935,0.0014510025108551532,8380
-2.17,2.13,x1 = -2.17; x2 = 2.13,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.5634681991742008,0.4365318008257992,0.7849726773826933,0.21502732261730673,0.2748393769440629,0.7251606230559371,0.5622832690810095,0.4377167309189905,0.98835,0.24597,0.75098,0.84832,0.16879,0.1993,0.97693,0.24205,0.79347,0.18345999999999996,0.18211,0.05993999999999999,0.001476561017920413,0.0014847962362824658,8410
-1.95,2.91,x1 = -1.95; x2 = 2.91,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.6022655289563563,0.39773447104364373,0.8117991775724089,0.18820082242759123,0.22002364132641067,0.7799763586735893,0.5764296476870382,0.4235703523129619,0.96961,0.23954,0.69769,0.76021,0.15278,0.17161,0.97693,0.24205,0.72256,0.25437,0.16027,0.08177999999999999,0.000333582453218793,0.00033454924777757966,8440
-2.71,3.15,x1 = -2.71; x2 = 3.15,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.5711153896748415,0.42888461032515846,0.7778228907717087,0.22217710922829123,0.2695014663964724,0.7304985336035277,0.559811654758606,0.44018834524139405,0.98536,0.24494,0.76412,0.84075,0.17281,0.19687,0.97693,0.24205,0.79699,0.17994,0.18313,0.05892,0.0017588481622286857,0.0017693800658470336,8470
-0.29,1.47,x1 = -0.29; x2 = 1.47,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.6876662870359584,0.31233371296404144,0.6665116960809959,0.3334883039190041,0.4442084823220842,0.5557915176779158,0.5970789079238359,0.4029210920761639,0.89585,0.21478,0.91845,0.991,0.22227,0.24689,0.97693,0.24205,0.94111,0.03581999999999996,0.22996,0.01208999999999999,0.00012957101255401705,0.00012930779461088962,8500
-1.42,3.15,x1 = -1.42; x2 = 3.15,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.5827105578639308,0.4172894421360692,0.7797713847849971,0.22022861521500287,0.25914821863987336,0.7408517813601266,0.5625208342211843,0.4374791657788156,0.98017,0.24316,0.76058,0.82546,0.17173,0.19199,0.97693,0.24205,0.78765,0.18928,0.18018,0.06186999999999998,0.0014507172735819251,0.001458749792679962,8530
-1.87,2.75,x1 = -1.87; x2 = 2.75,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.5991688145916676,0.4008311854083324,0.8092922685425105,0.19070773145748954,0.2264386797778494,0.7735613202221505,0.5756663736384707,0.42433362636152927,0.97143,0.24017,0.70295,0.77175,0.15434,0.17516,0.97693,0.24205,0.73053,0.24639999999999995,0.16269,0.07935999999999999,0.0003746091702339551,0.0003757543994793184,8560
-2.04,3.15,x1 = -2.04; x2 = 3.15,-1.5,2.1,x1 = -1.5; x2 = 2.1,0.5891749214504193,0.4108250785495806,0.5768115491572259,0.42318845084277407,0.7703614525733518,0.22963854742664833,0.27089646175508286,0.729103538244917,0.5589936368587681,0.4410063631412318,0.98291,0.2441,0.77738,0.84275,0.1769,0.19751,0.97693,0.24205,0.80504,0.17189,0.18562,0.05642999999999998,0.0018576598116791868,0.0018690289286501169,8590
