z_x1,z_x2,z_note,x_x1,x_x2,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
1.6,2.2,x1 = 1.6; x2 = 2.2,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.6414825529906495,0.35851744700935056,0.8457718307115133,0.15422816928848665,0.5447146029953128,0.4552853970046872,0.7378375620269885,0.2621624379730116,0.94145,0.22998,0.62032,0.99422,0.13044,0.248,0.70627,0.15532,0.75437,-0.04810000000000003,0.17259,-0.01726999999999998,0.013472450323833159,0.014493368657443231,109060
-0.39,1.32,x1 = -0.39; x2 = 1.32,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.6939748150162446,0.30602518498375536,0.8230898656942827,0.17691013430571745,0.6405943874405915,0.3594056125594085,0.767241653202998,0.23275834679700214,0.88853,0.21237,0.67327,0.94219,0.14561,0.23023,0.70627,0.15532,0.75557,-0.04930000000000001,0.17151,-0.016189999999999982,0.004786730116907313,0.005014510246868872,109090
0.95,1.57,x1 = 0.95; x2 = 1.57,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.8085370855033378,0.19146291449666225,0.8577124350355284,0.1422875649644715,0.4876124026672174,0.5123875973327826,0.7868520041829826,0.21314799581701738,0.70452,0.1548,0.5902,0.99956,0.12204,0.24985,0.70627,0.15532,0.66858,0.03769,0.14651,0.008810000000000012,0.0013275116790225465,0.0013619095132322984,109120
0.41,2.37,x1 = 0.41; x2 = 2.37,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.7310488686823545,0.2689511313176455,0.8566374147807909,0.14336258521920908,0.5153646798090613,0.4846353201909387,0.7648517266222773,0.23514827337772276,0.83996,0.19662,0.59298,0.99932,0.12281,0.24976,0.70627,0.15532,0.70227,0.0040000000000000036,0.15695,-0.0016299999999999926,0.005342087433920638,0.005609525919972234,109150
1.01,2.59,x1 = 1.01; x2 = 2.59,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.6433936083960586,0.35660639160394136,0.8450891770280288,0.15491082297197117,0.5370688313304932,0.4629311686695067,0.735247153008232,0.26475284699176793,0.93983,0.22944,0.62199,0.99603,0.13091,0.24863,0.70627,0.15532,0.75538,-0.0491100000000001,0.17289,-0.017569999999999975,0.01442226191725416,0.015547706638868342,109180
0.8,1.34,x1 = 0.8; x2 = 1.34,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.8503426415607406,0.14965735843925929,0.8837655455657437,0.11623445443425626,0.4324466041167298,0.5675533958832701,0.8162223449748814,0.1837776550251184,0.60898,0.12726,0.51844,0.98679,0.10272,0.24544,0.70627,0.15532,0.58853,0.11773999999999996,0.12408,0.031240000000000018,0.0002396159411703399,0.00023684788406503482,109210
0.58,1.31,x1 = 0.58; x2 = 1.31,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.8811061454593927,0.11889385454060733,0.8616590889521504,0.13834091104784957,0.4751528779038862,0.5248471220961137,0.8157058757167368,0.18429412428326317,0.52617,0.10476,0.57988,0.99822,0.1192,0.24938,0.70627,0.15532,0.62962,0.07665,0.13468,0.02064000000000002,0.00021117122813793174,0.0002088830292396749,109240
1.18,1.3,x1 = 1.18; x2 = 1.3,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.7186617139184999,0.28133828608150013,0.8375895421783707,0.16241045782162927,0.5334264052370752,0.46657359476292476,0.752016806542134,0.24798319345786596,0.85727,0.20219,0.64005,0.99677,0.13603,0.24888,0.70627,0.15532,0.74041,-0.03414000000000006,0.16778,-0.012459999999999999,0.008790886578787876,0.009342863423348453,109270
0.75,1.18,x1 = 0.75; x2 = 1.18,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.8903078608982904,0.10969213910170963,0.8800774460246064,0.11992255397539371,0.49380657449759163,0.5061934255024083,0.8377065678541264,0.1622934321458736,0.49899,0.09766,0.52914,0.99989,0.10554,0.24996,0.70627,0.15532,0.58078,0.12549,0.12138,0.03394000000000001,0.003162494456060594,0.0030251983353018624,109300
0.72,1.62,x1 = 0.72; x2 = 1.62,0.7,1.9,x1 = 0.7; x2 = 1.9,0.8076937293788837,0.19230627062111622,0.8064697800827119,0.19353021991728803,0.8870405926199117,0.11295940738008832,0.3960598183452686,0.6039401816547315,0.7920209753993795,0.20797902460062034,0.7088,0.15608,0.50878,0.9686,0.1002,0.2392,0.70627,0.15532,0.59777,0.10849999999999993,0.1271,0.028220000000000023,0.000760003697719832,0.0007750333791784955,109330
