z_x1,z_x2,z_note,x_x1,x_x2,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","H[p(y|x,D)]",Va,Ve,kl_pyx_pyxz,kl_pyxz_pyx
0.9,1.07,x1 = 0.9; x2 = 1.07,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.9256544913902948,0.07434550860970525,0.6669178079993099,0.3330821920006901,0.46686287891266953,0.5331371210873306,0.6520446225464851,0.3479553774535149,0.38193,0.91804,0.99683,0.97852,0.9239,0.05461999999999989,0.00935096900733591,0.00914472132569115
1.88,-0.21,x1 = 1.88; x2 = -0.21,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.21865179755252334,0.7813482024474767,0.7203273249457918,0.2796726750542083,0.6428093898139111,0.357190610186089,0.6597588256730568,0.3402411743269434,0.7577,0.855,0.94033,0.97852,0.92167,0.056849999999999956,0.011738314785979448,0.011438776286053928
2.5,1.59,x1 = 2.5; x2 = 1.59,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.4576682972256121,0.5423317027743879,0.7806542590796518,0.21934574092034814,0.3501511824900795,0.6498488175099205,0.5471787925032163,0.4528212074967837,0.99482,0.75897,0.9342,0.97852,0.854,0.12451999999999996,0.003069647334292429,0.00309134243257949
2.31,0.51,x1 = 2.31; x2 = 0.51,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.47896818199661195,0.521031818003388,0.8183471440997936,0.18165285590020652,0.31928777940627123,0.6807122205937287,0.5583213360219118,0.44167866397808825,0.99872,0.68368,0.90361,0.97852,0.79827,0.1802499999999999,0.001568254556726871,0.0015768381500055328
0.95,1.15,x1 = 0.95; x2 = 1.15,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.907626843007235,0.09237315699276495,0.6772442933837367,0.3227557066162633,0.4433146226549741,0.556685377345026,0.6556354711842429,0.3443645288157571,0.44434,0.90735,0.99071,0.97852,0.91505,0.06346999999999992,0.010426285830067383,0.01017977212248651
2.48,0.56,x1 = 2.48; x2 = 0.56,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.47511214853447276,0.5248878514655273,0.8295831892654432,0.1704168107345567,0.31243120188087226,0.6875687981191276,0.5581363937260283,0.44186360627397164,0.99821,0.65866,0.89596,0.97852,0.78322,0.19529999999999992,0.0015891293400224077,0.001597873687514656
2.43,0.86,x1 = 2.43; x2 = 0.86,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.5003878269621238,0.49961217303787614,0.8349924702987505,0.16500752970124966,0.2988537412457653,0.7011462587542348,0.5671310348268234,0.43286896517317663,1.0,0.64616,0.87989,0.97852,0.76293,0.21558999999999995,0.0007327980289750444,0.0007357067826381722
2.36,0.4,x1 = 2.36; x2 = 0.4,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.4645223462308186,0.5354776537691814,0.8073724033121359,0.1926275966878641,0.3472444278588428,0.6527555721411573,0.560984154582843,0.4390158454171571,0.99637,0.70694,0.93158,0.97852,0.82723,0.15128999999999992,0.0012828800177401706,0.0012893476860060052
0.39,-0.45,x1 = 0.39; x2 = -0.45,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.06220098002706189,0.937799019972938,0.6020820133896623,0.39791798661033784,0.686490274229117,0.3135097257708829,0.681239997682523,0.3187600023174768,0.33612,0.96972,0.89718,0.97852,0.90169,0.07682999999999995,0.019955973246229122,0.019233453626116795
2.44,0.83,x1 = 2.44; x2 = 0.83,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.5079588736196359,0.49204112638036424,0.8271074080774177,0.17289259192258233,0.3087936135823256,0.6912063864176743,0.572075704815572,0.42792429518442804,0.99982,0.66428,0.89178,0.97852,0.77622,0.20229999999999992,0.000400812485654517,0.0004020270613803601
1.18,0.82,x1 = 1.18; x2 = 0.82,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.7767176401807789,0.223282359819221,0.7438775033275385,0.25612249667246145,0.34076897325234773,0.6592310267476522,0.6538704794690924,0.34612952053090745,0.76612,0.82084,0.92555,0.97852,0.84422,0.13429999999999997,0.009889965308070181,0.009663899505905543
2.22,0.09,x1 = 2.22; x2 = 0.09,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.4376744471990448,0.5623255528009553,0.7855369918697463,0.2144630081302537,0.4190397397667239,0.5809602602332762,0.5794462219808832,0.4205537780191169,0.98876,0.74993,0.981,0.97852,0.87987,0.0986499999999999,8.999440236455263e-05,9.012964287876107e-05
1.08,-0.24,x1 = 1.08; x2 = -0.24,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.31164208979889774,0.6883579102011022,0.6129689178562703,0.3870310821437296,0.6591456797291336,0.3408543202708664,0.6447550571589283,0.3552449428410715,0.89506,0.96286,0.92563,0.97852,0.93723,0.04128999999999994,0.0073575507195321466,0.007218035242684988
2.21,0.86,x1 = 2.21; x2 = 0.86,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.5249240575109045,0.47507594248909546,0.8298525972754126,0.17014740272458734,0.29774423168926034,0.7022557683107398,0.5770607139882391,0.4229392860117609,0.99821,0.65804,0.87852,0.97852,0.76278,0.21573999999999993,0.0001663925796737565,0.00016672768601582247
2.81,0.93,x1 = 2.81; x2 = 0.93,1.6,0.6,x1 = 1.6; x2 = 0.6,0.586064130627976,0.413935869372024,0.4670886876602819,0.532911312339718,0.8084167366025783,0.1915832633974218,0.35823975422482557,0.6417602457751744,0.568512330138516,0.431487669861484,0.99687,0.70477,0.94121,0.97852,0.83077,0.14774999999999994,0.000630116359355129,0.0006324565735209564
