note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 2,2,1,-0.30000000000000004,0,2,,,,,,,,,,,,,,,
action = 4,4,1,-0.30000000000000004,1,2,,,,,,,,,,,,,,,
action = 4,4,1,-0.30000000000000004,2,2,,,,,,,,,,,,,,,
action = 1,1,1,-0.30000000000000004,3,2,,,,,,,,,,,,,,,
action = 0,0,1,-0.30000000000000004,4,2,,,,,,,,,,,,,,,
action = 4,4,1,-0.30000000000000004,5,2,0.92738,0.93358,0.94696,0.95271,0.94573,0.0,0.0,0.013038404810405298,0.0,0.05118593556827891,0.92738,0.93358,1.0121520240520265,0.95271,1.2016596778413944
action = 4,4,1,-0.30000000000000004,6,2,0.94202,0.95091,0.95699,0.96055,0.96076,0.0,0.0,0.0,0.0,0.06655824516917494,0.94202,0.95091,0.95699,0.96055,1.2935512258458748
action = 4,4,0,0.7,7,2,0.94336,0.9632,0.96834,0.96892,0.97211,0.0,0.0,0.0,0.0,0.0,0.94336,0.9632,0.96834,0.96892,0.97211
action = 2,2,1,-0.30000000000000004,8,2,0.75168,0.78208,0.78716,0.78306,0.75689,0.0,0.0,0.0,0.0,0.0,0.75168,0.78208,0.78716,0.78306,0.75689
action = 2,2,1,-0.30000000000000004,9,2,0.69124,0.72415,0.69183,0.7289,0.61376,0.042895221179054435,0.06066300355241241,0.07092249290598858,0.0,0.0,0.9057161058952721,1.027465017762062,1.0464424645299428,0.7289,0.61376
action = 4,4,0,0.7,10,2,0.72718,0.73357,0.72909,0.74133,0.64392,0.10188228501560023,0.13527749258468683,0.12095453691366852,0.11575836902790225,0.16340134638368192,1.2365914250780012,1.4099574629234342,1.3338626845683426,1.3201218451395111,1.4609267319184096
action = 1,1,0,0.7,11,2,0.63614,0.66248,0.65625,0.66071,0.52991,0.0,0.013784048752090222,0.0,0.0,0.014491376746189439,0.63614,0.7314002437604511,0.65625,0.66071,0.6023668837309472
action = 2,2,0,0.7,12,2,0.61445,0.56165,0.62753,0.63887,0.51825,0.0,0.018439088914585774,0.07602631123499286,0.0,0.04806245936279166,0.61445,0.6538454445729288,1.0076615561749644,0.63887,0.7585622968139583
action = 1,1,1,-0.30000000000000004,13,2,0.58605,0.56165,0.58009,0.57371,0.56124,0.04604345773288535,0.06099180272790763,0.0,0.03660601043544626,0.04381780460041329,0.8162672886644267,0.8666090136395381,0.58009,0.7567400521772314,0.7803290230020664
action = 3,3,1,-0.30000000000000004,14,2,0.61537,0.60959,0.57358,0.59014,0.57367,0.0,0.0,0.019748417658131498,0.0216794833886788,0.0,0.61537,0.60959,0.6723220882906574,0.698537416943394,0.57367
action = 0,0,0,0.7,15,2,0.58546,0.57339,0.56678,0.6203,0.54903,0.084970583144992,0.08312640976248162,0.08544003745317531,0.06957010852370435,0.0828854631404084,1.01031291572496,0.9890220488124081,0.9939801872658764,0.9681505426185217,0.9634573157020421
action = 2,2,0,0.7,16,2,0.50147,0.52547,0.53143,0.5672,0.54936,0.05839520528262573,0.05272570530585627,0.06188699378706321,0.048166378315169185,0.05531726674375732,0.7934460264131287,0.7890985265292814,0.840864968935316,0.808031891575846,0.8259463337187866
action = 3,3,0,0.7,17,2,0.49423,0.49533,0.52492,0.51991,0.52547,0.0687749954561976,0.07259476565152614,0.053851648071345036,0.07784600182411426,0.04722287581247038,0.838104977280988,0.8583038282576307,0.7941782403567252,0.9091400091205712,0.7615843790623519
action = 4,4,1,-0.30000000000000004,18,2,0.54936,0.53735,0.53111,0.52492,0.52492,0.0,0.0,0.018439088914585774,0.0,0.03193743884534263,0.54936,0.53735,0.6233054445729288,0.52492,0.6846071942267131
action = 2,2,1,-0.30000000000000004,19,2,0.53116,0.54355,0.54355,0.52487,0.55589,0.0478539444560216,0.007071067811865475,0.05665686189686118,0.0,0.043931765272977596,0.770429722280108,0.5789053390593274,0.8268343094843058,0.52487,0.775548826364888
action = 4,4,1,-0.30000000000000004,20,2,0.55983,0.55737,0.5969,0.51358,0.57319,0.008366600265340755,0.033763886032268264,0.0,0.055946402922797456,0.04939635614091387,0.6016630013267038,0.7261894301613414,0.5969,0.7933120146139874,0.8201717807045693
action = 4,4,1,-0.30000000000000004,21,2,0.5434,0.56208,0.5801,0.5618,0.59708,0.05958187643906493,0.06819090848492927,0.054221766846903836,0.057706152185014035,0.08124038404635961,0.8413093821953246,0.9030345424246464,0.8512088342345192,0.8503307609250701,1.0032819202317982
action = 4,4,1,-0.30000000000000004,22,2,0.58619,0.58601,0.61036,0.59253,0.64518,0.0,0.0,0.0,0.0,0.0,0.58619,0.58601,0.61036,0.59253,0.64518
action = 4,4,1,-0.30000000000000004,23,2,0.58601,0.57954,0.59817,0.58532,0.63268,0.027018512172212593,0.03577708763999664,0.04024922359499621,0.0,0.051575187832910506,0.7211025608610631,0.7584254381999833,0.799416117974981,0.58532,0.8905559391645526
action = 1,1,1,-0.30000000000000004,24,2,0.58611,0.57963,0.6221,0.57399,0.65534,0.061644140029689765,0.0807465169527454,0.03162277660168379,0.06913754406977442,0.04571651780264984,0.8943307001484488,0.983362584763727,0.7802138830084189,0.9196777203488721,0.8839225890132493
action = 4,4,1,-0.30000000000000004,25,2,0.61547,0.63908,0.63863,0.62157,0.66759,0.0,0.0,0.041593268686170845,0.026645825188948456,0.055407580708780275,0.61547,0.63908,0.8465963434308543,0.7547991259447422,0.9446279035439014
action = 3,3,1,-0.30000000000000004,26,2,0.61054,0.6394,0.65114,0.61632,0.70501,0.0,0.0,0.0170293863659264,0.0679705818718657,0.0,0.61054,0.6394,0.7362869318296321,0.9561729093593285,0.70501
action = 4,4,1,-0.30000000000000004,27,2,0.62246,0.65646,0.66759,0.66708,0.69463,0.0322490309931942,0.0,0.0,0.05,0.08514693182963201,0.783705154965971,0.65646,0.66759,0.91708,1.12036465914816
action = 4,4,0,0.7,28,2,0.62824,0.65671,0.67316,0.66708,0.72067,0.0,0.0,0.0,0.0,0.0,0.62824,0.65671,0.67316,0.66708,0.72067
action = 3,3,0,0.7,29,2,0.58033,0.62806,0.61036,0.60426,0.65093,0.0,0.0,0.0,0.04347413023856832,0.022803508501982758,0.58033,0.62806,0.61036,0.8216306511928416,0.7649475425099138
action = 2,2,1,-0.30000000000000004,30,2,0.54936,0.57914,0.57367,0.57851,0.63863,0.07197221686178633,0.05253570214625479,0.07429670248402684,0.06172519744804386,0.0,0.9092210843089317,0.8418185107312739,0.9451535124201342,0.8871359872402192,0.63863
action = 4,4,0,0.7,31,2,0.58657,0.60444,0.6221,0.61515,0.62157,0.04847679857416329,0.06587867636800242,0.027568097504180444,0.0,0.13718600511714013,0.8289539928708165,0.9338333818400121,0.7599404875209022,0.61515,1.3075000255857006
action = 1,1,1,-0.30000000000000004,32,2,0.59831,0.60426,0.61632,0.59253,0.65692,0.0,0.06789698078707182,0.03974921382870358,0.0,0.0,0.59831,0.9437449039353591,0.8150660691435179,0.59253,0.65692
action = 0,0,0,0.7,33,2,0.58047,0.64451,0.63958,0.59239,0.66203,0.045607017003965515,0.0,0.0,0.0,0.0,0.8085050850198277,0.64451,0.63958,0.59239,0.66203
action = 4,4,0,0.7,34,2,0.51244,0.6078,0.61022,0.5496,0.62133,0.05531726674375732,0.0592452529743945,0.06074537019394976,0.06899275324264137,0.08944271909999159,0.7890263337187866,0.9040262648719726,0.9139468509697488,0.8945637662132069,1.068543595499958
action = 1,1,0,0.7,35,2,0.51825,0.60881,0.62115,0.56748,0.6263,0.059916608715780965,0.07162401831787993,0.03646916505762094,0.05128352561983234,0.049091750834534306,0.8178330435789047,0.9669300915893996,0.8034958252881047,0.8238976280991617,0.8717587541726715
