note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 3,3,0,0.7,0,3,,,,,,,,,,,,,,,
action = 1,1,0,0.7,1,3,,,,,,,,,,,,,,,
action = 1,1,1,-0.30000000000000004,2,3,,,,,,,,,,,,,,,
action = 4,4,1,-0.30000000000000004,3,3,,,,,,,,,,,,,,,
action = 0,0,0,0.7,4,3,,,,,,,,,,,,,,,
action = 3,3,1,-0.30000000000000004,5,3,0.34953,0.46265,0.38964,0.42615,0.41427,0.1123832727766904,0.10310189135025603,0.0,0.1317193987231949,0.07880355321938218,0.911446363883452,0.9781594567512801,0.38964,1.0847469936159746,0.8082877660969109
action = 2,2,0,0.7,6,3,0.44411,0.45105,0.46931,0.45697,0.38627,0.0,0.0,0.03781534080237808,0.0,0.0,0.44411,0.45105,0.6583867040118904,0.45697,0.38627
action = 0,0,0,0.7,7,3,0.50605,0.47503,0.51863,0.47513,0.44173,0.11882760622010359,0.08324662155306965,0.07176350047203663,0.04415880433163923,0.0807465169527454,1.1001880311005179,0.8912631077653483,0.8774475023601831,0.6959240216581961,0.8454625847637269
action = 0,0,0,0.7,8,3,0.35281,0.42624,0.44454,0.40761,0.37016,0.13982131454109564,0.006324555320336759,0.06855654600401044,0.0,0.0,1.0519165727054782,0.4578627766016838,0.7873227300200523,0.40761,0.37016
action = 0,0,0,0.7,9,3,0.25555,0.37279,0.35632,0.40929,0.39574,0.12743625857659194,0.0,0.0,0.04381780460041329,0.0,0.8927312928829596,0.37279,0.35632,0.6283790230020665,0.39574
action = 4,4,0,0.7,10,3,0.18866,0.36455,0.35613,0.39597,0.44411,0.11933147112141038,0.0,0.0,0.0,0.08396427811873332,0.7853173556070518,0.36455,0.35613,0.39597,0.8639313905936665
action = 2,2,0,0.7,11,3,0.21792,0.37335,0.4038,0.41108,0.4444,0.13776792079435618,0.07106335201775947,0.12465953633797937,0.07259476565152614,0.08555699854482975,0.9067596039717809,0.7286667600887974,1.027097681689897,0.7740538282576307,0.8721849927241487
action = 0,0,0,0.7,12,3,0.2101,0.32375,0.32826,0.35024,0.3621,0.12493998559308385,0.08420213774008353,0.10034938963441681,0.06587867636800242,0.0,0.8347999279654192,0.7447606887004177,0.830006948172084,0.6796333818400121,0.3621
action = 1,1,1,-0.30000000000000004,13,3,0.16382,0.3232,0.29745,0.33564,0.35695,0.10178408519999578,0.0946044396421225,0.09132360045464699,0.06884765791223403,0.07176350047203663,0.6727404259999789,0.7962221982106126,0.7540680022732349,0.6798782895611701,0.715767502360183
action = 0,0,0,0.7,14,3,0.17426,0.34907,0.31509,0.37611,0.35192,0.13379088160259653,0.0,0.10079682534683322,0.0,0.0,0.8432144080129826,0.34907,0.8190741267341661,0.37611,0.35192
action = 2,2,0,0.7,15,3,0.12829,0.45082,0.37235,0.45105,0.40307,0.0,0.10871982339941506,0.15836666315863324,0.08508818954473059,0.05848076606885378,0.12829,0.9944191169970753,1.1641833157931663,0.8764909477236529,0.6954738303442689
action = 4,4,1,-0.30000000000000004,16,3,0.1274,0.40785,0.26631,0.41034,0.40929,0.027568097504180444,0.07556454194925025,0.0,0.034496376621320685,0.0904433524367601,0.26524048752090224,0.7856727097462513,0.26631,0.5828218831066034,0.8615067621838005
