note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 2,2,0,0.7,0,2,,,,,,,,,,,,,,,
action = 2,2,1,-0.30000000000000004,1,2,,,,,,,,,,,,,,,
action = 3,3,1,-0.30000000000000004,2,2,,,,,,,,,,,,,,,
action = 4,4,0,0.7,3,2,,,,,,,,,,,,,,,
action = 0,0,0,0.7,4,2,,,,,,,,,,,,,,,
action = 3,3,1,-0.30000000000000004,5,2,0.30909,0.3562,0.37425,0.42724,0.34257,0.0,0.0,0.0,0.0,0.0,0.30909,0.3562,0.37425,0.42724,0.34257
action = 3,3,0,0.7,6,2,0.35004,0.40835,0.4389,0.53678,0.41475,0.1058772874605314,0.0,0.0,0.11949895397031725,0.0,0.5617945749210629,0.40835,0.4389,0.7757779079406345,0.41475
action = 0,0,1,-0.30000000000000004,7,2,0.48756,0.52001,0.55345,0.59182,0.56058,0.12609520212918493,0.06715653356152326,0.0,0.0,0.040620192023179805,0.7397504042583698,0.6543230671230464,0.55345,0.59182,0.6418203840463595
action = 3,3,0,0.7,8,2,0.46889,0.47513,0.48752,0.5,0.48132,0.0,0.0,0.01816590212458495,0.04919349550499537,0.021213203435596427,0.46889,0.47513,0.5238518042491699,0.5983869910099907,0.5237464068711929
action = 4,4,1,-0.30000000000000004,9,2,0.48132,0.49376,0.51229,0.51839,0.49976,0.030495901363953814,0.05674504383644443,0.05513619500836089,0.07733045971672482,0.10099504938362078,0.5423118027279077,0.6072500876728888,0.6225623900167218,0.6730509194334496,0.7017500987672416
action = 4,4,1,-0.30000000000000004,10,2,0.49376,0.48752,0.49376,0.47508,0.48756,0.055226805085936304,0.06148170459575759,0.06884765791223403,0.08099382692526634,0.07496665925596525,0.6042136101718726,0.6104834091915152,0.631455315824468,0.6370676538505327,0.6374933185119305
action = 4,4,0,0.7,11,2,0.51244,0.51244,0.51244,0.51853,0.52492,0.0322490309931942,0.042190046219457975,0.025298221281347035,0.03646916505762094,0.0408656334834051,0.5769380619863884,0.596820092438916,0.563036442562694,0.5914683301152419,0.6066512669668103
action = 4,4,1,-0.30000000000000004,12,2,0.48752,0.46879,0.48127,0.46889,0.47508,0.0291547594742265,0.03660601043544626,0.033166247903554,0.04230839160261236,0.0478539444560216,0.545829518948453,0.5420020208708924,0.547602495807108,0.5535067832052247,0.5707878889120432
action = 1,1,0,0.7,13,2,0.52487,0.52492,0.52478,0.54322,0.5678,0.03714835124201342,0.03924283374069717,0.03741657386773942,0.02097617696340303,0.00894427190999916,0.5991667024840268,0.6034056674813943,0.5996131477354789,0.5851723539268061,0.5856885438199982
action = 2,2,1,-0.30000000000000004,14,2,0.50624,0.45655,0.50619,0.48771,0.53097,0.021213203435596427,0.033763886032268264,0.02683281572999748,0.02846049894151541,0.0,0.5486664068711928,0.5240777720645365,0.559855631459995,0.5446309978830308,0.53097
action = 4,4,0,0.7,15,2,0.48771,0.45655,0.47597,0.48766,0.49423,0.02,0.019235384061671346,0.025298221281347035,0.04939635614091387,0.052153619241621194,0.52771,0.4950207681233427,0.526566442562694,0.5864527122818277,0.5985372384832424
action = 4,4,0,0.7,16,2,0.48752,0.45045,0.49395,0.46903,0.49376,0.020248456731316585,0.0,0.024698178070456937,0.0,0.027202941017470887,0.5280169134626331,0.45045,0.5433463561409139,0.46903,0.5481658820349418
action = 2,2,1,-0.30000000000000004,17,2,0.48127,0.44477,0.48766,0.48132,0.46927,0.010954451150103323,0.0,0.03591656999213594,0.022135943621178655,0.030495901363953814,0.5031789023002067,0.44477,0.5594931399842719,0.5255918872423573,0.5302618027279077
action = 3,3,0,0.7,18,2,0.5234,0.48766,0.55098,0.51159,0.51164,0.008366600265340755,0.02258317958127243,0.0,0.03605551275463989,0.0216794833886788,0.5401332005306815,0.5328263591625448,0.55098,0.5837010255092798,0.5549989667773576
action = 2,2,0,0.7,19,2,0.48132,0.46274,0.5,0.46927,0.46898,0.018973665961010275,0.014491376746189439,0.0403732584763727,0.0,0.0,0.5192673319220206,0.4917227534923789,0.5807465169527454,0.46927,0.46898
action = 2,2,1,-0.30000000000000004,20,2,0.47522,0.4511,0.48799,0.48794,0.50014,0.0,0.0,0.03714835124201342,0.0,0.0,0.47522,0.4511,0.5622867024840268,0.48794,0.50014
action = 2,2,1,-0.30000000000000004,21,2,0.51825,0.48118,0.54616,0.50487,0.50577,0.020248456731316585,0.01788854381999832,0.010488088481701515,0.026267851073127395,0.021908902300206645,0.5587469134626332,0.5169570876399966,0.567136176963403,0.5574057021462548,0.5495878046004133
action = 4,4,1,-0.30000000000000004,22,2,0.53116,0.48756,0.5617,0.53116,0.51868,0.0,0.028809720581775868,0.0,0.0,0.02345207879911715,0.53116,0.5451794411635518,0.5617,0.53116,0.5655841575982343
action = 3,3,1,-0.30000000000000004,23,2,0.50624,0.48132,0.53121,0.51868,0.49376,0.018439088914585774,0.019493588689617928,0.0,0.014832396974191326,0.0161245154965971,0.5431181778291716,0.5203071773792359,0.53121,0.5483447939483826,0.5260090309931942
action = 2,2,0,0.7,24,2,0.51248,0.50005,0.53735,0.53116,0.51244,0.012649110640673518,0.01870828693386971,0.019493588689617928,0.0,0.027202941017470887,0.5377782212813471,0.5374665738677394,0.5763371773792358,0.53116,0.5668458820349418
