z_x1,z_x2,z_note,x_x1,x_x2,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","H[p(y|x,D)]",Va,Ve,kl_pyx_pyxz,kl_pyxz_pyx
-0.99,-0.78,x1 = -0.99; x2 = -0.78,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.40407544532961237,0.5959245546703877,0.7655153151621168,0.23448468483788312,0.06650339717051645,0.9334966028294834,0.3489569492236788,0.6510430507763212,0.97328,0.78575,0.35274,0.9265,0.52771,0.39879,0.0001140051143026866,0.00011437928393868719
-1.05,-0.9,x1 = -1.05; x2 = -0.9,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.3560244229770949,0.643975577022905,0.8607725922502301,0.13922740774977002,0.04848567491372142,0.9515143250862785,0.3376796559502951,0.6623203440497049,0.93933,0.58221,0.27993,0.9265,0.38755,0.53895,3.735429843764772e-05,3.7281563298389823e-05
-1.02,-0.79,x1 = -1.02; x2 = -0.79,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.3625124383926142,0.6374875616073857,0.8625241665262283,0.1374758334737716,0.04290531150788674,0.9570946884921134,0.3400273411931483,0.6599726588068517,0.94475,0.57759,0.25546,0.9265,0.37224,0.55426,6.77088379226953e-06,6.765311833976766e-06
-0.93,-0.74,x1 = -0.93; x2 = -0.74,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.3961539801422023,0.6038460198577976,0.7362275141397008,0.2637724858602993,0.0760658113003687,0.9239341886996313,0.33759149741762395,0.662408502582376,0.96866,0.83239,0.38816,0.9265,0.56414,0.36236,3.898461153494393e-05,3.8907041730163947e-05
-1.02,-0.82,x1 = -1.02; x2 = -0.82,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.3596492746201968,0.6403507253798033,0.8769091599987957,0.1230908400012043,0.04072321306569493,0.9592767869343053,0.341456882327787,0.6585431176722133,0.94239,0.53818,0.2456,0.9265,0.35083,0.57567,2.1978964503304235e-07,2.1975720444235552e-07
-1.06,-0.87,x1 = -1.06; x2 = -0.87,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.3709132029912574,0.6290867970087426,0.8680414417138621,0.13195855828613784,0.04653752793245115,0.9534624720675489,0.351244175862968,0.6487558241370319,0.95137,0.56279,0.2715,0.9265,0.37954,0.54696,0.00019772870556870187,0.0001985770378522475
-1.1,-0.7,x1 = -1.1; x2 = -0.7,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.36630306640489596,0.6336969335951042,0.8511319852537836,0.1488680147462165,0.05325677097206042,0.9467432290279394,0.3455209085719191,0.6544790914280809,0.94779,0.607,0.30007,0.9265,0.4125,0.514,3.1139994551988414e-05,3.119400219112707e-05
-1.03,-0.82,x1 = -1.03; x2 = -0.82,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.35038044935150836,0.6496195506484915,0.8721089642117512,0.12789103578824879,0.04130605062733641,0.9586939493726637,0.33240314881158606,0.6675968511884138,0.93441,0.55163,0.24825,0.9265,0.35455,0.57195,0.00019682851621610417,0.0001959342601346309
-1.08,-0.76,x1 = -1.08; x2 = -0.76,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.3638598249108683,0.6361401750891316,0.8456888658243115,0.15431113417568856,0.047483435724603826,0.9525165642753961,0.33791832376358777,0.6620816762364121,0.94584,0.62052,0.27561,0.9265,0.40111,0.52539,3.311601611192096e-05,3.30553471039473e-05
-1.1,-0.81,x1 = -1.1; x2 = -0.81,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.374352779124557,0.6256472208754431,0.8511246562020359,0.14887534379796408,0.0463747089495021,0.9536252910504978,0.3476350882038288,0.6523649117961712,0.95396,0.60702,0.27079,0.9265,0.39666,0.52984,7.600928224539734e-05,7.62138479529599e-05
-1.05,-0.78,x1 = -1.05; x2 = -0.78,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.36695273614824087,0.6330472638517592,0.8664629445557124,0.1335370554442878,0.04283329898355541,0.9571667010164445,0.3450664509990643,0.6549335490009359,0.9483,0.56706,0.25514,0.9265,0.3696,0.5569,2.405905042402465e-05,2.4095780815752785e-05
-1.03,-0.86,x1 = -1.03; x2 = -0.86,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.3542323680712657,0.6457676319287342,0.8663709134810361,0.1336290865189639,0.042984144201163386,0.9570158557988366,0.3346543893217216,0.6653456106782784,0.93779,0.56731,0.25581,0.9265,0.36615,0.56035,0.0001133446635516568,0.00011295658705172927
-1.0,-0.78,x1 = -1.0; x2 = -0.78,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.33748523768997807,0.662514762310022,0.8755099978029565,0.1244900021970435,0.03967973347929819,0.9603202665207018,0.3217601089030452,0.6782398910969548,0.92239,0.54213,0.24082,0.9265,0.34251,0.58399,0.0009079215099133432,0.0008987722219849816
-1.04,-0.82,x1 = -1.04; x2 = -0.82,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.35615955744309713,0.6438404425569029,0.8656480743376782,0.13435192566232174,0.041003622241020735,0.9589963777589793,0.3347086253476716,0.6652913746523283,0.93945,0.56925,0.24687,0.9265,0.36169,0.56481,0.00011161779104964468,0.00011123861316465321
-1.05,-0.89,x1 = -1.05; x2 = -0.89,-1.0,-0.8,x1 = -1.0; x2 = -0.8,0.3417713027355352,0.6582286972644649,0.3527660874787687,0.6472339125212314,0.859971951110726,0.14002804888927406,0.04833742038200574,0.9516625796179943,0.33465455824984286,0.6653454417501572,0.93651,0.58431,0.27929,0.9265,0.38689,0.5396099999999999,0.00011333926416273038,0.00011295121559557787
