action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
4,1,-0.4,action = 4,0,4,,,,,,,,,,,,,,,
3,0,0.6,action = 3,1,4,,,,,,,,,,,,,,,
2,0,0.6,action = 2,2,4,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,3,4,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,4,4,,,,,,,,,,,,,,,
4,0,0.6,action = 4,5,4,0.56725,0.76956,0.34002,0.37543,0.69107,0.11704699910719625,0.0,0.12421755109484327,0.10300485425454473,0.06549809157525126,0.8013439982143925,0.76956,0.5884551021896866,0.5814397085090894,0.8220661831505025
0,1,-0.4,action = 0,6,4,0.53609,0.64198,0.4686,0.44401,0.53254,0.10853570840972109,0.0,0.1273184982632139,0.13084341787036902,0.07893034904268446,0.7531614168194422,0.64198,0.7232369965264278,0.705696835740738,0.690400698085369
1,0,0.6,action = 1,7,4,0.5023,0.54324,0.37047,0.37457,0.46732,0.10382677881933929,0.10653637876331258,0.10723805294763608,0.11401754250991379,0.04207136793592526,0.7099535576386785,0.7563127575266251,0.5849461058952722,0.6026050850198276,0.5514627358718506
4,0,0.6,action = 4,8,4,0.46898,0.46302,0.40239,0.41466,0.44549,0.02258317958127243,0.027568097504180444,0.0,0.0,0.06252999280345393,0.5141463591625449,0.5181561950083609,0.40239,0.41466,0.5705499856069078
0,1,-0.4,action = 0,9,4,0.50005,0.46274,0.39629,0.39072,0.39665,0.05531726674375732,0.044497190922573975,0.0,0.0,0.06066300355241241,0.6106845334875146,0.5517343818451479,0.39629,0.39072,0.5179760071048248
0,0,0.6,action = 0,10,4,0.52492,0.47551,0.42586,0.40842,0.41181,0.14411800720243118,0.0560357029044876,0.038987177379235856,0.0,0.06488451279003334,0.8131560144048624,0.5875814058089752,0.5038343547584717,0.40842,0.5415790255800667
4,0,0.6,action = 4,11,4,0.46889,0.47508,0.43782,0.43815,0.43925,0.03301514803843836,0.028982753492378877,0.05412947441089743,0.026457513110645904,0.07668115805072326,0.5349202960768766,0.5330455069847577,0.5460789488217949,0.4910650262212918,0.5926123161014465
3,0,0.6,action = 3,12,4,0.45374,0.4526,0.39714,0.39714,0.3796,0.027568097504180444,0.02,0.08348652585896721,0.08860022573334675,0.08520563361656316,0.5088761950083609,0.4926,0.5641130517179345,0.5743404514666934,0.5500112672331263
0,1,-0.4,action = 0,13,4,0.47011,0.45168,0.35503,0.33292,0.34375,0.03420526275297414,0.0,0.0,0.0,0.0,0.5385205255059482,0.45168,0.35503,0.33292,0.34375
4,1,-0.4,action = 4,14,4,0.48841,0.46973,0.39087,0.34697,0.40207,0.032710854467592254,0.014491376746189439,0.00894427190999916,0.0363318042491699,0.0944986772394196,0.5538317089351845,0.49871275349237887,0.4087585438199983,0.4196336084983398,0.5910673544788392
0,1,-0.4,action = 0,15,4,0.5061,0.48147,0.40771,0.39556,0.42586,0.043243496620879306,0.023874672772626643,0.0,0.0,0.0,0.5925869932417586,0.5292193455452533,0.40771,0.39556,0.42586
0,0,0.6,action = 0,16,4,0.56143,0.51873,0.45035,0.4199,0.47527,0.043243496620879306,0.04516635916254486,0.0,0.0,0.005477225575051661,0.6479169932417586,0.6090627183250897,0.45035,0.4199,0.4862244511501034
3,0,0.6,action = 3,17,4,0.52487,0.51853,0.48127,0.45707,0.5061,0.0,0.01673320053068151,0.0408656334834051,0.08520563361656316,0.031144823004794875,0.52487,0.551996401061363,0.5630012669668102,0.6274812672331262,0.5683896460095897
4,1,-0.4,action = 4,18,4,0.5,0.49381,0.42586,0.37875,0.46279,0.04358898943540673,0.027568097504180444,0.043243496620879306,0.051478150704935,0.07842193570679061,0.5871779788708135,0.548946195008361,0.5123469932417586,0.48170630140987,0.6196338714135812
0,0,0.6,action = 0,19,4,0.54317,0.5,0.40289,0.37357,0.45088,0.05495452665613634,0.023664319132398463,0.0,0.0,0.0,0.6530790533122728,0.5473286382647969,0.40289,0.37357,0.45088
4,1,-0.4,action = 4,20,4,0.51868,0.49981,0.41967,0.40183,0.51155,0.0170293863659264,0.02949576240750525,0.0354964786985977,0.03193743884534263,0.033316662497915366,0.5527387727318528,0.5588015248150104,0.4906629573971954,0.46570487769068525,0.5781833249958307
1,1,-0.4,action = 1,21,4,0.50605,0.51853,0.41038,0.40246,0.52492,0.023021728866442676,0.021447610589527218,0.048166378315169185,0.06640783086353597,0.0,0.5520934577328853,0.5614252211790545,0.5067127566303384,0.535275661727072,0.52492
1,1,-0.4,action = 1,22,4,0.51868,0.53735,0.41539,0.40232,0.50629,0.024698178070456937,0.017320508075688773,0.0,0.07569676347110225,0.028809720581775868,0.5680763561409139,0.5719910161513775,0.41539,0.5537135269422045,0.5639094411635518
1,1,-0.4,action = 1,23,4,0.53102,0.55589,0.43206,0.40169,0.50624,0.01870828693386971,0.014491376746189439,0.06,0.07987490219086343,0.0216794833886788,0.5684365738677395,0.5848727534923789,0.55206,0.5614398043817268,0.5495989667773576
1,0,0.6,action = 1,24,4,0.54965,0.57414,0.42037,0.38439,0.51248,0.0,0.061644140029689765,0.0,0.04230839160261236,0.0478539444560216,0.54965,0.6974282800593795,0.42037,0.4690067832052247,0.6081878889120432
4,0,0.6,action = 4,25,4,0.52492,0.55589,0.4148,0.39019,0.53688,0.0,0.0,0.037682887362833546,0.07733045971672482,0.017320508075688773,0.52492,0.55589,0.4901657747256671,0.5448509194334497,0.5715210161513775
1,1,-0.4,action = 1,26,4,0.50624,0.53735,0.39665,0.34598,0.5,0.028809720581775868,0.02097617696340303,0.0,0.0,0.03301514803843836,0.5638594411635518,0.5793023539268061,0.39665,0.34598,0.5660302960768767
1,1,-0.4,action = 1,27,4,0.50634,0.55584,0.39318,0.35443,0.52478,0.016431676725154984,0.0,0.0,0.0,0.0,0.53920335345031,0.55584,0.39318,0.35443,0.52478
1,1,-0.4,action = 1,28,4,0.50639,0.55584,0.40537,0.33863,0.49381,0.04147288270665544,0.046151923036857306,0.0,0.0,0.017320508075688773,0.5893357654133109,0.6481438460737146,0.40537,0.33863,0.5284510161513776
1,1,-0.4,action = 1,29,4,0.5436,0.58643,0.4505,0.40341,0.4939,0.0,0.06148170459575759,0.10945318634009701,0.11445523142259598,0.027568097504180444,0.5436,0.7093934091915152,0.669406372680194,0.6323204628451919,0.5490361950083609
1,0,0.6,action = 1,30,4,0.54965,0.62727,0.40897,0.34066,0.48756,0.023021728866442676,0.035355339059327376,0.0906642156531451,0.01,0.05412947441089743,0.5956934577328853,0.6979806781186547,0.5902984313062902,0.36066000000000004,0.5958189488217949
1,0,0.6,action = 1,31,4,0.53097,0.58024,0.40288,0.34002,0.53097,0.04979959839195493,0.07987490219086343,0.03646916505762094,0.0,0.024899799195977464,0.6305691967839099,0.7399898043817268,0.4758183301152419,0.34002,0.580769598391955
1,1,-0.4,action = 1,32,4,0.54345,0.57982,0.39135,0.34319,0.49381,0.04743416490252569,0.05468089245796926,0.03146426544510455,0.0,0.02588435821108957,0.6383183298050513,0.6891817849159385,0.4542785308902091,0.34319,0.5455787164221791
1,0,0.6,action = 1,33,4,0.56208,0.61054,0.40929,0.34853,0.53116,0.0,0.0,0.0,0.0,0.007745966692414834,0.56208,0.61054,0.40929,0.34853,0.5466519333848296
1,0,0.6,action = 1,34,4,0.54345,0.5556,0.43871,0.39137,0.51868,0.021908902300206645,0.06107372593840988,0.04171330722922842,0.043243496620879306,0.03794733192202055,0.5872678046004133,0.6777474518768197,0.5221366144584568,0.4778569932417586,0.5945746638440411
1,0,0.6,action = 1,35,4,0.53731,0.56208,0.44477,0.39189,0.52497,0.0,0.0,0.055856960175075764,0.08080841540334768,0.0,0.53731,0.56208,0.5564839203501515,0.5535068308066954,0.52497
