z_x1,z_note,x_x1,x_note,"p(y=0|x,D)","p(y=1|x,D)","p(u=0|z,D)","p(u=1|z,D)","p(y=0|x,u=0,z,D)","p(y=1|x,u=0,z,D)","p(y=0|x,u=1,z,D)","p(y=1|x,u=1,z,D)","p(y=0|x,z,D)","p(y=1|x,z,D)","H[p(u|z,D)]","Var[p(u|z,D)]","H[p(y|x,u=0,z,D)]","H[p(y|x,u=1,z,D)]","Var[p(y|x,u=0,z,D)]","Var[p(y|x,u=1,z,D)]","H[p(y|x,D)]","Var[p(y|x,D)]",Va,Ve,Va_variance,Ve_variance,kl_pyx_pyxz,kl_pyxz_pyx,api_calls
-1.6,x1 = -1.6,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.6791787121629466,0.3208212878370535,0.7549149758396752,0.24508502416032485,0.6513548714339145,0.3486451285660856,0.7216906897756793,0.2783093102243207,0.90527,0.21789,0.80339,0.93285,0.18502,0.22709,0.90527,0.21789,0.84492,0.060350000000000015,0.19852,0.01937,0.004370569601277456,0.00425355977202678,2994
-1.9,x1 = -1.9,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.679178699175393,0.320821300824607,0.7772998663336158,0.22270013366638422,0.5926665999540698,0.4073334000459302,0.7180655816382338,0.28193441836176636,0.90527,0.21789,0.76507,0.97508,0.1731,0.24141,0.90527,0.21789,0.83245,0.07282,0.19502,0.02287,0.0036388690099391427,0.003550785087381207,2997
-2.4,x1 = -2.4,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.679178699175393,0.320821300824607,0.7549149868676283,0.24508501313237172,0.5926665999540698,0.40733340004593027,0.7028622483213263,0.29713775167867373,0.90527,0.21789,0.80339,0.97508,0.18502,0.24141,0.90527,0.21789,0.85847,0.046800000000000064,0.20311,0.014779999999999988,0.0013233100271423624,0.001304735534503592,3000
-2.2,x1 = -2.2,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.7057850154599563,0.29421498454004374,0.7772998560157665,0.22270014398423357,0.5926665999540698,0.4073334000459302,0.7229779854379965,0.2770220145620036,0.8741,0.20765,0.76507,0.97508,0.1731,0.24141,0.90527,0.21789,0.82686,0.07840999999999998,0.1932,0.02468999999999999,0.0046475563705981535,0.0045188342051387595,3003
-2.8,x1 = -2.8,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.7310585786300049,0.26894142136999516,0.7772998611746912,0.22270013882530887,0.5926665999540698,0.40733340004593027,0.7276443294698398,0.2723556705301604,0.83994,0.19661,0.76507,0.97508,0.1731,0.24141,0.90527,0.21789,0.82155,0.08372000000000002,0.19147,0.02642,0.00572815530853988,0.005549965766191385,3006
-2.1,x1 = -2.1,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.7057850278370112,0.2942149721629888,0.7549149868676283,0.2450850131323717,0.5621765008857981,0.43782349911420193,0.6982084385797475,0.30179156142025254,0.8741,0.20765,0.80339,0.98882,0.18502,0.24613,0.90527,0.21789,0.85795,0.04732000000000003,0.203,0.014889999999999987,0.0008494581054136648,0.0008400218657869871,3009
-1.8,x1 = -1.8,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.6791786861878392,0.3208213138121609,0.7772998714925403,0.22270012850745968,0.651354857898194,0.348645142101806,0.7368940267631117,0.26310597323688834,0.90527,0.21789,0.76507,0.93285,0.1731,0.22709,0.90527,0.21789,0.8189,0.08637000000000006,0.19042,0.027469999999999994,0.008233955039742509,0.007919822901980851,3012
-2.0,x1 = -2.0,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.6791787056691698,0.32082129433083023,0.7772998560157665,0.22270014398423357,0.5926665999540698,0.4073334000459302,0.7180655758295373,0.2819344241704627,0.90527,0.21789,0.76507,0.97508,0.1731,0.24141,0.90527,0.21789,0.83245,0.07282,0.19502,0.02287,0.003638867894182503,0.0035507840134323676,3015
-1.7,x1 = -1.7,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.6791787121629466,0.3208212878370535,0.7772998663336157,0.22270013366638422,0.6224593312018545,0.37754066879814546,0.7276237264432656,0.2723762735567344,0.90527,0.21789,0.76507,0.95629,0.1731,0.235,0.90527,0.21789,0.82642,0.07884999999999998,0.19296,0.024930000000000008,0.005723117905949704,0.00554517244041345,3018
-1.2,x1 = -1.2,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.6513548646660542,0.34864513533394575,0.7549149813536518,0.24508501864634827,0.6513548646660542,0.3486451353339457,0.718809250455905,0.2811907495440949,0.93285,0.22709,0.80339,0.93285,0.18502,0.22709,0.90527,0.21789,0.84853,0.05674000000000001,0.19969,0.018199999999999994,0.003783197813002376,0.0036896459545240276,3021
-1.5,x1 = -1.5,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.6513548646660543,0.3486451353339458,0.7772998663336157,0.22270013366638422,0.6224593312018545,0.3775406687981454,0.7233154670074223,0.2766845329925777,0.93285,0.22709,0.76507,0.95629,0.1731,0.235,0.90527,0.21789,0.83174,0.07352999999999998,0.19468,0.02321000000000001,0.004721672227881543,0.004589747350210366,3024
-2.5,x1 = -2.5,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.7057850402140659,0.2942149597859341,0.7772998508568416,0.2227001491431584,0.5926665999540698,0.4073334000459302,0.7229779863673363,0.27702201363266366,0.8741,0.20765,0.76507,0.97508,0.1731,0.24141,0.90527,0.21789,0.82686,0.07840999999999998,0.1932,0.02468999999999999,0.004647556573834977,0.0045188343996325694,3027
-2.3,x1 = -2.3,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.7310585786300049,0.2689414213699951,0.7772998611746912,0.22270013882530887,0.5926665999540698,0.4073334000459302,0.7276443294698397,0.27235567053016035,0.83994,0.19661,0.76507,0.97508,0.1731,0.24141,0.90527,0.21789,0.82155,0.08372000000000002,0.19147,0.02642,0.0057281553085400255,0.005549965766191246,3030
-2.6,x1 = -2.6,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.7057850340255386,0.2942149659744614,0.7772998611746912,0.22270013882530887,0.5926665999540697,0.4073334000459302,0.7229779925069122,0.2770220074930878,0.8741,0.20765,0.76507,0.97508,0.1731,0.24141,0.90527,0.21789,0.82686,0.07840999999999998,0.1932,0.02468999999999999,0.0046475579164948835,0.004518835684533977,3033
-1.4,x1 = -1.4,-2.0,x1 = -2.0,0.6791787056691698,0.32082129433083023,0.6513548714339145,0.3486451285660856,0.7549149813536518,0.24508501864634824,0.6791786926816161,0.32082130731838393,0.7285098932524717,0.2714901067475283,0.93285,0.22709,0.80339,0.90527,0.18502,0.21789,0.90527,0.21789,0.83891,0.06635999999999997,0.19648,0.021410000000000012,0.005941937827829029,0.005753276978295717,3036
