action,label,regret,note,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
4,1,-0.4,action = 4,0,4,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,1,4,,,,,,,,,,,,,,,
0,0,0.6,action = 0,2,4,,,,,,,,,,,,,,,
1,1,-0.4,action = 1,3,4,,,,,,,,,,,,,,,
2,1,-0.4,action = 2,4,4,,,,,,,,,,,,,,,
3,0,0.6,action = 3,5,4,0.43535,0.78456,0.77628,0.69901,0.77721,12.686298980458872,8.970590463522381,12.686298980458872,100000.0,12.686298980458872,127.29833980458872,90.49046463522382,127.63926980458872,1000000.69901,127.64019980458872
4,1,-0.4,action = 4,6,4,0.41057,0.7261,0.67816,0.45304,0.72047,13.38559506265051,9.465068701482052,13.38559506265051,13.38559506265051,13.38559506265051,134.2665206265051,95.37678701482052,134.53411062650508,134.30899062650508,134.5764206265051
2,0,0.6,action = 2,7,4,0.33505,0.6738,0.63687,0.36423,0.6977,13.949518594375977,9.863823851714951,13.949518594375977,13.949518594375977,9.863823851714951,139.83023594375976,99.31203851714952,140.13205594375975,139.85941594375976,99.33593851714951
0,1,-0.4,action = 0,8,4,0.40433,0.59006,0.46918,0.38631,0.638,14.420196765205253,10.196644410108927,10.196644410108927,14.420196765205253,10.196644410108927,144.60629765205252,102.55650410108927,102.43562410108927,144.58827765205254,102.60444410108929
3,0,0.6,action = 3,9,4,0.51868,0.59088,0.51877,0.45168,0.60211,10.481444536103464,10.481444536103464,10.481444536103464,14.822963959040603,10.481444536103464,105.33312536103465,105.40532536103464,105.33321536103465,148.68131959040605,105.41655536103464
4,1,-0.4,action = 4,10,4,0.50624,0.57227,0.51853,0.46288,0.60864,10.729803306971998,10.729803306971998,10.729803306971998,10.729803306971998,10.729803306971998,107.80427306972,107.87030306972,107.81656306971999,107.76091306971999,107.90667306971999
1,0,0.6,action = 1,11,4,0.55551,0.64451,0.52497,0.45059,0.75529,10.949619361836175,10.949619361836175,10.949619361836175,10.949619361836175,8.940334221643639,110.05170361836176,110.14070361836175,110.02116361836175,109.94678361836176,90.15863221643639
2,1,-0.4,action = 2,12,4,0.51868,0.52487,0.51873,0.43658,0.59144,11.146511170130486,9.101095843896024,11.146511170130486,11.146511170130486,9.101095843896024,111.98379170130487,91.53582843896024,111.98384170130487,111.90169170130487,91.60239843896025
0,0,0.6,action = 0,13,4,0.57414,0.56804,0.57414,0.4512,0.63777,11.3246115447261,9.24651431199679,9.24651431199679,11.3246115447261,9.24651431199679,113.82025544726099,93.0331831199679,93.0392831199679,113.69731544726099,93.10291311996791
3,1,-0.4,action = 3,14,4,0.51248,0.51248,0.54331,0.42601,0.65068,9.379140921546451,9.379140921546451,9.379140921546451,11.487045169221252,9.379140921546451,94.30388921546451,94.30388921546451,94.33471921546452,115.29646169221253,94.4420892154645
4,0,0.6,action = 4,15,4,0.52497,0.53731,0.54974,0.53721,0.63362,9.500949381155365,9.500949381155365,9.500949381155365,9.500949381155365,9.500949381155365,95.53446381155365,95.54680381155366,95.55923381155365,95.54670381155366,95.64311381155365
1,1,-0.4,action = 1,16,4,0.51825,0.53651,0.53069,0.51858,0.56608,9.613496554858314,9.613496554858314,9.613496554858314,9.613496554858314,8.325535704663851,96.65321554858313,96.67147554858315,96.66565554858315,96.65354554858314,83.82143704663851
2,0,0.6,action = 2,17,4,0.52487,0.5434,0.53111,0.50624,0.56818,9.71803117927909,8.41606538270789,9.71803117927909,9.71803117927909,8.41606538270789,97.70518179279088,84.70405382707891,97.71142179279089,97.6865517927909,84.7288338270789
3,0,0.6,action = 3,18,4,0.51873,0.53735,0.5374,0.52492,0.56827,9.815569474659045,8.500536059544766,8.500536059544766,9.815569474659045,8.500536059544766,98.67442474659045,85.54271059544766,85.54276059544766,98.68061474659044,85.57363059544765
