note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,1,-0.30000000000000004,0,4,,,,,,,,,,,,,,,
action = 0,0,1,-0.30000000000000004,1,4,,,,,,,,,,,,,,,
action = 0,0,1,-0.30000000000000004,2,4,,,,,,,,,,,,,,,
action = 1,1,0,0.7,3,4,,,,,,,,,,,,,,,
action = 0,0,0,0.7,4,4,,,,,,,,,,,,,,,
action = 4,4,1,-0.30000000000000004,5,4,0.50624,0.43397,0.49962,0.53027,0.55245,0.499959998399872,0.4956208228071133,0.5,0.4990791520390328,0.49724239561807276,3.00603999199936,2.9120741140355664,2.99962,3.0256657601951638,3.0386619780903636
action = 0,0,0,0.7,6,4,0.5908,0.4321,0.47527,0.53111,0.74024,0.49168079075758087,0.49536854966782057,0.49938962744534454,0.49902905727021546,0.43849743442807054,3.049203953787904,2.908942748339103,2.9722181372267227,3.0262552863510774,2.9327271721403525
action = 3,3,1,-0.30000000000000004,7,4,0.51534,0.43203,0.48038,0.54726,0.76891,0.4997599423723354,0.4953584560699454,0.4996098477812462,0.49776500479644004,0.4215329168641519,3.0141397118616773,2.9088222803497272,2.9784292389062306,3.0360850239822,2.8765745843207595
action = 3,3,0,0.7,8,4,0.48132,0.4878,0.5061,0.65689,0.72345,0.4996498774141749,0.49984997749324744,0.499959998399872,0.4747420352149154,0.44729185103241037,2.9795693870708746,2.9870498874662372,3.00589999199936,3.030600176074577,2.959909255162052
action = 4,4,1,-0.30000000000000004,9,4,0.53087,0.51201,0.51834,0.54271,0.58588,0.4990490957811666,0.4998599803945101,0.49965988432132513,0.49817667548772293,0.49257486740596096,3.026115478905833,3.0113099019725507,3.0166394216066257,3.033593377438615,3.0487543370298047
action = 4,4,1,-0.30000000000000004,10,4,0.4878,0.46279,0.50399,0.53073,0.60482,0.49984997749324744,0.49861809032565196,0.499979999599984,0.49905911473491793,0.4888864898931039,2.9870498874662372,2.9558804516282597,3.00388999799992,3.02602557367459,3.0492524494655195
