note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 3,3,1,-0.20000000000000007,0,3,,,,,,,,,,,,,,,
action = 4,4,0,0.7999999999999999,1,3,,,,,,,,,,,,,,,
action = 4,4,1,-0.20000000000000007,2,3,,,,,,,,,,,,,,,
action = 2,2,0,0.7999999999999999,3,3,,,,,,,,,,,,,,,
action = 4,4,1,-0.20000000000000007,4,3,,,,,,,,,,,,,,,
action = 3,3,0,0.7999999999999999,5,3,0.4939,0.50014,0.45835,0.58181,0.5611,0.499959998399872,0.5,0.49826699669956065,0.4932646348563821,0.49625598233169943,1.4938199967997439,1.50014,1.4548839933991213,1.5683392697127643,1.553611964663399
action = 4,4,1,-0.20000000000000007,6,3,0.43248,0.41564,0.39318,0.43944,0.45064,0.49541901457251314,0.49282857060036606,0.4884567534593006,0.49631643132179293,0.4975540171679855,1.4233180291450263,1.401297141200732,1.370093506918601,1.432072862643586,1.445748034335971
action = 4,4,0,0.7999999999999999,7,3,0.46889,0.44416,0.39597,0.54355,0.59207,0.49902905727021546,0.49687020437937307,0.48906032347758494,0.49809637621649083,0.4914468435141282,1.4669481145404308,1.4379004087587461,1.37409064695517,1.5397427524329816,1.5749636870282564
action = 4,4,1,-0.20000000000000007,8,3,0.403,0.39804,0.35671,0.48147,0.52487,0.4904997451579358,0.4894997446373185,0.4790302704422759,0.49965988432132513,0.49937961512260387,1.3839994903158717,1.377039489274637,1.3147705408845518,1.4807897686426503,1.5236292302452077
action = 4,4,0,0.7999999999999999,9,3,0.44486,0.42586,0.39627,0.45792,0.4939,0.49695070178036777,0.4944694126030446,0.48912166175707245,0.49822685596021415,0.499959998399872,1.4387614035607355,1.4147988252060892,1.374513323514145,1.4543737119204283,1.4938199967997439
action = 0,0,1,-0.20000000000000007,10,3,0.40428,0.37065,0.34751,0.37307,0.37971,0.4907545211202847,0.4829803308624483,0.47618273803236505,0.48362175302606064,0.4853143311298359,1.3857890422405694,1.3366106617248965,1.29987547606473,1.3403135060521212,1.3503386622596718
action = 0,0,1,-0.20000000000000007,11,3,0.54927,0.51318,0.47247,0.48381,0.48623,0.4975640662266519,0.4998299710901698,0.4992394215203763,0.4997399323648251,0.49980996388627547,1.5443981324533038,1.5128399421803396,1.4709488430407527,1.4832898647296502,1.485849927772551
action = 0,0,0,0.7999999999999999,12,3,0.5962,0.50578,0.50619,0.5488,0.54818,0.4906526266107214,0.499969999099946,0.499959998399872,0.4976143084759521,0.4976745924798653,1.5775052532214429,1.505719998199892,1.506109996799744,1.5440286169519042,1.5435291849597306
action = 3,3,0,0.7999999999999999,13,3,0.47597,0.4939,0.46973,0.53721,0.52478,0.4994196632092093,0.499959998399872,0.4990791520390328,0.49861809032565196,0.49938962744534454,1.4748093264184186,1.4938199967997439,1.4678883040780657,1.534446180651304,1.523559254890689
action = 4,4,1,-0.20000000000000007,14,3,0.39975,0.40849,0.39636,0.42268,0.45148,0.48984691486218424,0.4915587452177003,0.4891421061409455,0.4939838054025658,0.4976444513907495,1.3794438297243685,1.3916074904354008,1.374644212281891,1.4106476108051316,1.446768902781499
action = 4,4,0,0.7999999999999999,15,3,0.52497,0.40785,0.41953,0.52449,0.53621,0.49937961512260387,0.49143666936849556,0.4934774564253163,0.4993996395673509,0.49868827938903876,1.5237292302452077,1.390723338736991,1.4064849128506327,1.5232892791347017,1.5335865587780775
action = 4,4,0,0.7999999999999999,16,3,0.48132,0.42628,0.42633,0.48127,0.51234,0.4996498774141749,0.4945300799749192,0.49454019048000536,0.4996498774141749,0.49984997749324744,1.4806197548283497,1.4153401599498383,1.4154103809600107,1.4805697548283496,1.512039954986495
action = 0,0,1,-0.20000000000000007,17,3,0.49376,0.4209,0.4271,0.47467,0.40288,0.499959998399872,0.4937003139557438,0.4946615004222584,0.4993595898748716,0.49047935736379367,1.4936799967997438,1.4083006279114876,1.4164230008445169,1.4733891797497431,1.3838387147275872
action = 0,0,0,0.7999999999999999,18,3,0.52492,0.45073,0.43237,0.45683,0.44519,0.49937961512260387,0.4975640662266519,0.4954089220028239,0.49813652747013043,0.4969909455915671,1.5236792302452078,1.4458581324533037,1.4231878440056478,1.4531030549402608,1.4391718911831342
action = 0,0,0,0.7999999999999999,19,3,0.46894,0.39755,0.39031,0.46302,0.42234,0.49903907662626984,0.4893975888784088,0.4878216887347261,0.49862811793961237,0.4939331938632997,1.4670181532525397,1.3763451777568176,1.3659533774694521,1.4602762358792247,1.4102063877265993
action = 3,3,0,0.7999999999999999,20,3,0.41452,0.37247,0.37867,0.46265,0.45073,0.49263576808835147,0.48346664828093366,0.48505669771687515,0.4985980344927164,0.4975640662266519,1.399791536176703,1.3394032965618674,1.3487833954337503,1.4598460689854327,1.4458581324533037
