note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 3,3,0,0.7999999999999999,0,3,,,,,,,,,,,,,,,
action = 1,1,1,-0.20000000000000007,1,3,,,,,,,,,,,,,,,
action = 1,1,0,0.7999999999999999,2,3,,,,,,,,,,,,,,,
action = 4,4,0,0.7999999999999999,3,3,,,,,,,,,,,,,,,
action = 0,0,1,-0.20000000000000007,4,3,,,,,,,,,,,,,,,
action = 0,0,1,-0.20000000000000007,5,3,0.45721,0.43182,0.39001,0.37364,0.35717,0.49816663878666145,0.49532817404222024,0.4877499359302879,0.4837664725877559,0.4791659420284376,1.4535432775733228,1.4224763480844405,1.3655098718605758,1.3411729451755119,1.315501884056875
action = 0,0,1,-0.20000000000000007,6,3,0.63243,0.45884,0.45697,0.36978,0.34052,0.48214105819770214,0.49830713420540146,0.4981465647778774,0.4827421672072992,0.47388817246266024,1.5967121163954043,1.455454268410803,1.4532631295557548,1.3352643344145982,1.2882963449253204
action = 0,0,1,-0.20000000000000007,7,3,0.74218,0.41169,0.42857,0.34101,0.33125,0.4374357095619881,0.4921381919745713,0.4948737212663449,0.47404641122995544,0.47065911230953555,1.617051419123976,1.3959663839491427,1.4183174425326897,1.2891028224599108,1.272568224619071
action = 0,0,1,-0.20000000000000007,8,3,0.74985,0.44638,0.46284,0.35772,0.31777,0.43310506808394655,0.49711165747747255,0.49861809032565196,0.4793328697262477,0.46560713052959146,1.616060136167893,1.440603314954945,1.4600761806513038,1.3163857394524954,1.2489842610591828
action = 0,0,1,-0.20000000000000007,9,3,0.83792,0.44538,0.39351,0.27161,0.20089,0.3685240833378464,0.49701106627518865,0.48852840244964263,0.4447920862605359,0.4006619522739837,1.574968166675693,1.4394021325503772,1.3705668048992852,1.1611941725210717,1.0022139045479674
action = 1,1,1,-0.20000000000000007,10,3,0.8858,0.5653,0.39906,0.2174,0.18185,0.3180565987367657,0.4957216961158751,0.48970399222387395,0.41248030256001317,0.3857201057761962,1.5219131974735314,1.5567433922317502,1.3784679844477479,1.0423606051200263,0.9532902115523925
action = 1,1,1,-0.20000000000000007,11,3,0.86798,0.62448,0.43116,0.27699,0.2149,0.3385114473692138,0.4842623256046252,0.49523731684920513,0.44751536286478477,0.4107554016686817,1.5450028947384276,1.5930046512092504,1.4216346336984103,1.1720207257295696,1.0364108033373634
action = 1,1,1,-0.20000000000000007,12,3,0.89199,0.69657,0.43278,0.27508,0.23279,0.3103868553917836,0.4597390564222274,0.4954593827954013,0.4465534682431657,0.4226109321823088,1.5127637107835672,1.6160481128444548,1.4236987655908027,1.1681869364863315,1.0780118643646175
action = 1,1,0,0.7999999999999999,13,3,0.88532,0.66337,0.42484,0.27901,0.20958,0.3186377253245447,0.4725568748838599,0.49431771159852245,0.44850863982759576,0.4070135132891782,1.5225954506490895,1.6084837497677198,1.413475423197045,1.1760272796551914,1.0236070265783563
action = 1,1,1,-0.20000000000000007,14,3,0.85307,0.62575,0.47527,0.31817,0.21516,0.3540338966822245,0.48393181337870317,0.49938962744534454,0.4657681826831884,0.4109379515206645,1.561137793364449,1.5936136267574064,1.4740492548906892,1.249706365366377,1.037035903041329
action = 1,1,1,-0.20000000000000007,15,3,0.8448,0.66112,0.49362,0.36063,0.29298,0.36209114874572673,0.47332863847436907,0.499959998399872,0.4801874633932044,0.4551263560814733,1.5689822974914533,1.6077772769487382,1.493539996799744,1.3210049267864088,1.2032327121629467
action = 1,1,1,-0.20000000000000007,16,3,0.86898,0.75404,0.51244,0.3493,0.26364,0.3374166563760598,0.43066228067942053,0.49984997749324744,0.4767494100678049,0.4406018610945714,1.5438133127521194,1.6153645613588412,1.512139954986495,1.3027988201356098,1.1448437221891428
action = 1,1,0,0.7999999999999999,17,3,0.85332,0.78727,0.50624,0.35639,0.25521,0.35377959240182294,0.40923098611908654,0.499959998399872,0.4789363214457638,0.43598165099003877,1.5608791848036458,1.605731972238173,1.5061599967997439,1.3142626428915276,1.1271733019800776
action = 1,1,0,0.7999999999999999,18,3,0.81698,0.65585,0.47688,0.31327,0.24618,0.38667816074870326,0.4750894652589131,0.49946971880185087,0.4638210861959598,0.43078997202813346,1.5903363214974067,1.6060289305178261,1.4758194376037017,1.2409121723919196,1.1077599440562669
action = 0,0,0,0.7999999999999999,19,3,0.80415,0.62251,0.4526,0.31116,0.24886,0.39685009764393403,0.4847576714194423,0.49774491458979264,0.4629686814461644,0.43235402160729347,1.597850195287868,1.5920253428388846,1.4480898291795854,1.2370973628923287,1.113568043214587
action = 0,0,1,-0.20000000000000007,20,3,0.69984,0.67283,0.5,0.34393,0.30486,0.45832303018722503,0.4691801359819062,0.5,0.47501578921126403,0.4603476946830515,1.61648606037445,1.6111902719638125,1.5,1.293961578422528,1.2255553893661029
action = 0,0,1,-0.20000000000000007,21,3,0.70388,0.62196,0.48132,0.37959,0.31929,0.4565413453346805,0.4849020519651366,0.4996498774141749,0.48528342234203714,0.4661973830900384,1.6169626906693608,1.5917641039302732,1.4806197548283497,1.3501568446840744,1.2516847661800767
action = 0,0,1,-0.20000000000000007,22,3,0.73214,0.62196,0.4878,0.30589,0.2623,0.4428430873345547,0.4849020519651366,0.49984997749324744,0.4607819440906946,0.4398863489584554,1.6178261746691094,1.5917641039302732,1.487499954986495,1.2274538881813892,1.1420726979169107
action = 0,0,1,-0.20000000000000007,23,3,0.76391,0.61537,0.49334,0.31839,0.25856,0.4246763473517215,0.4865079649913247,0.499959998399872,0.4658540543990145,0.4378470052426989,1.613262694703443,1.5883859299826493,1.493259996799744,1.250098108798029,1.1342540104853978
action = 0,0,1,-0.20000000000000007,24,3,0.76749,0.62079,0.47551,0.32058,0.25528,0.42243342670768846,0.48519068416448397,0.4993996395673509,0.4667011891992563,0.43601605475028093,1.612356853415377,1.5911713683289679,1.4743092791347019,1.2539823783985127,1.1273121095005618
