note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 4,4,1,-0.30000000000000004,0,4,,,,,,,,,,,,,,,
action = 3,3,0,0.7,1,4,,,,,,,,,,,,,,,
action = 2,2,0,0.7,2,4,,,,,,,,,,,,,,,
action = 1,1,1,-0.30000000000000004,3,4,,,,,,,,,,,,,,,
action = 1,1,1,-0.30000000000000004,4,4,,,,,,,,,,,,,,,
action = 0,0,1,-0.30000000000000004,5,4,0.51244,0.70654,0.45729,0.45064,0.63141,0.1415627069534911,0.0,0.07134423592694787,0.043931765272977596,0.05630275304103699,0.7955654139069822,0.70654,0.5999784718538957,0.5385035305459551,0.744015506082074
action = 4,4,0,0.7,6,4,0.55893,0.60917,0.4512,0.46322,0.60003,0.12501999840025596,0.11224972160321824,0.033166247903554,0.0,0.15824032355881987,0.808969996800512,0.8336694432064364,0.517532495807108,0.46322,0.9165106471176396
action = 1,1,1,-0.30000000000000004,7,4,0.67497,0.66778,0.61734,0.60211,0.62025,0.0,0.08988882021697693,0.0,0.0,0.015811388300841896,0.67497,0.8475576404339539,0.61734,0.60211,0.6518727766016837
action = 1,1,1,-0.30000000000000004,8,4,0.65893,0.69452,0.55763,0.55214,0.60103,0.0,0.06819090848492927,0.07918333157931662,0.09803060746521976,0.0,0.65893,0.8309018169698585,0.7159966631586332,0.7482012149304395,0.60103
action = 1,1,1,-0.30000000000000004,9,4,0.67516,0.73651,0.47508,0.43182,0.56124,0.059916608715780965,0.16087262041752165,0.07148426400264607,0.04679743582719036,0.08820430828479978,0.7949932174315619,1.0582552408350434,0.6180485280052921,0.5254148716543807,0.7376486165695995
action = 0,0,0,0.7,10,4,0.67051,0.81025,0.46918,0.45726,0.54895,0.10256705123966468,0.0,0.10459445491994306,0.09772410142846032,0.06610597552415363,0.8756441024793294,0.81025,0.6783689098398861,0.6527082028569207,0.6811619510483073
action = 1,1,1,-0.30000000000000004,11,4,0.57189,0.7025,0.45697,0.46379,0.51159,0.0,0.18846750383023594,0.07918333157931662,0.12292273996295397,0.09364827814754524,0.57189,1.079435007660472,0.6153366631586332,0.7096354799259079,0.6988865562950904
action = 1,1,0,0.7,12,4,0.54909,0.81028,0.50024,0.48794,0.5488,0.09121403400793103,0.0,0.15355780670483674,0.14747881203752625,0.10059821071967434,0.731518068015862,0.81028,0.8073556134096735,0.7828976240750525,0.7499964214393486
