b0,b1
-1.8329054117202759,"[1.0064536333084106, 0.10787727683782578]"
-1.171883463859558,"[0.2955029010772705, 0.03840625286102295]"
-0.44520074129104614,"[0.21999624371528625, -0.0014400978107005358]"
-1.3043475151062012,"[0.728737473487854, 0.017867961898446083]"
-0.1253284364938736,"[0.9076583385467529, -0.020728327333927155]"
-1.9746805429458618,"[0.4081279933452606, 0.03585882857441902]"
,"[nan, nan]"
-1.3315849304199219,"[0.5294211506843567, 0.037954386323690414]"
0.628101110458374,"[0.1932656615972519, 0.031940147280693054]"
-0.8934958577156067,"[0.5559619069099426, 0.02738441899418831]"
-0.2937641143798828,"[0.0013950234279036522, 0.005241762846708298]"
-1.1455597877502441,"[0.3817618191242218, 0.036186181008815765]"
,"[nan, nan]"
-1.1602286100387573,"[0.7719612717628479, 0.060396529734134674]"
,"[nan, nan]"
-1.3681751489639282,"[0.46274882555007935, 0.08320009708404541]"
-0.4227369427680969,"[0.9586191773414612, -0.027985941618680954]"
-0.15388193726539612,"[0.001983680296689272, 0.02868739701807499]"
-1.4668331146240234,"[0.7772710919380188, 0.0711226835846901]"
-0.06289380043745041,"[0.396514892578125, -0.003173881210386753]"
-1.0870786905288696,"[-0.09150628745555878, 0.059556394815444946]"
-0.465921014547348,"[0.2727696895599365, -0.027836475521326065]"
-0.5375708937644958,"[0.20799681544303894, 0.019592924043536186]"
-0.7891452312469482,"[0.32916221022605896, 0.046293195337057114]"
-2.263611078262329,"[0.8508888483047485, 0.10867263376712799]"
-2.1801414489746094,"[0.9134166240692139, 0.07406401634216309]"
-1.1751959323883057,"[0.2571837306022644, 0.01868954487144947]"
-1.8424065113067627,"[0.6120954155921936, 0.06846005469560623]"
-1.1109964847564697,"[0.1699751317501068, 0.029952920973300934]"
,"[nan, nan]"
-1.4270126819610596,"[0.04309862479567528, 0.0584603026509285]"
-0.05770590901374817,"[0.20380501449108124, 0.03112931177020073]"
,"[nan, nan]"
-0.3697998821735382,"[0.48599982261657715, 0.018903668969869614]"
-1.0148766040802002,"[0.9873970746994019, 0.020684000104665756]"
-0.6185182929039001,"[0.9449817538261414, -0.008965283632278442]"
-2.0713672637939453,"[0.7363206148147583, 0.06770803034305573]"
-0.8758857250213623,"[0.45551028847694397, 0.015225064940750599]"
-1.3511992692947388,"[0.5800889730453491, 0.048479653894901276]"
-1.2514604330062866,"[0.47500938177108765, 0.05084362253546715]"
,"[nan, nan]"
-1.2268221378326416,"[0.4712332785129547, 0.05049458518624306]"
-1.0749506950378418,"[0.5563367009162903, 0.026486312970519066]"
-1.0209791660308838,"[0.4318177103996277, 0.02755679562687874]"
-3.2598021030426025,"[0.6183898448944092, 0.12091317027807236]"
,"[nan, nan]"
-0.6497494578361511,"[0.3063785433769226, 0.021793747320771217]"
-2.372030019760132,"[0.5423868298530579, 0.06240997463464737]"
-1.4277920722961426,"[0.39834970235824585, 0.004872290417551994]"
-1.3918015956878662,"[0.5629712343215942, 0.0612928532063961]"
