b0,b1
-1.0223904848098755,"[0.569470226764679, 0.0657602995634079]"
-0.6834233999252319,"[0.18289165198802948, 0.023611245676875114]"
-0.27906349301338196,"[0.13876163959503174, 0.0008990535279735923]"
-0.7561641931533813,"[0.42533016204833984, 0.01628776825964451]"
-0.06972793489694595,"[0.5189990997314453, -0.013831431046128273]"
-1.0915651321411133,"[0.24145561456680298, 0.0196763277053833]"
-0.9253206253051758,"[0.7440077662467957, -0.07204963266849518]"
-5.233931064605713,"[8.654046058654785, 1.1391377449035645]"
0.38609564304351807,"[0.113602414727211, 0.021076727658510208]"
-0.5213332772254944,"[0.3303232192993164, 0.014545352198183537]"
-0.18461370468139648,"[5.32311387360096e-05, 0.00241525424644351]"
-0.6519443988800049,"[0.2404078245162964, 0.02044140174984932]"
-0.18448950350284576,"[0.4611804783344269, -0.020218685269355774]"
-0.6663056015968323,"[0.44729432463645935, 0.034442853182554245]"
-0.49580931663513184,"[0.5637691020965576, -0.05456387251615524]"
-0.8108843564987183,"[0.2825876772403717, 0.04596966132521629]"
-0.2720744013786316,"[0.5564518570899963, -0.014674955978989601]"
-0.07343421131372452,"[0.0005773241282440722, 0.01938878372311592]"
-0.8457494974136353,"[0.44712498784065247, 0.04156510904431343]"
-0.03863168880343437,"[0.2417691946029663, -0.0017653430113568902]"
-0.6812260150909424,"[-0.05989264324307442, 0.03196904808282852]"
-0.2739793360233307,"[0.16229256987571716, -0.016187254339456558]"
-0.3310686945915222,"[0.1307644546031952, 0.015509512275457382]"
-0.45302289724349976,"[0.20640595257282257, 0.02987126260995865]"
-1.209462285041809,"[0.4763281047344208, 0.06162593513727188]"
-1.1669490337371826,"[0.5017871260643005, 0.044801510870456696]"
-0.6997897028923035,"[0.16712938249111176, 0.017263147979974747]"
-1.0355312824249268,"[0.35797199606895447, 0.03885588422417641]"
-0.6614518165588379,"[0.1078232005238533, 0.02141456864774227]"
-1.6427509784698486,"[0.3605179190635681, 0.07257941365242004]"
-0.8693417310714722,"[0.02123839594423771, 0.03583323955535889]"
-0.03647981584072113,"[0.12448729574680328, 0.021651923656463623]"
-0.09003691375255585,"[0.6103230714797974, -0.03568508103489876]"
-0.20919612050056458,"[0.3005687892436981, 0.012635784223675728]"
-2.6116089820861816,"[4.3596954345703125, 0.47315606474876404]"
-0.3621658682823181,"[0.536273181438446, -0.005687220487743616]"
-3.238079786300659,"[5.342021942138672, 0.685677707195282]"
-0.529172956943512,"[0.2806473672389984, 0.005216119810938835]"
-0.7683194875717163,"[0.3453329801559448, 0.025428999215364456]"
-0.7157068252563477,"[0.2870312035083771, 0.025660520419478416]"
-0.5788490772247314,"[0.26987525820732117, 0.05630384013056755]"
-0.7003294825553894,"[0.28833654522895813, 0.028876058757305145]"
-0.6136472821235657,"[0.32707101106643677, 0.01577909104526043]"
-0.5734463930130005,"[0.25967681407928467, 0.0156378336250782]"
-1.6848809719085693,"[0.32840749621391296, 0.06041001155972481]"
-0.690170407295227,"[0.3065465986728668, 0.028849240392446518]"
-0.38561198115348816,"[0.1886744350194931, 0.010004304349422455]"
-1.3341611623764038,"[0.30872809886932373, 0.040176425129175186]"
-0.8528496026992798,"[0.23777498304843903, 0.004076140001416206]"
-0.7811588644981384,"[0.33776065707206726, 0.032681237906217575]"
