note,action,label,regret,trial,optimal_action,Q_value_0,Q_value_1,Q_value_2,Q_value_3,Q_value_4,U_value_0,U_value_1,U_value_2,U_value_3,U_value_4,UCB_value_0,UCB_value_1,UCB_value_2,UCB_value_3,UCB_value_4
action = 2,2,0,0.7999999999999999,0,2,,,,,,,,,,,,,,,
action = 2,2,1,-0.20000000000000007,1,2,,,,,,,,,,,,,,,
action = 3,3,0,0.7999999999999999,2,2,,,,,,,,,,,,,,,
action = 4,4,1,-0.20000000000000007,3,2,,,,,,,,,,,,,,,
action = 0,0,1,-0.20000000000000007,4,2,,,,,,,,,,,,,,,
action = 4,4,0,0.7999999999999999,5,2,0.53078,0.46912,0.46349,0.44636,0.5173,0.057096409694480786,0.04722287581247038,0.05692099788303082,0.030659419433511782,0.08544003745317531,0.6449728193889616,0.5635657516249407,0.5773319957660616,0.5076788388670236,0.6881800749063506
action = 3,3,1,-0.20000000000000007,6,2,0.50464,0.47513,0.48055,0.50508,0.49216,0.06892024376045111,0.07622335600063802,0.08654478609367522,0.09126883367283709,0.08148619514985345,0.6424804875209023,0.6275767120012761,0.6536395721873505,0.6876176673456742,0.6551323902997068
action = 4,4,1,-0.20000000000000007,7,2,0.52248,0.53226,0.53378,0.51505,0.52403,0.03346640106136302,0.0,0.0,0.014491376746189439,0.03391164991562634,0.5894128021227261,0.53226,0.53378,0.5440327534923789,0.5918532998312527
action = 4,4,1,-0.20000000000000007,8,2,0.53097,0.51868,0.50005,0.49381,0.52492,0.045276925690687087,0.035637059362410926,0.05244044240850758,0.05196152422706632,0.049091750834534306,0.6215238513813742,0.5899541187248218,0.6049308848170152,0.5977330484541327,0.6231035016690687
action = 4,4,0,0.7999999999999999,9,2,0.56827,0.54969,0.55589,0.5436,0.5739,0.0,0.0,0.0,0.00447213595499958,0.0,0.56827,0.54969,0.55589,0.5525442719099991,0.5739
action = 0,0,1,-0.20000000000000007,10,2,0.53735,0.50624,0.5,0.49376,0.51244,0.06058052492344384,0.061318838867023565,0.0589915248150105,0.04277849927241487,0.07300684899377592,0.6585110498468877,0.6288776777340471,0.617983049630021,0.5793169985448298,0.6584536979875518
action = 0,0,1,-0.20000000000000007,11,2,0.59825,0.51868,0.53097,0.51244,0.50624,0.04979959839195493,0.055407580708780275,0.03872983346207417,0.034641016151377546,0.04847679857416329,0.6978491967839098,0.6294951614175606,0.6084296669241483,0.5817220323027551,0.6031935971483267
action = 0,0,0,0.7999999999999999,12,2,0.63887,0.53731,0.54345,0.53116,0.55598,0.11510864433221338,0.09060905032059435,0.07893034904268446,0.07224956747275377,0.06841052550594828,0.8690872886644267,0.7185281006411887,0.7013106980853689,0.6756591349455074,0.6928010510118966
action = 0,0,1,-0.20000000000000007,13,2,0.5495,0.53088,0.53073,0.53666,0.53102,0.05186520991955976,0.055226805085936304,0.050199601592044535,0.04483302354291979,0.060497933849016694,0.6532304198391194,0.6413336101718726,0.6311292031840892,0.6263260470858396,0.6520158676980334
action = 4,4,1,-0.20000000000000007,14,2,0.60357,0.54979,0.54965,0.54965,0.53731,0.0,0.06511528238439883,0.05882176467941097,0.06526867548832288,0.07280109889280519,0.60357,0.6800205647687977,0.6672935293588219,0.6801873509766457,0.6829121977856103
action = 0,0,1,-0.20000000000000007,15,2,0.61577,0.57968,0.58541,0.59197,0.61579,0.04878524367060187,0.05576737397439474,0.022803508501982758,0.0,0.0,0.7133404873412038,0.6912147479487895,0.6310170170039655,0.59197,0.61579
action = 0,0,1,-0.20000000000000007,16,2,0.64402,0.58619,0.59733,0.58024,0.61555,0.05576737397439474,0.07078135347674555,0.0,0.0535723809439155,0.045497252664309304,0.7555547479487895,0.727752706953491,0.59733,0.6873847618878309,0.7065445053286187
action = 0,0,1,-0.20000000000000007,17,2,0.67797,0.59849,0.60403,0.58038,0.64536,0.0697853852894716,0.06196773353931867,0.050199601592044535,0.030659419433511782,0.0,0.8175407705789431,0.7224254670786373,0.7044292031840891,0.6416988388670236,0.64536
action = 1,1,1,-0.20000000000000007,18,2,0.71961,0.59197,0.59197,0.57399,0.64465,0.0,0.09370165420097983,0.06693280212272604,0.06992853494818836,0.0,0.71961,0.7793733084019596,0.7258356042454521,0.7138470698963767,0.64465
action = 0,0,0,0.7999999999999999,19,2,0.71121,0.66027,0.62689,0.62157,0.63887,0.08774964387392122,0.05059644256269407,0.02428991560298224,0.040620192023179805,0.09262828941527529,0.8867092877478424,0.7614628851253882,0.6754698312059644,0.7028103840463595,0.8241265788305506
action = 0,0,1,-0.20000000000000007,20,2,0.66759,0.63919,0.60395,0.61004,0.65114,0.0,0.0,0.0,0.0,0.0,0.66759,0.63919,0.60395,0.61004,0.65114
action = 0,0,1,-0.20000000000000007,21,2,0.65671,0.59253,0.58643,0.56804,0.62767,0.10478549517943789,0.13612494260788505,0.09602083107326244,0.08438009243891595,0.09110433579144299,0.8662809903588757,0.8647798852157701,0.7784716621465249,0.7368001848778318,0.809878671582886
action = 0,0,0,0.7999999999999999,22,2,0.70177,0.67843,0.63362,0.61632,0.66112,0.0,0.0,0.0,0.0,0.0,0.70177,0.67843,0.63362,0.61632,0.66112
action = 0,0,0,0.7999999999999999,23,2,0.65114,0.6398,0.61632,0.59849,0.62806,0.0,0.0,0.0,0.0,0.0,0.65114,0.6398,0.61632,0.59849,0.62806
action = 0,0,0,0.7999999999999999,24,2,0.61474,0.61004,0.59207,0.57437,0.6099,0.0,0.0,0.0,0.0,0.0,0.61474,0.61004,0.59207,0.57437,0.6099
action = 0,0,1,-0.20000000000000007,25,2,0.56818,0.57404,0.5618,0.5435,0.57404,0.09869143833180262,0.08378544026261364,0.08666025617317318,0.10256705123966468,0.08526429498916882,0.7655628766636052,0.7416108805252273,0.7351205123463463,0.7486341024793294,0.7445685899783376
action = 0,0,1,-0.20000000000000007,26,2,0.63877,0.60905,0.60905,0.60919,0.61474,0.0,0.0,0.0,0.0,0.0,0.63877,0.60905,0.60905,0.60919,0.61474
action = 1,1,1,-0.20000000000000007,27,2,0.62784,0.59253,0.60373,0.57382,0.61632,0.0,0.042426406871192854,0.0,0.049091750834534306,0.0,0.62784,0.6773828137423857,0.60373,0.6720035016690686,0.61632
action = 3,3,0,0.7999999999999999,28,2,0.62806,0.63384,0.59253,0.59229,0.62228,0.0,0.0,0.043703546766824315,0.055407580708780275,0.0,0.62806,0.63384,0.6799370935336486,0.7031051614175605,0.62228
