b0,b1
-0.20602001249790192,"[0.16747352480888367, 0.004457869566977024]"
-0.6533517837524414,"[0.16232725977897644, 0.02545960247516632]"
-0.44272327423095703,"[0.1939263939857483, 0.012992054224014282]"
-0.19129519164562225,"[0.1199786365032196, -0.008255301974713802]"
-0.8823968172073364,"[0.4578779935836792, 0.031748369336128235]"
0.5313911437988281,"[0.4102860689163208, -0.029866285622119904]"
0.4004603922367096,"[0.41908755898475647, -0.019458377733826637]"
-0.19657886028289795,"[0.15258528292179108, 0.01662815362215042]"
-0.6714082360267639,"[0.26391157507896423, 0.004168371669948101]"
-0.5697548389434814,"[0.2695554196834564, -0.002047303831204772]"
-0.3338702619075775,"[0.25968268513679504, -0.012101267464458942]"
0.30197790265083313,"[0.45084524154663086, 0.007399415597319603]"
-0.6108529567718506,"[0.4490065276622772, -0.012244999408721924]"
-0.5873605608940125,"[0.3946309983730316, 0.005814372096210718]"
0.1094358041882515,"[0.5540930032730103, -0.0022106640972197056]"
-0.6994964480400085,"[0.6378598213195801, 0.027280407026410103]"
-0.5301556587219238,"[0.6372565627098083, 0.008396628312766552]"
-0.4530760943889618,"[0.6020113825798035, 0.0262893233448267]"
-0.8706950545310974,"[0.5395803451538086, 0.028995776548981667]"
-0.8469984531402588,"[0.5752249956130981, 0.031179198995232582]"
-0.6567288637161255,"[0.5411044955253601, 0.021248845383524895]"
-0.8255375027656555,"[0.569179356098175, 0.035929564386606216]"
-0.6529852151870728,"[0.5191820859909058, 0.03404806926846504]"
-0.9096986055374146,"[0.1473342478275299, 0.04700055345892906]"
-0.8243858814239502,"[0.36724233627319336, 0.07051107287406921]"
-0.8714462518692017,"[0.20589764416217804, 0.05311751365661621]"
-0.9406960606575012,"[0.26615726947784424, 0.04796754941344261]"
-0.9472315907478333,"[0.2140827476978302, 0.04880481958389282]"
-0.8356577754020691,"[0.37847205996513367, 0.05637097358703613]"
-0.7930440306663513,"[0.44466879963874817, 0.06299193203449249]"
-0.9413180947303772,"[0.3850642740726471, 0.03214411064982414]"
-0.8092400431632996,"[0.6377291679382324, -0.023694386705756187]"
-0.8394027948379517,"[0.4713537096977234, 0.03245070204138756]"
-0.8928531408309937,"[0.4202211797237396, 0.03338578715920448]"
-0.8831431865692139,"[0.4133446216583252, 0.0350448302924633]"
-0.7025915384292603,"[0.44806456565856934, 0.03283097594976425]"
-0.8925482034683228,"[0.42680007219314575, 0.04120433330535889]"
-0.8755419254302979,"[0.6648568511009216, 0.10325641185045242]"
-0.73842453956604,"[0.4675787389278412, 0.05996308848261833]"
-0.6683129072189331,"[0.4042840600013733, 0.040341708809137344]"
-0.8777032494544983,"[0.37678608298301697, 0.03459935635328293]"
-0.8966056704521179,"[0.29010799527168274, 0.04163782671093941]"
-0.885657548904419,"[0.48382484912872314, 0.00845431163907051]"
-0.8950245976448059,"[0.2165004014968872, 0.05748438462615013]"
-0.9065600037574768,"[0.21608866751194, 0.04988019913434982]"
-0.9397861957550049,"[0.21013759076595306, 0.05192944034934044]"
-0.9299759268760681,"[0.19742946326732635, 0.04069807380437851]"
-0.9179648160934448,"[0.22206826508045197, 0.05764826759696007]"
-0.31518104672431946,"[0.28126323223114014, 0.035885054618120193]"
-0.7594017386436462,"[0.2168077677488327, 0.0686802938580513]"
