x1,x2,label
0.74,-0.23,1
0.54,0.01,0
-0.08,0.2,1
0.5,0.66,0
1.14,-0.44,1
0.27,0.76,0
0.12,0.44,0
0.25,-0.72,0
0.15,-0.3,0
0.04,0.23,1
0.63,0.17,0
0.27,0.68,0
1.71,0.06,1
0.0,0.33,1
0.79,0.9,0
0.36,1.12,0
0.23,-0.15,1
0.8,-0.65,0
0.73,1.17,1
0.95,-0.12,1
1.08,-0.34,1
1.64,0.77,0
1.1,0.04,0
0.04,-0.39,0
0.23,0.88,0
-0.46,-0.32,0
0.48,-0.19,1
-0.2,1.1,0
-0.38,0.82,0
0.07,0.07,1
0.56,0.45,0
-0.11,0.17,0
0.47,0.91,0
1.01,0.13,0
0.54,0.27,0
0.03,-0.21,0
0.48,0.08,1
0.36,-0.61,0
0.69,0.95,0
2.2,0.52,0
0.72,0.3,0
-0.2,0.35,0
0.26,1.11,0
0.7,-0.18,1
0.37,0.23,1
1.23,0.14,1
0.04,-0.56,0
0.88,0.1,1
0.45,1.06,1
0.94,0.2,0
0.15,0.63,0
0.59,0.31,0
-0.31,0.82,0
