x1,x2,label
0.73,1.17,1
-0.95,-0.12,1
1.08,-0.34,1
1.64,1.47,1
1.1,0.04,1
1.04,-0.39,1
0.23,0.88,0
-0.46,-0.32,1
0.48,-0.99,1
-0.2,1.6,1
-0.38,0.82,1
0.07,0.77,0
-0.56,0.45,0
-0.11,0.17,0
-0.47,0.91,0
1.01,1.13,1
1.54,0.27,1
0.03,-0.21,1
1.48,0.08,1
0.34,-0.61,0
0.69,1.45,0
-2.2,0.52,1
0.72,1.3,0
-0.26,1.58,1
-0.64,0.8,1
-0.7,-0.18,1
0.37,1.23,1
1.27,0.14,1
0.04,0.56,0
1.88,-0.1,1
0.45,1.06,1
0.94,0.2,0
0.15,1.63,0
1.29,0.31,0
-0.31,1.52,0
1.63,0.92,1
1.01,0.97,1
0.2,0.2,1
0.47,0.99,0
0.06,-0.47,0
-0.86,-0.1,1
0.34,-0.15,0
-0.22,-0.08,1
0.15,1.46,0
-0.97,0.33,1
0.61,0.51,0
1.06,1.5,1
-0.39,0.7,0
0.21,1.45,0
1.55,-0.16,1
