x1,x2,label
1.38,0.33,1
1.69,-0.69,0
-0.88,0.03,1
1.18,1.92,1
0.02,1.73,1
0.24,-0.65,0
1.75,1.72,1
-0.74,-0.59,0
-0.12,1.46,0
-0.91,-1.49,1
0.09,-1.56,1
0.49,1.18,0
-1.05,-0.44,1
1.25,1.09,1
2.34,-1.15,0
1.21,-0.89,1
0.5,-0.04,1
0.12,0.35,0
-0.11,2.84,0
0.59,-0.19,1
-2.11,0.61,1
-0.44,-0.61,1
0.27,0.72,1
0.75,1.25,0
0.55,0.18,1
1.89,-1.16,0
-0.58,-1.05,0
0.33,1.33,1
-0.23,-0.11,1
0.36,2.74,1
1.21,1.29,0
-0.2,0.62,0
0.63,1.35,1
-0.57,-1.3,1
0.22,-0.81,1
0.21,0.21,1
0.37,-0.75,1
0.16,-0.7,1
2.03,-0.42,1
-0.84,1.48,1
1.42,-0.79,1
-0.89,1.18,0
0.56,0.08,0
0.31,-0.73,1
1.17,-2.23,1
0.21,0.46,1
-1.01,-1.26,0
-0.32,0.28,0
0.4,2.43,0
-2.4,-1.19,1
-0.51,-2.07,0
1.95,0.53,1
1.36,0.0,0
