x1,x2,label
0.92,-0.37,1
0.3,0.19,1
0.69,-0.33,1
-0.38,1.16,0
-0.33,0.06,0
0.47,1.22,1
-0.12,1.34,0
-0.24,-0.48,1
0.52,-0.69,1
1.42,0.04,1
0.27,0.88,0
0.86,-0.03,1
0.37,-0.49,0
0.98,-0.36,1
0.13,-0.51,0
-0.54,-0.08,1
0.46,-0.47,1
-0.18,1.48,0
0.43,-0.75,0
-0.56,0.93,0
1.19,-0.45,1
-0.61,0.68,0
0.26,-0.43,0
-0.83,0.9,1
0.9,0.09,0
-0.03,0.28,0
0.61,0.12,0
-0.97,-0.16,1
0.58,-0.06,1
-0.15,-0.57,0
-0.79,0.33,1
0.21,0.53,0
0.69,-0.69,1
-0.53,-0.67,1
0.5,-0.16,1
0.09,0.91,0
0.34,1.09,0
0.18,0.39,1
-0.42,1.17,1
-0.6,0.81,1
1.31,-0.28,0
1.26,-1.5,1
0.83,0.22,0
-0.32,0.7,1
-0.51,1.29,0
-0.61,0.82,1
0.29,1.6,1
-0.67,-0.03,0
0.21,0.31,1
-0.41,-0.42,0
