x1,x2,label
0.39,-0.93,1
-1.02,-0.75,0
-0.28,0.27,1
0.78,0.39,0
0.66,0.89,0
0.17,0.91,0
-0.04,0.14,1
1.01,0.38,0
0.24,0.08,1
-0.05,-0.11,0
-0.65,0.07,0
-0.67,0.09,0
1.09,0.87,0
0.1,0.97,0
0.33,-0.32,1
-0.1,0.98,1
-0.7,-1.04,0
1.97,-0.08,1
0.63,-0.05,0
-0.47,-1.19,0
0.9,0.56,0
-0.62,-0.31,0
0.56,0.15,1
0.8,0.51,0
-0.03,0.18,1
-0.62,0.32,0
-0.77,0.77,0
1.29,-0.19,0
1.01,-0.4,0
0.12,0.52,1
1.17,0.48,0
0.87,1.01,0
-0.71,0.42,1
-0.91,-0.39,0
-0.84,-0.03,0
0.11,-0.16,1
0.53,-0.04,1
1.21,-0.03,0
-0.49,-0.89,0
0.2,-0.7,0
0.48,0.87,0
0.11,-0.78,0
0.59,0.03,0
1.33,-0.13,0
0.98,0.11,0
0.22,-0.45,1
0.07,0.67,1
-0.88,0.27,0
0.49,0.93,0
0.22,0.25,1
