x1,x2,label
0.89,-0.16,0
0.58,-0.05,1
0.33,1.13,1
-0.23,-0.11,1
0.36,1.74,1
1.21,1.29,0
-0.2,0.62,0
0.63,1.35,1
-0.57,-0.3,1
0.22,-0.81,1
0.21,0.21,1
0.37,-0.75,1
0.16,-0.7,1
2.03,-0.42,1
-0.14,1.48,1
1.42,-0.79,1
-0.89,1.18,1
0.56,0.08,0
0.31,-0.73,1
1.17,-0.83,1
0.21,0.46,1
-0.01,-0.16,0
-0.32,0.28,0
0.4,1.43,1
-6.4,-6.19,1
-7.51,-2.67,1
7.95,3.53,1
7.36,7.0,1
-6.4,-4.76,1
0.71,-1.63,1
-0.97,0.14,0
-0.69,0.99,0
1.11,0.27,1
0.21,0.85,0
0.05,1.19,1
0.23,0.15,1
-0.99,-2.23,0
1.55,0.36,1
-0.46,0.39,0
-0.49,0.77,0
-0.51,-2.01,0
0.0,1.14,0
-0.57,-0.13,1
-0.72,0.27,0
0.11,1.68,1
0.78,1.57,1
1.21,0.8,1
1.47,-0.41,1
0.83,1.16,0
2.57,0.34,1
0.33,-0.5,0
-2.11,-1.07,1
-0.04,-0.28,0
