x1,x2,label
-0.03,0.28,1
0.61,0.12,0
-0.97,-0.26,0
0.58,-0.06,1
-0.15,-0.57,0
-0.79,0.33,1
0.21,0.53,0
0.69,-0.69,1
-0.53,-0.62,1
0.09,0.91,0
0.94,1.09,0
0.18,0.39,1
-0.12,1.17,1
0.6,0.81,0
1.31,-0.28,0
1.26,1.3,1
0.83,0.22,0
-0.32,0.7,1
-0.51,0.59,0
-0.61,0.02,1
0.29,1.6,1
-0.67,-0.23,0
0.21,0.31,1
-0.41,-0.42,0
1.38,0.33,1
1.09,-0.69,0
-0.88,0.03,1
1.18,1.92,0
0.02,0.93,1
0.24,-0.65,0
1.75,1.72,0
-0.74,-0.59,0
-0.12,0.46,0
-0.91,-1.49,1
0.09,-0.56,1
0.49,1.18,0
-0.05,-0.44,1
1.25,1.09,0
2.34,-0.15,0
1.21,-0.89,1
0.5,-0.04,1
-0.12,0.35,0
-0.11,0.84,0
0.59,-0.19,1
-2.11,-0.61,1
-0.44,-0.61,1
0.27,0.72,1
0.75,1.25,0
0.55,0.18,1
0.89,-0.86,1
-0.58,-0.05,0
0.33,1.33,1
-0.23,-0.11,1
0.36,1.74,1
