x1,x2,label
1.83,0.06,1
-3.73,-0.1,0
-0.06,1.36,1
0.03,0.87,0
0.52,-0.86,1
0.35,-0.15,1
-0.09,1.37,1
-0.14,0.91,1
-0.4,-0.09,1
-1.67,-1.3,0
0.65,-0.01,0
-0.76,0.13,1
-0.08,-0.5,0
1.13,0.86,0
-0.96,-0.84,1
0.09,-1.76,1
0.06,-1.33,1
0.03,1.53,0
0.05,-0.23,0
0.17,-0.49,1
0.36,-1.1,0
-0.8,-0.36,1
0.25,-0.42,0
0.58,-0.33,0
-1.75,0.84,0
0.75,-0.17,0
1.04,0.82,0
0.18,1.02,0
0.02,0.49,0
0.23,-0.07,0
1.73,-0.24,0
-2.1,1.51,1
0.91,-0.59,1
0.05,-0.72,0
-0.74,1.62,1
0.13,-0.06,1
-0.67,0.26,0
0.5,-0.12,0
0.05,2.74,0
-0.13,-0.52,0
-0.46,-0.46,1
1.8,-0.13,1
-1.24,-1.6,0
-1.46,-1.0,0
2.11,1.28,1
0.17,-0.84,1
1.12,-1.1,1
-0.33,2.0,0
-0.39,3.15,0
-1.1,0.95,0
