x1,x2,label
0.29,1.3,0
-0.31,0.53,1
1.09,1.17,0
0.75,-0.15,1
0.43,0.49,1
0.68,-0.49,0
0.14,0.14,1
0.63,-0.16,0
-0.52,0.54,1
1.2,-0.57,1
1.1,0.48,0
1.6,-0.21,1
1.15,0.78,0
-0.02,0.57,1
0.46,-0.45,0
-0.71,0.55,1
-0.54,0.49,1
1.43,-0.27,1
-0.51,-0.75,1
2.73,-0.89,1
1.32,-0.27,1
-0.31,0.68,1
-1.2,0.23,1
1.01,-0.19,1
0.92,-0.09,0
0.92,-0.37,1
0.3,0.19,1
0.69,-0.33,0
-0.34,1.16,1
-0.33,0.06,1
1.45,1.22,1
-0.12,1.34,0
-0.24,1.48,0
0.52,-0.69,0
1.42,0.04,1
-0.27,0.88,0
0.86,-0.03,1
0.37,-0.49,0
0.98,-0.36,1
0.13,-0.51,0
-0.54,-0.08,1
0.46,-0.47,0
-0.18,1.48,0
0.43,-0.75,0
-0.56,0.93,1
1.19,-0.45,1
-0.61,0.68,0
0.26,-0.43,0
-0.35,0.9,1
0.9,0.89,0
