x1,x2,label
0.19,1.19,0
0.61,0.72,0
0.31,0.4,1
0.78,-0.49,0
0.31,-0.2,0
1.04,-0.27,0
0.62,0.63,0
0.01,0.94,0
0.25,0.89,0
0.87,0.7,0
0.83,1.28,0
1.04,0.6,1
-0.42,0.33,0
0.07,1.56,0
0.16,0.32,0
0.06,-0.14,1
1.61,-0.33,1
0.85,1.02,0
0.11,1.02,0
0.38,0.52,0
0.95,0.37,0
0.74,-0.23,1
0.54,0.01,0
-0.08,0.2,0
0.5,0.61,0
1.14,-0.44,1
0.27,0.76,0
0.12,0.44,0
0.25,-0.73,0
0.15,-0.3,0
0.04,0.23,1
0.63,0.57,0
0.27,0.68,0
1.71,0.06,1
0.86,0.46,0
1.2,0.01,1
0.36,1.12,0
0.23,-0.15,0
0.8,-0.65,0
0.06,0.11,0
0.69,-0.48,0
1.15,0.55,0
0.06,1.06,0
0.73,1.17,1
0.95,-0.12,0
1.08,-0.34,1
1.64,0.77,0
1.1,0.04,0
0.04,-0.33,0
0.23,0.88,0
0.46,-0.32,0
0.48,-0.19,1
0.2,1.1,0
