x1,x2,label
0.67,-0.35,0
0.33,0.69,0
1.57,-1.32,0
1.4,0.1,1
0.68,0.25,0
1.14,0.38,1
0.59,-1.43,1
0.39,1.62,1
1.59,0.47,0
0.15,-0.76,0
0.27,-0.11,1
-0.11,-0.76,0
0.35,0.78,0
-0.27,1.16,0
0.9,-0.1,1
0.04,0.29,1
1.81,-0.15,1
0.59,0.22,0
0.75,-0.1,0
0.98,1.2,0
-0.6,1.7,0
0.59,-0.9,1
0.69,1.89,0
1.03,-0.5,1
0.25,2.51,0
1.7,0.24,0
0.71,0.47,0
-0.29,-0.62,0
0.1,0.07,1
0.5,-1.18,1
0.18,-0.37,1
1.37,0.65,0
0.75,-0.05,0
0.37,0.93,0
1.04,0.13,0
0.36,0.87,0
1.23,0.08,0
0.11,-0.1,1
-0.48,1.11,1
0.41,0.39,0
1.1,0.44,1
0.58,0.43,0
0.2,-0.5,0
-0.32,1.26,0
0.15,0.01,1
1.24,0.51,1
0.33,0.47,0
0.17,-0.64,1
-0.41,-1.16,1
1.3,0.04,0
